,which,super,bowl,did,roger,goodell,speak,about,?
in,0.4840516746044159,0.18576006591320038,0.17236235737800598,0.2593238651752472,0.16691862046718597,0.3220403790473938,0.2336738109588623,0.39797019958496094,0.20430970191955566
early,0.29240089654922485,0.10942362248897552,0.14853668212890625,0.32047218084335327,0.17514899373054504,0.2878952622413635,0.1809353083372116,0.24888624250888824,0.15272949635982513
2012,0.37707939743995667,0.19708658754825592,0.1755882352590561,0.16113266348838806,0.12509238719940186,0.16313982009887695,0.26061099767684937,0.30420026183128357,0.18042556941509247
",",0.3658004403114319,0.22322475910186768,0.1810409277677536,0.3015086054801941,0.22744543850421906,0.39809733629226685,0.2902714014053345,0.3877100944519043,0.31091248989105225
nfl,0.1353975087404251,0.319060355424881,0.48354101181030273,0.16524574160575867,0.13967666029930115,0.34426531195640564,0.09986449778079987,0.07379265129566193,0.10610254108905792
commissioner,0.1938101053237915,0.162574902176857,0.17646083235740662,0.19308091700077057,0.22977811098098755,0.4120275378227234,0.17691032588481903,0.0699283629655838,0.1209191158413887
roger,0.14080412685871124,0.1611955761909485,0.1433940976858139,0.16114541888237,1.0,0.31340429186820984,0.1172579675912857,0.16367630660533905,0.0969553217291832
goodell,0.22513648867607117,0.22485686838626862,0.2514421343803406,0.2014486938714981,0.31340429186820984,1.0,0.09478393942117691,0.163882315158844,0.18825720250606537
stated,0.2548240125179291,0.1140226274728775,0.04108824580907822,0.3936442732810974,0.20153607428073883,0.25717028975486755,0.22944673895835876,0.3106665313243866,0.24280361831188202
that,0.6894589066505432,0.18258553743362427,0.10987387597560883,0.47518548369407654,0.1228225976228714,0.24923716485500336,0.26738691329956055,0.4500710964202881,0.32716336846351624
the,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.34736719727516174,0.1998666524887085,0.2954566180706024,0.2565973103046417,0.37995871901512146,0.22068053483963013
league,0.22541923820972443,0.37144264578819275,0.3365440368652344,0.17557655274868011,0.1720457822084427,0.2768418490886688,0.15709665417671204,0.09382462501525879,0.15941482782363892
planned,0.22419503331184387,0.17853780090808868,0.08377405256032944,0.3708326518535614,0.10174563527107239,0.16590255498886108,0.14139804244041443,0.21999645233154297,0.16188396513462067
to,0.5345056653022766,0.17783479392528534,0.16993016004562378,0.4452643394470215,0.16690795123577118,0.217975452542305,0.2687135338783264,0.391953706741333,0.29463258385658264
make,0.4280063211917877,0.1708221435546875,0.1729167103767395,0.3602050840854645,0.07139068841934204,0.17941296100616455,0.26386427879333496,0.3361717760562897,0.28314751386642456
the,0.6521818041801453,0.21959073841571808,0.21576224267482758,0.34736719727516174,0.1998666524887085,0.2954566180706024,0.2565973103046417,0.37995871901512146,0.22068053483963013
50th,0.12141840904951096,0.14578431844711304,0.10496746003627777,0.04507705196738243,-0.014887803234159946,0.0952029675245285,0.067555271089077,0.09782310575246811,0.004919986240565777
super,0.25759580731391907,1.0000001192092896,0.4848237931728363,0.16038043797016144,0.1611955761909485,0.22485686838626862,0.1778329312801361,0.05446875840425491,0.166326642036438
bowl,0.23468568921089172,0.4848237931728363,1.0,0.18569406867027283,0.1433940976858139,0.2514421343803406,0.07420482486486435,0.09727732092142105,0.21118052303791046
``,0.05178012326359749,0.012585706077516079,-0.004176590591669083,-0.029888948425650597,-0.014167015440762043,-0.12794704735279083,0.08599372208118439,0.008102871477603912,0.0685480609536171
spectacular,0.3324563801288605,0.20316950976848602,0.19099116325378418,0.20057879388332367,0.1301741600036621,0.2571769058704376,0.10507463663816452,0.20497846603393555,0.14826124906539917
'',-0.03332270681858063,-0.02655862085521221,-0.008809788152575493,0.01978493109345436,-0.003441191976889968,0.07086741179227829,0.014348580501973629,0.007750829216092825,0.018684765323996544
and,0.506277859210968,0.18368244171142578,0.1698254644870758,0.34479495882987976,0.20353803038597107,0.32750290632247925,0.24840866029262543,0.3875081241130829,0.20544172823429108
that,0.6894589066505432,0.18258553743362427,0.10987387597560883,0.47518548369407654,0.1228225976228714,0.24923716485500336,0.26738691329956055,0.4500710964202881,0.32716336846351624
