,when,did,abc,begin,airing,dick,clark,'s,new,year,'s,rockin,',eve,?
since,0.42774689197540283,0.27613121271133423,0.20685888826847076,0.21266606450080872,0.28277456760406494,0.14092016220092773,0.16189615428447723,-0.04899144917726517,0.2617199122905731,0.31512683629989624,-0.04899144917726517,0.19130611419677734,0.3154326379299164,0.25135335326194763,0.2876587212085724
1974,-0.04478467255830765,-0.07115182280540466,0.002307725138962269,-0.05954267457127571,-0.0829603523015976,0.02082420326769352,0.13148564100265503,-0.010420195758342743,0.13193745911121368,0.00020990487246308476,-0.010420195758342743,0.14992758631706238,-0.014921557158231735,-0.004983327351510525,-0.17742674052715302
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.27304404973983765,0.2531873881816864,0.24357886612415314,0.24886804819107056,-0.0016132977325469255,0.36073189973831177,0.28560417890548706,-0.0016132977325469255,0.32927075028419495,0.5178600549697876,0.21530404686927795,0.31091248989105225
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.12703588604927063,0.45737579464912415,0.20578424632549286,0.22554492950439453,0.06670809537172318,0.20663127303123474,0.2373921275138855,0.06670809537172318,0.3424937129020691,0.17123238742351532,0.2029952108860016,0.19065172970294952
has,0.34538573026657104,0.2124989777803421,0.23067910969257355,0.12440475076436996,0.17922624945640564,0.16788974404335022,0.15969225764274597,-0.040683966130018234,0.20920851826667786,0.2526876926422119,-0.040683966130018234,0.1520642340183258,0.27390268445014954,0.1736000031232834,0.15994466841220856
generally,0.38531962037086487,0.27544987201690674,0.04842396825551987,0.24115070700645447,0.18189555406570435,0.11518844217061996,0.14153426885604858,0.017207007855176926,0.13323122262954712,0.18746493756771088,0.017207007855176926,0.12084471434354782,0.24112531542778015,0.07687327265739441,0.23411904275417328
aired,0.19673508405685425,0.1378907710313797,0.5025622844696045,0.17337551712989807,0.7105959057807922,0.20105041563510895,0.17596162855625153,-0.008831794373691082,0.1564164012670517,0.2463400959968567,-0.008831794373691082,0.3537019193172455,0.20969398319721222,0.2215801477432251,0.22283338010311127
dick,0.1495591402053833,0.1397295445203781,0.20578424632549286,0.07011140882968903,0.26122036576271057,1.0,0.35330817103385925,0.03214861825108528,0.19038404524326324,0.16015511751174927,0.03214861825108528,0.350247323513031,0.22422930598258972,0.22846060991287231,0.1753130704164505
clark,0.21926386654376984,0.16710978746414185,0.22554492950439453,0.12077576667070389,0.20660798251628876,0.35330817103385925,1.0,0.06747990101575851,0.2737416923046112,0.18923117220401764,0.06747990101575851,0.36993855237960815,0.11336681246757507,0.2746812403202057,0.10959257185459137
's,-0.03368149697780609,0.05069678649306297,0.06670809537172318,-0.07216574251651764,0.0008048965246416628,0.03214861825108528,0.06747990101575851,0.9999999403953552,-0.008355522528290749,-0.04087831452488899,0.9999999403953552,-0.034400008618831635,0.07651367038488388,-0.04732388257980347,-0.023395681753754616
new,0.257220059633255,0.227974995970726,0.20663127303123474,0.23350173234939575,0.24581193923950195,0.19038404524326324,0.2737416923046112,-0.008355522528290749,0.9999999403953552,0.25045546889305115,-0.008355522528290749,0.28046396374702454,0.23426499962806702,0.2905281186103821,0.14782847464084625
year,0.3014719784259796,0.21422851085662842,0.2373921275138855,0.27493274211883545,0.27726510167121887,0.16015511751174927,0.18923117220401764,-0.04087831452488899,0.25045546889305115,1.0,-0.04087831452488899,0.28335702419281006,0.23947113752365112,0.3059152662754059,0.18315006792545319
