,what,type,of,degree,must,a,teacher,have,",",at,a,minimum,?
[,0.010752761736512184,0.052212439477443695,0.010817250236868858,0.02435430698096752,0.021336713805794716,0.03893941268324852,0.07483337819576263,0.010582555085420609,0.08049847930669785,0.11318142712116241,0.03893941268324852,0.04275251179933548,0.011015460826456547
citation,0.26448965072631836,0.19325166940689087,0.22959956526756287,0.2008451670408249,0.2634182274341583,0.24621744453907013,0.1522548943758011,0.16701039671897888,0.23433831334114075,0.18399284780025482,0.24621744453907013,0.2494102269411087,0.3382055461406708
needed,0.3631289601325989,0.17002348601818085,0.27215874195098877,0.22002869844436646,0.43420615792274475,0.2915569543838501,0.15303990244865417,0.4054095149040222,0.29017356038093567,0.22810974717140198,0.2915569543838501,0.39914652705192566,0.2863257825374603
],-0.03775298595428467,0.044324640184640884,-0.035044461488723755,0.016408247873187065,0.09150555729866028,-0.049516137689352036,-0.006562403403222561,0.006664168555289507,-0.10209845006465912,-0.021593619138002396,-0.049516137689352036,0.023179754614830017,-0.0022520492784678936
teachers,0.2526462972164154,0.09933348745107651,0.27737662196159363,0.33347171545028687,0.2154170721769333,0.2509842813014984,0.7334206104278564,0.25109589099884033,0.28049156069755554,0.24201591312885284,0.2509842813014984,0.2079278975725174,0.19522249698638916
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.28089648485183716,0.18276341259479523,0.539380669593811,0.22632350027561188,0.36843645572662354,0.5201468467712402,0.4374977946281433,0.539380669593811,0.16051530838012695,0.20430970191955566
state,0.24273863434791565,0.1545526683330536,0.34253445267677307,0.21715186536312103,0.19476543366909027,0.25097307562828064,0.18919621407985687,0.2083192616701126,0.29481780529022217,0.2408173680305481,0.25097307562828064,0.18049170076847076,0.1160883978009224
schools,0.1820785105228424,0.1240563839673996,0.265506386756897,0.2853486239910126,0.17610707879066467,0.2118925303220749,0.40885695815086365,0.26828762888908386,0.2760516405105591,0.21788150072097778,0.2118925303220749,0.1325676143169403,0.18349280953407288
must,0.30362528562545776,0.22601568698883057,0.24322323501110077,0.19267340004444122,1.0,0.3016769587993622,0.15526846051216125,0.4243750274181366,0.2231246829032898,0.19656646251678467,0.3016769587993622,0.4248969256877899,0.23707495629787445
have,0.39808809757232666,0.242574080824852,0.3802283704280853,0.20459823310375214,0.4243750274181366,0.338716596364975,0.1317407637834549,0.9999999403953552,0.3541618287563324,0.29004791378974915,0.338716596364975,0.32716280221939087,0.32991164922714233
at,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.24126897752285004,0.19656646251678467,0.3095070421695709,0.1889720857143402,0.29004791378974915,0.38314947485923767,1.0,0.3095070421695709,0.2671430706977844,0.21978627145290375
least,0.3337163031101227,0.1642540693283081,0.32696738839149475,0.21684543788433075,0.4034528136253357,0.3442045748233795,0.16212230920791626,0.45121026039123535,0.28584957122802734,0.3371123671531677,0.3442045748233795,0.43787682056427,0.28866854310035706
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.25289660692214966,0.3016769587993622,1.0,0.31202319264411926,0.338716596364975,0.427140474319458,0.3095070421695709,1.0,0.2512331008911133,0.23916715383529663
bachelor,0.19332286715507507,0.14522667229175568,0.162046417593956,0.6971407532691956,0.18361373245716095,0.22000035643577576,0.3718288540840149,0.173448383808136,0.23690266907215118,0.21983245015144348,0.22000035643577576,0.1785004884004593,0.07728833705186844
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.019614629447460175,-0.018240178003907204,0.04866964742541313,0.026857737451791763,-0.02807004563510418,-0.0016132977325469255,-0.08481216430664062,0.04866964742541313,0.00876589585095644,-0.023395681753754616
degree,0.21753965318202972,0.1258266717195511,0.22760991752147675,0.9999999403953552,0.19267340004444122,0.25289660692214966,0.3298501670360565,0.20459823310375214,0.1912073791027069,0.24126897752285004,0.25289660692214966,0.22626063227653503,0.1060895025730133
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.1912073791027069,0.2231246829032898,0.427140474319458,0.2884024977684021,0.3541618287563324,1.0000001192092896,0.38314947485923767,0.427140474319458,0.2227497547864914,0.31091248989105225
complete,0.29213884472846985,0.2394901067018509,0.3009350895881653,0.20419159531593323,0.22494585812091827,0.29913821816444397,0.15662992000579834,0.26742038130760193,0.23945219814777374,0.13879677653312683,0.29913821816444397,0.18187955021858215,0.11962060630321503
an,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.15122494101524353,0.2022276371717453,0.44552403688430786,0.19733460247516632,0.22897054255008698,0.3581022024154663,0.2446778565645218,0.44552403688430786,0.23606285452842712,0.19793890416622162
approved,0.23795665800571442,0.14318221807479858,0.3106788992881775,0.19362442195415497,0.22498925030231476,0.272470086812973,0.1285644769668579,0.2661166787147522,0.28550124168395996,0.21304191648960114,0.272470086812973,0.2302815318107605,0.25914356112480164
teacher,0.20492632687091827,0.13493123650550842,0.19968076050281525,0.3298501670360565,0.15526846051216125,0.31202319264411926,0.9999998807907104,0.1317407637834549,0.2884024977684021,0.1889720857143402,0.31202319264411926,0.12410805374383926,0.1797819435596466
education,0.19940856099128723,0.07525362819433212,0.3015166223049164,0.3973211646080017,0.2360241413116455,0.21779850125312805,0.4505820572376251,0.19461645185947418,0.2718683183193207,0.22585788369178772,0.21779850125312805,0.160771906375885,0.18067774176597595
program,0.25047802925109863,0.22042983770370483,0.17376001179218292,0.23841196298599243,0.19058698415756226,0.2779408395290375,0.2649378478527069,0.17012253403663635,0.17760658264160156,0.20947590470314026,0.2779408395290375,0.18230311572551727,0.1440187245607376
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.1912073791027069,0.2231246829032898,0.427140474319458,0.2884024977684021,0.3541618287563324,1.0000001192092896,0.38314947485923767,0.427140474319458,0.2227497547864914,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2947183847427368,0.33253467082977295,0.3739250600337982,0.27571162581443787,0.4711785912513733,0.6633074283599854,0.3571503460407257,0.3739250600337982,0.2258012443780899,0.20544172823429108
be,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.17036838829517365,0.4737209677696228,0.39883795380592346,0.1891087293624878,0.5760743618011475,0.39254459738731384,0.30379733443260193,0.39883795380592346,0.2872525155544281,0.3324260413646698
licensed,0.17758744955062866,0.14699897170066833,0.14828701317310333,0.1968676894903183,0.28245583176612854,0.14556461572647095,0.16708019375801086,0.24496886134147644,0.20353545248508453,0.19718489050865173,0.14556461572647095,0.1747078150510788,0.16613826155662537
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.20956046879291534,0.27722811698913574,0.50484299659729,0.225234717130661,0.41614407300949097,0.6812511086463928,0.4549728035926819,0.50484299659729,0.16740559041500092,0.4130953550338745
