,when,did,the,umc,'s,general,board,of,church,and,society,call,on,all,united,methodists,to,abstain,from,alcohol,for,lent,?
moreover,0.26680874824523926,0.2410770058631897,0.33288028836250305,0.22079496085643768,0.016748646274209023,0.12961600720882416,0.16245298087596893,0.28200021386146545,0.13487273454666138,0.36561357975006104,0.16088655591011047,0.11338949203491211,0.2612682282924652,0.342774361371994,0.09982996433973312,0.1564551740884781,0.3006484806537628,0.2801433503627777,0.2248307764530182,0.18357042968273163,0.27517619729042053,0.15561270713806152,0.25369012355804443
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,-0.0016132977325469255,0.3022127151489258,0.25734269618988037,0.4946078956127167,0.2707274258136749,0.6633074283599854,0.20629194378852844,0.2670435905456543,0.49057599902153015,0.425624817609787,0.3053959608078003,0.2727557420730591,0.44245919585227966,0.36228567361831665,0.39760664105415344,0.1691807061433792,0.4464869201183319,0.3103789985179901,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.15436193346977234,-0.037580832839012146,0.259066641330719,0.19342480599880219,0.5696388483047485,0.2493300437927246,0.4954058527946472,0.21229879558086395,0.2520289719104767,0.46853652596473694,0.3335905969142914,0.3938477039337158,0.24642148613929749,0.45010748505592346,0.22208227217197418,0.4274188280105591,0.22706511616706848,0.4322226941585541,0.2781870663166046,0.20430970191955566
2011,0.07140792906284332,-0.03760814294219017,0.07811610400676727,0.06525026261806488,-0.07039705663919449,0.023395387455821037,0.060576919466257095,0.09709474444389343,0.006478783208876848,0.0998905599117279,0.02210642211139202,0.09996180981397629,0.08962488919496536,0.08477666974067688,0.05706140771508217,0.04131624475121498,0.03410811722278595,0.08171527832746506,0.035411104559898376,0.18171851336956024,0.10438573360443115,-0.09143118560314178,0.005212190095335245
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.21982228755950928,0.06895173341035843,0.25860127806663513,0.24616685509681702,0.5116966962814331,0.1976170688867569,1.0,0.24110737442970276,0.237839937210083,0.4077630043029785,0.4542157053947449,0.28213179111480713,0.24762584269046783,0.48971283435821533,0.28949645161628723,0.3601827025413513,0.22778749465942383,0.5064792633056641,0.24293620884418488,0.20544172823429108
2012,0.30712300539016724,0.16113266348838806,0.46885523200035095,0.17916148900985718,-0.022972648963332176,0.2106638252735138,0.18744200468063354,0.4422316551208496,0.18944905698299408,0.38536936044692993,0.13052934408187866,0.2037622332572937,0.24696305394172668,0.2778983414173126,0.21775682270526886,0.20235738158226013,0.32762008905410767,0.06500143557786942,0.25667062401771545,0.13691386580467224,0.22560004889965057,0.18963757157325745,0.18042556941509247
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.1953766793012619,-0.0016132977325469255,0.3022127151489258,0.25734269618988037,0.4946078956127167,0.2707274258136749,0.6633074283599854,0.20629194378852844,0.2670435905456543,0.49057599902153015,0.425624817609787,0.3053959608078003,0.2727557420730591,0.44245919585227966,0.36228567361831665,0.39760664105415344,0.1691807061433792,0.4464869201183319,0.3103789985179901,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.21262750029563904,-0.01540423184633255,0.28634732961654663,0.2871673107147217,0.733189046382904,0.23846197128295898,0.5171257257461548,0.2789285480976105,0.26640447974205017,0.5107308030128479,0.4860881567001343,0.34367692470550537,0.25832629203796387,0.535392165184021,0.16985012590885162,0.40150508284568787,0.22147142887115479,0.4739971458911896,0.28438815474510193,0.22068053483963013
united,0.2490900456905365,0.21137088537216187,0.34367692470550537,0.1928277611732483,-0.03853745758533478,0.2596476078033447,0.18866221606731415,0.3187655806541443,0.19284281134605408,0.28213179111480713,0.23282189667224884,0.11909500509500504,0.2703288793563843,0.20563383400440216,1.0000001192092896,0.3031267821788788,0.2715383470058441,0.1699724942445755,0.27339106798171997,0.20968736708164215,0.30487096309661865,0.11238011717796326,0.17266890406608582
methodist,0.16788707673549652,0.21641705930233002,0.21922016143798828,0.2650960683822632,-0.030392127111554146,0.13368430733680725,0.1447218507528305,0.28458893299102783,0.6119816899299622,0.2376793771982193,0.18524278700351715,0.18198813498020172,0.19416043162345886,0.15815405547618866,0.3283560872077942,0.9008142352104187,0.21503986418247223,0.2935520112514496,0.2162594348192215,0.24990259110927582,0.1716444343328476,0.21239858865737915,0.1436992734670639
