,why,do,carotenoids,make,leaves,change,color,in,the,fall,?
they,0.39327314496040344,0.4667694866657257,0.43043866753578186,0.468421995639801,0.29080930352211,0.28888919949531555,0.20740480720996857,0.4330179989337921,0.49925389885902405,0.27358055114746094,0.2753053903579712
help,0.33606424927711487,0.40743157267570496,0.18952688574790955,0.46939346194267273,0.20031742751598358,0.3046948313713074,0.16864322125911713,0.21321536600589752,0.30064165592193604,0.18848662078380585,0.28403452038764954
transfer,0.20159031450748444,0.22009211778640747,0.25252464413642883,0.26273855566978455,0.18348270654678345,0.3208199739456177,0.15470221638679504,0.23500178754329681,0.2638886570930481,0.1507752388715744,0.13552898168563843
and,0.27806392312049866,0.276123583316803,0.3126223087310791,0.4160483181476593,0.26273760199546814,0.2438346892595291,0.21500243246555328,0.4954058527946472,0.5171257257461548,0.25737735629081726,0.20544172823429108
dissipate,0.23255544900894165,0.22980155050754547,0.3299316465854645,0.26217120885849,0.19478356838226318,0.2893542945384979,0.16667340695858002,0.1986277997493744,0.2226625382900238,0.2911471426486969,0.19192944467067719
excess,0.2130170464515686,0.19433964788913727,0.37421485781669617,0.3196438252925873,0.27025526762008667,0.26491934061050415,0.1810879409313202,0.1604900062084198,0.21619649231433868,0.26140257716178894,0.16102707386016846
energy,0.2028510570526123,0.21968168020248413,0.35987401008605957,0.22807949781417847,0.2080809473991394,0.26996466517448425,0.18872341513633728,0.17693158984184265,0.26756542921066284,0.16257883608341217,0.14860127866268158
",",0.2827242314815521,0.3283645510673523,0.27300846576690674,0.324553906917572,0.24740222096443176,0.2752361297607422,0.20653429627418518,0.5201468467712402,0.4933079481124878,0.31587862968444824,0.31091248989105225
and,0.27806392312049866,0.276123583316803,0.3126223087310791,0.4160483181476593,0.26273760199546814,0.2438346892595291,0.21500243246555328,0.4954058527946472,0.5171257257461548,0.25737735629081726,0.20544172823429108
their,0.2619993984699249,0.35424983501434326,0.38513830304145813,0.37166422605514526,0.23330166935920715,0.28483736515045166,0.1928606778383255,0.34976133704185486,0.516537070274353,0.260641485452652,0.1898253709077835
bright,0.26212990283966064,0.25842177867889404,0.36637935042381287,0.3273801803588867,0.28201523423194885,0.24374188482761383,0.3619327247142792,0.20591014623641968,0.2233448326587677,0.2049957811832428,0.18864305317401886
colors,0.19002319872379303,0.23438787460327148,0.3211893141269684,0.24397426843643188,0.1778271645307541,0.21150945127010345,0.652938961982727,0.1231844574213028,0.23534470796585083,0.1826094090938568,0.18779070675373077
sometimes,0.32260406017303467,0.32188543677330017,0.3517531454563141,0.40609073638916016,0.19463230669498444,0.28002017736434937,0.21019285917282104,0.31462913751602173,0.35816407203674316,0.18493770062923431,0.1751544177532196
override,0.28239044547080994,0.2817491590976715,0.23911364376544952,0.2681824862957001,0.10817135125398636,0.35974767804145813,0.2919476330280304,0.14609333872795105,0.23464247584342957,0.11914758384227753,0.3403741419315338
the,0.30742117762565613,0.30239659547805786,0.2960159182548523,0.3146495521068573,0.26001983880996704,0.3641999065876007,0.21895472705364227,0.6662389636039734,1.0,0.3639753758907318,0.22068053483963013
chlorophyll,0.17823117971420288,0.20705407857894897,0.6262645721435547,0.20696641504764557,0.3787197768688202,0.1949138641357422,0.28975388407707214,0.16032609343528748,0.20174691081047058,0.12708646059036255,0.1099696233868599
green,0.1510881781578064,0.15925562381744385,0.2821768820285797,0.1870620846748352,0.3424730598926544,0.19866128265857697,0.31358546018600464,0.22731968760490417,0.24099771678447723,0.13820984959602356,0.11409882456064224
",",0.2827242314815521,0.3283645510673523,0.27300846576690674,0.324553906917572,0.24740222096443176,0.2752361297607422,0.20653429627418518,0.5201468467712402,0.4933079481124878,0.31587862968444824,0.31091248989105225
like,0.45813098549842834,0.4615015685558319,0.3698914051055908,0.50801682472229,0.23773664236068726,0.3471626937389374,0.22270292043685913,0.31010183691978455,0.32912567257881165,0.17850470542907715,0.3268813192844391
during,0.24530354142189026,0.1831897497177124,0.19574891030788422,0.25281280279159546,0.16827188432216644,0.19746550917625427,0.19551926851272583,0.4627237319946289,0.4838213622570038,0.25730034708976746,0.1325719803571701
the,0.30742117762565613,0.30239659547805786,0.2960159182548523,0.3146495521068573,0.26001983880996704,0.3641999065876007,0.21895472705364227,0.6662389636039734,1.0,0.3639753758907318,0.22068053483963013
fall,0.18337829411029816,0.2515643835067749,0.18793481588363647,0.17192374169826508,0.30805453658103943,0.24879039824008942,0.17134621739387512,0.22958555817604065,0.3639753758907318,1.0,0.1656162142753601
",",0.2827242314815521,0.3283645510673523,0.27300846576690674,0.324553906917572,0.24740222096443176,0.2752361297607422,0.20653429627418518,0.5201468467712402,0.4933079481124878,0.31587862968444824,0.31091248989105225
when,0.46319615840911865,0.28572237491607666,0.27941426634788513,0.4273611307144165,0.3291132152080536,0.33026453852653503,0.21349301934242249,0.4431333839893341,0.5091903209686279,0.2653101086616516,0.22841128706932068
