,what,was,marin,'s,orders,?
his,0.26976513862609863,0.4405253231525421,0.21746721863746643,0.047556519508361816,0.19129373133182526,0.18075084686279297
orders,0.1898462176322937,0.2057829052209854,0.08962884545326233,-0.09433139115571976,1.0,0.18005457520484924
were,0.22298263013362885,0.590133786201477,0.12617374956607819,0.007088581565767527,0.2564113438129425,0.17890112102031708
to,0.455847829580307,0.3636345863342285,0.14342492818832397,0.03782717138528824,0.27432385087013245,0.29463258385658264
protect,0.25314101576805115,0.15065054595470428,0.1124195083975792,-0.06260327994823456,0.1284208446741104,0.20180222392082214
the,0.42745697498321533,0.48711544275283813,0.19335126876831055,-0.01540423184633255,0.26927345991134644,0.22068053483963013
king,0.18449601531028748,0.27377256751060486,0.17463319003582,-0.002494113054126501,0.18562625348567963,0.19130074977874756
's,0.02692362666130066,0.008974763564765453,-0.019260348752141,0.9999999403953552,-0.09433139115571976,-0.023395681753754616
land,0.23411516845226288,0.23751215636730194,0.11722447723150253,0.10497291386127472,0.2013576477766037,0.1432059109210968
in,0.30808621644973755,0.45514053106307983,0.23817463219165802,-0.037580832839012146,0.20494955778121948,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.19335126876831055,-0.01540423184633255,0.26927345991134644,0.22068053483963013
ohio,0.10887482017278671,0.207236185669899,0.10051102191209793,0.02506769821047783,0.066973976790905,0.10064033418893814
valley,0.15729281306266785,0.21369484066963196,0.15191105008125305,-0.014120261184871197,0.08447030186653137,0.11486150324344635
from,0.2737620174884796,0.31171464920043945,0.20155486464500427,-0.01936490088701248,0.197062686085701,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,0.19335126876831055,-0.01540423184633255,0.26927345991134644,0.22068053483963013
british,0.19255435466766357,0.31934812664985657,0.047629449516534805,0.06352180242538452,0.15013062953948975,0.09711728990077972
.,0.3567904531955719,0.40146201848983765,0.22672776877880096,-0.003708066651597619,0.2030671089887619,0.4130953550338745
,what,was,marin,'s,orders,?
as,0.31749409437179565,0.3677520453929901,0.15737514197826385,-0.05775856226682663,0.2048303484916687,0.27043893933296204
he,0.3114890456199646,0.5410010814666748,0.24139384925365448,0.024063590914011,0.16933953762054443,0.2089974731206894
moved,0.20601840317249298,0.3804442584514618,0.15089499950408936,-0.05324588716030121,0.09560598433017731,0.15112607181072235
south,0.15388517081737518,0.2792486846446991,0.23379968106746674,0.06268392503261566,0.08474192768335342,0.12336621433496475
",",0.3087472915649414,0.45456063747406006,0.29242756962776184,-0.0016132977325469255,0.24715667963027954,0.31091248989105225
he,0.3114890456199646,0.5410010814666748,0.24139384925365448,0.024063590914011,0.16933953762054443,0.2089974731206894
drove,0.1460457593202591,0.3095202147960663,0.143541157245636,0.09299827367067337,0.16029612720012665,0.10733011364936829
off,0.2350364625453949,0.15734454989433289,0.0822741910815239,-0.017884694039821625,0.14965754747390747,0.12937544286251068
or,0.33867141604423523,0.2330796718597412,0.09599940478801727,0.06871571391820908,0.23422186076641083,0.32389625906944275
captured,0.1119019091129303,0.31488236784935,0.14649924635887146,0.006844574119895697,0.24730037152767181,0.11851847916841507
british,0.19255435466766357,0.31934812664985657,0.047629449516534805,0.06352180242538452,0.15013062953948975,0.09711728990077972
traders,0.24132010340690613,0.2303071916103363,0.15958580374717712,0.08940450102090836,0.1355564147233963,0.12585791945457458
",",0.3087472915649414,0.45456063747406006,0.29242756962776184,-0.0016132977325469255,0.24715667963027954,0.31091248989105225
alarming,0.3149223327636719,0.21722197532653809,0.12859611213207245,0.053374283015728,0.24362443387508392,0.25442031025886536
both,0.3361809551715851,0.2990766167640686,0.027625223621726036,0.03109198436141014,0.15832573175430298,0.19455738365650177
the,0.42745697498321533,0.48711544275283813,0.19335126876831055,-0.01540423184633255,0.26927345991134644,0.22068053483963013
british,0.19255435466766357,0.31934812664985657,0.047629449516534805,0.06352180242538452,0.15013062953948975,0.09711728990077972
and,0.31309178471565247,0.3740963041782379,0.18721425533294678,0.06895173341035843,0.23332609236240387,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.19335126876831055,-0.01540423184633255,0.26927345991134644,0.22068053483963013
iroquois,0.20081253349781036,0.1695740669965744,0.12236257642507553,0.11769979447126389,0.14350451529026031,0.0784907415509224
.,0.3567904531955719,0.40146201848983765,0.22672776877880096,-0.003708066651597619,0.2030671089887619,0.4130953550338745
