,what,lake,in,a,german,island,mainau,receives,a,fraction,of,the,rhine,'s,flow,?
a,0.3320399522781372,0.20924630761146545,0.539380669593811,1.0,0.23789440095424652,0.2505504786968231,0.2276066392660141,0.2784430980682373,1.0,0.2524751126766205,0.5052502155303955,0.5829201340675354,0.1823403388261795,0.04866964742541313,0.21422207355499268,0.23916715383529663
small,0.2504110634326935,0.1867966204881668,0.3722202181816101,0.41262131929397583,0.1549762487411499,0.2635875642299652,0.21298611164093018,0.1863221824169159,0.41262131929397583,0.2826438844203949,0.353353351354599,0.39655908942222595,0.17500995099544525,0.08369652181863785,0.2005431056022644,0.13914890587329865
fraction,0.2630118429660797,0.13551469147205353,0.16625259816646576,0.2524751126766205,0.05454320088028908,0.10928953438997269,0.1408315747976303,0.19437089562416077,0.2524751126766205,0.9999999403953552,0.21060217916965485,0.20450231432914734,0.1257021427154541,4.6349974581971765e-05,0.2706305682659149,0.18103548884391785
of,0.33290785551071167,0.23993153870105743,0.5696388483047485,0.5052502155303955,0.2122138887643814,0.24887794256210327,0.3564479947090149,0.30624058842658997,0.5052502155303955,0.21060217916965485,1.0,0.733189046382904,0.2548927664756775,-0.03817026689648628,0.2407451719045639,0.1826142966747284
the,0.42745697498321533,0.24325428903102875,0.6662389636039734,0.5829201340675354,0.256483793258667,0.2837921977043152,0.30032846331596375,0.3246961534023285,0.5829201340675354,0.20450231432914734,0.733189046382904,1.0,0.30735138058662415,-0.01540423184633255,0.314039409160614,0.22068053483963013
flow,0.1798735409975052,0.283983439207077,0.22435857355594635,0.21422207355499268,0.14232219755649567,0.0772620216012001,0.15208682417869568,0.22599387168884277,0.21422207355499268,0.2706305682659149,0.2407451719045639,0.314039409160614,0.20253489911556244,0.006226116791367531,0.9999999403953552,0.10458291321992874
is,0.28837618231773376,0.22300897538661957,0.5394441485404968,0.658733606338501,0.19231973588466644,0.2365664541721344,0.23652568459510803,0.3052694797515869,0.658733606338501,0.22828060388565063,0.4854315221309662,0.5823672413825989,0.15617261826992035,0.02396530658006668,0.26788079738616943,0.22961433231830597
diverted,0.15211139619350433,0.27910399436950684,0.23743659257888794,0.23599012196063995,0.08944851905107498,0.21081581711769104,0.2201022207736969,0.18120229244232178,0.23599012196063995,0.17310163378715515,0.27397313714027405,0.32217684388160706,0.15865196287631989,-0.05739545449614525,0.3027724027633667,0.03732670471072197
off,0.2350364625453949,0.11362159997224808,0.25627145171165466,0.2788178026676178,0.1084834411740303,0.21772602200508118,0.11925335973501205,0.15762849152088165,0.2788178026676178,0.21010345220565796,0.20023372769355774,0.2773582935333252,0.11849353462457657,-0.017884694039821625,0.1783601939678192,0.12937544286251068
the,0.42745697498321533,0.24325428903102875,0.6662389636039734,0.5829201340675354,0.256483793258667,0.2837921977043152,0.30032846331596375,0.3246961534023285,0.5829201340675354,0.20450231432914734,0.733189046382904,1.0,0.30735138058662415,-0.01540423184633255,0.314039409160614,0.22068053483963013
island,0.1299295574426651,0.2951333820819855,0.24730545282363892,0.2505504786968231,0.11194471269845963,1.0000001192092896,0.3124959468841553,0.11536888033151627,0.2505504786968231,0.10928953438997269,0.24887794256210327,0.2837921977043152,0.21238264441490173,-0.009167729876935482,0.0772620216012001,0.0887429490685463
of,0.33290785551071167,0.23993153870105743,0.5696388483047485,0.5052502155303955,0.2122138887643814,0.24887794256210327,0.3564479947090149,0.30624058842658997,0.5052502155303955,0.21060217916965485,1.0,0.733189046382904,0.2548927664756775,-0.03817026689648628,0.2407451719045639,0.1826142966747284
mainau,0.14437690377235413,0.1624699980020523,0.25855037569999695,0.2276066392660141,0.3663351237773895,0.3124959468841553,1.0,0.14336338639259338,0.2276066392660141,0.1408315747976303,0.3564479947090149,0.30032846331596375,0.48716267943382263,0.08584126085042953,0.15208682417869568,0.18347427248954773
into,0.2180619090795517,0.1555050164461136,0.38021373748779297,0.3461161255836487,0.1981734037399292,0.11669919639825821,0.20863737165927887,0.20982466638088226,0.3461161255836487,0.21095962822437286,0.32255905866622925,0.39493247866630554,0.1991104632616043,0.00961404386907816,0.26189538836479187,0.15662476420402527
lake,0.17778855562210083,1.0000001192092896,0.260087251663208,0.20924630761146545,0.12599600851535797,0.2951333820819855,0.1624699980020523,0.11797729879617691,0.20924630761146545,0.13551469147205353,0.23993153870105743,0.24325428903102875,0.22246339917182922,0.020127112045884132,0.283983439207077,0.07226386666297913
überlingen,0.13348805904388428,0.17476817965507507,0.2970992922782898,0.19863979518413544,0.5862927436828613,0.12021753191947937,0.5860273241996765,0.07941248267889023,0.19863979518413544,0.10021821409463882,0.2500878572463989,0.22370602190494537,0.569394588470459,0.060643281787633896,0.04257151484489441,0.12143563479185104
.,0.3567904531955719,0.18603695929050446,0.5591574311256409,0.50484299659729,0.2407633364200592,0.2574456036090851,0.30294856429100037,0.2328810840845108,0.50484299659729,0.15836627781391144,0.5352458953857422,0.5934505462646484,0.2089352011680603,-0.003708066651597619,0.191733717918396,0.4130953550338745
