,what,is,europe,'s,largest,inland,port,?
although,0.24844598770141602,0.301360160112381,0.22419078648090363,0.06846998631954193,0.17580793797969818,0.22272004187107086,0.10578489303588867,0.15541206300258636
many,0.36131182312965393,0.2649032473564148,0.3837028741836548,0.01698932610452175,0.23644231259822845,0.2676360309123993,0.22084060311317444,0.2124512493610382
plants,0.25144460797309875,0.2423158437013626,0.2423650175333023,0.036515891551971436,0.19646592438220978,0.25421565771102905,0.14145994186401367,0.1473488062620163
and,0.31309178471565247,0.3859752118587494,0.3463572859764099,0.06895173341035843,0.24602696299552917,0.3125506639480591,0.21930254995822906,0.20544172823429108
factories,0.18422946333885193,0.20332540571689606,0.2553134560585022,0.027043230831623077,0.2842690050601959,0.2697451412677765,0.28722918033599854,0.13455291092395782
can,0.34502777457237244,0.44256699085235596,0.20873162150382996,-0.02075597457587719,0.18045809864997864,0.13122043013572693,0.13399653136730194,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.21410541236400604,0.025217169895768166,0.14467397332191467,0.21710506081581116,0.1378604620695114,0.3324260413646698
found,0.1796332150697708,0.3526395261287689,0.2209596484899521,0.005866709165275097,0.26142075657844543,0.2342052161693573,0.153181254863739,0.16790300607681274
along,0.22421957552433014,0.23571021854877472,0.18191732466220856,-0.05784126743674278,0.14241459965705872,0.2842874526977539,0.18385609984397888,0.17134909331798553
the,0.42745697498321533,0.5823672413825989,0.34463706612586975,-0.01540423184633255,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.3181407153606415,0.0778765007853508,0.1578357070684433,0.24103295803070068,0.15908418595790863,0.13754533231258392
up,0.28591108322143555,0.2853454053401947,0.16943387687206268,-0.08862818777561188,0.20254385471343994,0.1580423265695572,0.1270228773355484,0.1819818764925003
into,0.2180619090795517,0.2619607150554657,0.1373959183692932,0.00961404386907816,0.1507633775472641,0.24008716642856598,0.15450626611709595,0.15662476420402527
switzerland,0.10552600771188736,0.22848938405513763,0.3787481188774109,0.008307444863021374,0.16505053639411926,0.1466326117515564,0.1572282910346985,0.13347817957401276
",",0.3087472915649414,0.4691906273365021,0.2542513906955719,-0.0016132977325469255,0.26626327633857727,0.2774789035320282,0.26668232679367065,0.31091248989105225
it,0.45803478360176086,0.6328473687171936,0.2849960923194885,0.06608816236257553,0.30890756845474243,0.32057440280914307,0.2599998414516449,0.25732165575027466
is,0.28837618231773376,1.0,0.20961034297943115,0.02396530658006668,0.3413417339324951,0.17835117876529694,0.26270607113838196,0.22961433231830597
along,0.22421957552433014,0.23571021854877472,0.18191732466220856,-0.05784126743674278,0.14241459965705872,0.2842874526977539,0.18385609984397888,0.17134909331798553
the,0.42745697498321533,0.5823672413825989,0.34463706612586975,-0.01540423184633255,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.22068053483963013
lower,0.20079238712787628,0.20806168019771576,0.16701726615428925,0.08257514238357544,0.2062341570854187,0.2295655757188797,0.07644980400800705,0.08471795171499252
rhine,0.16475653648376465,0.15617261826992035,0.3181407153606415,0.0778765007853508,0.1578357070684433,0.24103295803070068,0.15908418595790863,0.13754533231258392
that,0.6297725439071655,0.3995479643344879,0.23799441754817963,0.04397977516055107,0.19412246346473694,0.22543661296367645,0.18153353035449982,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,0.34463706612586975,-0.01540423184633255,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.22068053483963013
bulk,0.19509074091911316,0.23638124763965607,0.1528369039297104,-0.014203517697751522,0.19397275149822235,0.21372449398040771,0.17986176908016205,0.14538165926933289
of,0.33290785551071167,0.4854315221309662,0.29299741983413696,-0.03817026689648628,0.36650770902633667,0.2589372992515564,0.19644224643707275,0.1826142966747284
them,0.4994642734527588,0.2390832006931305,0.25020480155944824,0.025712676346302032,0.13803088665008545,0.26333364844322205,0.1599101573228836,0.35435691475868225
are,0.29724663496017456,0.5330929756164551,0.22028589248657227,-0.008927806280553341,0.23992078006267548,0.19508755207061768,0.14696268737316132,0.24591213464736938
concentrated,0.20476274192333221,0.25344735383987427,0.2523496150970459,0.05134525150060654,0.21904203295707703,0.1999884992837906,0.1637393981218338,0.11501483619213104
",",0.3087472915649414,0.4691906273365021,0.2542513906955719,-0.0016132977325469255,0.26626327633857727,0.2774789035320282,0.26668232679367065,0.31091248989105225
as,0.31749409437179565,0.43216490745544434,0.23063963651657104,-0.05775856226682663,0.1819920688867569,0.23135359585285187,0.1979490965604782,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.34463706612586975,-0.01540423184633255,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.22068053483963013
river,0.13815869390964508,0.20670881867408752,0.13787978887557983,-0.03599277883768082,0.2491404414176941,0.4270264804363251,0.31388694047927856,0.15390869975090027
passes,0.21615341305732727,0.2950793206691742,0.11295472830533981,-0.03783649578690529,0.18176902830600739,0.1217317059636116,0.15845969319343567,0.09716983139514923
the,0.42745697498321533,0.5823672413825989,0.34463706612586975,-0.01540423184633255,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.22068053483963013
major,0.21026742458343506,0.19079607725143433,0.22002781927585602,-0.010959804058074951,0.3065648674964905,0.20974859595298767,0.2090679258108139,0.19788557291030884
cities,0.161918506026268,0.21770904958248138,0.2622022330760956,0.006531212944537401,0.2815219461917877,0.3449026048183441,0.3371402621269226,0.13339310884475708
of,0.33290785551071167,0.4854315221309662,0.29299741983413696,-0.03817026689648628,0.36650770902633667,0.2589372992515564,0.19644224643707275,0.1826142966747284
cologne,0.13229849934577942,0.1849222332239151,0.3267383873462677,0.0981438010931015,0.13780982792377472,0.13955393433570862,0.0826457142829895,0.12676802277565002
",",0.3087472915649414,0.4691906273365021,0.2542513906955719,-0.0016132977325469255,0.26626327633857727,0.2774789035320282,0.26668232679367065,0.31091248989105225
düsseldorf,0.13595208525657654,0.1893610805273056,0.33656322956085205,0.09811859577894211,0.20884357392787933,0.1816033273935318,0.15613701939582825,0.11610876768827438
and,0.31309178471565247,0.3859752118587494,0.3463572859764099,0.06895173341035843,0.24602696299552917,0.3125506639480591,0.21930254995822906,0.20544172823429108
duisburg,0.144659623503685,0.14250098168849945,0.24070139229297638,0.07845679670572281,0.19579917192459106,0.23503151535987854,0.21899282932281494,0.18542204797267914
