,what,river,separates,jacksonville,?
nassau,0.1576358526945114,0.1657046675682068,0.2113693505525589,0.3525480031967163,0.12663297355175018
county,0.16114220023155212,0.32946494221687317,0.11041050404310226,0.38414254784584045,0.07680056244134903
lies,0.23107554018497467,0.31298378109931946,0.31192412972450256,0.10443311184644699,0.14148172736167908
to,0.455847829580307,0.13636653125286102,0.23968058824539185,0.1994343250989914,0.29463258385658264
the,0.42745697498321533,0.2894456386566162,0.3609418272972107,0.2176690250635147,0.22068053483963013
north,0.18673177063465118,0.3617013692855835,0.3139346241950989,0.2838444411754608,0.11829731613397598
",",0.3087472915649414,0.26637205481529236,0.2734232246875763,0.2837527096271515,0.31091248989105225
baker,0.1443992257118225,0.13574890792369843,0.11684352904558182,0.28300562500953674,0.1649734377861023
county,0.16114220023155212,0.32946494221687317,0.11041050404310226,0.38414254784584045,0.07680056244134903
lies,0.23107554018497467,0.31298378109931946,0.31192412972450256,0.10443311184644699,0.14148172736167908
to,0.455847829580307,0.13636653125286102,0.23968058824539185,0.1994343250989914,0.29463258385658264
the,0.42745697498321533,0.2894456386566162,0.3609418272972107,0.2176690250635147,0.22068053483963013
west,0.1946573108434677,0.32508954405784607,0.3034174144268036,0.2466525435447693,0.12088293582201004
",",0.3087472915649414,0.26637205481529236,0.2734232246875763,0.2837527096271515,0.31091248989105225
and,0.31309178471565247,0.19898422062397003,0.31766200065612793,0.2603762745857239,0.20544172823429108
clay,0.14776110649108887,0.20368804037570953,0.13148143887519836,0.23248259723186493,0.1815129667520523
and,0.31309178471565247,0.19898422062397003,0.31766200065612793,0.2603762745857239,0.20544172823429108
st.,0.10219959169626236,0.13863743841648102,0.12156648933887482,0.1262202113866806,0.13592876493930817
johns,0.14186497032642365,0.28212618827819824,0.16296474635601044,0.325653076171875,0.20295952260494232
county,0.16114220023155212,0.32946494221687317,0.11041050404310226,0.38414254784584045,0.07680056244134903
lie,0.22219514846801758,0.13899695873260498,0.19504861533641815,0.1400650590658188,0.13703542947769165
to,0.455847829580307,0.13636653125286102,0.23968058824539185,0.1994343250989914,0.29463258385658264
the,0.42745697498321533,0.2894456386566162,0.3609418272972107,0.2176690250635147,0.22068053483963013
south,0.15388517081737518,0.3329494595527649,0.2783450186252594,0.24695053696632385,0.12336621433496475
;,0.10986888408660889,-0.002630949718877673,0.14614780247211456,0.021351194009184837,0.10349778085947037
the,0.42745697498321533,0.2894456386566162,0.3609418272972107,0.2176690250635147,0.22068053483963013
atlantic,0.16333554685115814,0.3266092836856842,0.2614800035953522,0.3390050530433655,0.15355663001537323
ocean,0.21858152747154236,0.3258497416973114,0.3111068308353424,0.2664591372013092,0.15205028653144836
lies,0.23107554018497467,0.31298378109931946,0.31192412972450256,0.10443311184644699,0.14148172736167908
to,0.455847829580307,0.13636653125286102,0.23968058824539185,0.1994343250989914,0.29463258385658264
the,0.42745697498321533,0.2894456386566162,0.3609418272972107,0.2176690250635147,0.22068053483963013
east,0.19840149581432343,0.36419621109962463,0.3524802327156067,0.21348166465759277,0.10070597380399704
",",0.3087472915649414,0.26637205481529236,0.2734232246875763,0.2837527096271515,0.31091248989105225
along,0.22421957552433014,0.2725449502468109,0.3635595142841339,0.24641117453575134,0.17134909331798553
with,0.2464839518070221,0.1749907284975052,0.2387033998966217,0.2283513844013214,0.2433311939239502
the,0.42745697498321533,0.2894456386566162,0.3609418272972107,0.2176690250635147,0.22068053483963013
jacksonville,0.14578714966773987,0.1921202689409256,0.13971467316150665,1.0000001192092896,0.1359667330980301
beaches,0.15222468972206116,0.3215300738811493,0.2749824523925781,0.29099225997924805,0.13028982281684875
.,0.3567904531955719,0.21443960070610046,0.22198770940303802,0.2843366861343384,0.4130953550338745
,what,river,separates,jacksonville,?
the,0.42745697498321533,0.2894456386566162,0.3609418272972107,0.2176690250635147,0.22068053483963013
st.,0.10219959169626236,0.13863743841648102,0.12156648933887482,0.1262202113866806,0.13592876493930817
johns,0.14186497032642365,0.28212618827819824,0.16296474635601044,0.325653076171875,0.20295952260494232
river,0.13815869390964508,0.9999999403953552,0.2603559195995331,0.1921202689409256,0.15390869975090027
divides,0.20584960281848907,0.28331097960472107,0.5443476438522339,0.09922811388969421,0.11238449811935425
the,0.42745697498321533,0.2894456386566162,0.3609418272972107,0.2176690250635147,0.22068053483963013
city,0.17493832111358643,0.3428632318973541,0.21320366859436035,0.3285287022590637,0.13423943519592285
.,0.3567904531955719,0.21443960070610046,0.22198770940303802,0.2843366861343384,0.4130953550338745
