,where,did,british,settlers,live,?
british,0.1694505214691162,0.2039594054222107,1.0,0.25023484230041504,0.09838253259658813,0.09711728990077972
settlers,0.19111381471157074,0.23855452239513397,0.25023484230041504,1.0,0.23239865899085999,0.1296290010213852
outnumbered,0.1929492950439453,0.31368589401245117,0.24704313278198242,0.3317531645298004,0.23991943895816803,0.16433721780776978
the,0.5003893971443176,0.34736719727516174,0.28973397612571716,0.27202945947647095,0.2995128035545349,0.22068053483963013
french,0.17587623000144958,0.1584041714668274,0.43574923276901245,0.22402764856815338,0.05504332110285759,0.1386883556842804
20,-0.050578512251377106,-0.11960799992084503,-0.12555567920207977,0.09465864300727844,-0.02779330685734749,0.11360422521829605
to,0.47735077142715454,0.4452643394470215,0.22690963745117188,0.323935329914093,0.298321396112442,0.29463258385658264
1,-0.12200809270143509,-0.2815930247306824,-0.14568975567817688,-0.10754835605621338,-0.06814530491828918,-0.249979168176651
with,0.4142743945121765,0.25472134351730347,0.1637800633907318,0.18452388048171997,0.19521716237068176,0.2433311939239502
a,0.40997210144996643,0.2552328109741211,0.1984395682811737,0.21025072038173676,0.21948647499084473,0.23916715383529663
population,0.1827353984117508,0.0652005523443222,0.13639649748802185,0.38162940740585327,0.27512872219085693,0.14449454843997955
of,0.38066378235816956,0.2513895630836487,0.23701532185077667,0.22850416600704193,0.27734068036079407,0.1826142966747284
about,0.3108544647693634,0.28723078966140747,0.13588587939739227,0.21263444423675537,0.3380143344402313,0.302409827709198
1.5,0.06703289598226547,0.003907196223735809,-0.07824794948101044,0.029624270275235176,0.05131247639656067,0.007378216367214918
million,0.16446907818317413,0.1815238744020462,0.16851991415023804,0.17796888947486877,0.2567354142665863,0.23092924058437347
ranged,0.15674105286598206,0.21475344896316528,0.14228194952011108,0.17107316851615906,0.16585975885391235,0.11487069725990295
along,0.3530636131763458,0.18832118809223175,0.17407596111297607,0.24187348783016205,0.14141708612442017,0.17134909331798553
the,0.5003893971443176,0.34736719727516174,0.28973397612571716,0.27202945947647095,0.2995128035545349,0.22068053483963013
eastern,0.26064732670783997,0.13009013235569,0.1847427636384964,0.25900763273239136,0.16296711564064026,0.20060817897319794
coast,0.253967821598053,0.14056022465229034,0.23003612458705902,0.3323802351951599,0.1338849812746048,0.15869849920272827
of,0.38066378235816956,0.2513895630836487,0.23701532185077667,0.22850416600704193,0.27734068036079407,0.1826142966747284
the,0.5003893971443176,0.34736719727516174,0.28973397612571716,0.27202945947647095,0.2995128035545349,0.22068053483963013
continent,0.2528049051761627,0.13197697699069977,0.2522932291030884,0.31358829140663147,0.13642820715904236,0.17592057585716248
",",0.3149496018886566,0.3015086054801941,0.25734075903892517,0.23535142838954926,0.29754534363746643,0.31091248989105225
from,0.3713873624801636,0.20248863101005554,0.21991202235221863,0.20406807959079742,0.19593046605587006,0.19969791173934937
nova,0.17086708545684814,0.1420508623123169,0.22182250022888184,0.2304743528366089,0.06713453680276871,0.11942808330059052
scotia,0.1755194365978241,0.18746371567249298,0.2812920808792114,0.2914792001247406,0.0781511440873146,0.10058031976222992
and,0.43859338760375977,0.34479495882987976,0.325880765914917,0.2655184268951416,0.29040172696113586,0.20544172823429108
newfoundland,0.15935932099819183,0.17598386108875275,0.3333395719528198,0.39689770340919495,0.14365744590759277,0.12898945808410645
in,0.5344807505607605,0.2593238651752472,0.23084034025669098,0.2311645746231079,0.3068392276763916,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.28973397612571716,0.27202945947647095,0.2995128035545349,0.22068053483963013
north,0.23586879670619965,0.16732536256313324,0.2482547163963318,0.2637721002101898,0.206266388297081,0.11829731613397598
",",0.3149496018886566,0.3015086054801941,0.25734075903892517,0.23535142838954926,0.29754534363746643,0.31091248989105225
to,0.47735077142715454,0.4452643394470215,0.22690963745117188,0.323935329914093,0.298321396112442,0.29463258385658264
georgia,0.1574542373418808,0.21038854122161865,0.16110754013061523,0.10683851689100266,0.15216152369976044,0.14345775544643402
in,0.5344807505607605,0.2593238651752472,0.23084034025669098,0.2311645746231079,0.3068392276763916,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.28973397612571716,0.27202945947647095,0.2995128035545349,0.22068053483963013
south,0.2539864182472229,0.1510593444108963,0.26024845242500305,0.26283884048461914,0.18497097492218018,0.12336621433496475
.,0.41390106081962585,0.35288307070732117,0.23159366846084595,0.21710044145584106,0.32964062690734863,0.4130953550338745
