,when,did,temur,rule,?
thus,0.40111956000328064,0.23622971773147583,0.1831052303314209,0.2617512047290802,0.18769288063049316
",",0.36674630641937256,0.3015086054801941,0.24545347690582275,0.24230371415615082,0.31091248989105225
zhenjin,0.2283475399017334,0.16349363327026367,0.5250713229179382,0.24130778014659882,0.21700429916381836
's,-0.03368149697780609,0.05069678649306297,0.01867738738656044,0.04595634341239929,-0.023395681753754616
third,0.23858320713043213,0.19128914177417755,0.16050279140472412,0.15752272307872772,0.15394791960716248
son,0.24222131073474884,0.22313499450683594,0.3136863112449646,0.22253090143203735,0.14735563099384308
",",0.36674630641937256,0.3015086054801941,0.24545347690582275,0.24230371415615082,0.31091248989105225
with,0.5075214505195618,0.25472134351730347,0.21485675871372223,0.16341769695281982,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,0.2950887978076935,0.29894936084747314,0.22068053483963013
support,0.19993360340595245,0.2911772131919861,0.1294182986021042,0.21395111083984375,0.22626608610153198
of,0.3757161796092987,0.2513895630836487,0.2597799301147461,0.25175079703330994,0.1826142966747284
his,0.37120407819747925,0.3546801507472992,0.27576592564582825,0.2544465661048889,0.18075084686279297
mother,0.3469548225402832,0.236347496509552,0.20479829609394073,0.13986310362815857,0.15180644392967224
kökejin,0.3182838261127472,0.20177271962165833,0.5898886322975159,0.2816297709941864,0.28379276394844055
and,0.4716290831565857,0.34479495882987976,0.24190698564052582,0.22522340714931488,0.20544172823429108
the,0.5091903209686279,0.34736719727516174,0.2950887978076935,0.29894936084747314,0.22068053483963013
minister,0.14265094697475433,0.16385287046432495,0.14875498414039612,0.19598177075386047,0.10825661569833755
bayan,0.09451501071453094,0.10109221190214157,0.4064265787601471,0.12203283607959747,0.15719439089298248
",",0.36674630641937256,0.3015086054801941,0.24545347690582275,0.24230371415615082,0.31091248989105225
succeeded,0.24497203528881073,0.22779136896133423,0.2549959719181061,0.25696855783462524,0.12414717674255371
the,0.5091903209686279,0.34736719727516174,0.2950887978076935,0.29894936084747314,0.22068053483963013
throne,0.19116877019405365,0.16482007503509521,0.328471839427948,0.28930914402008057,0.17206846177577972
and,0.4716290831565857,0.34479495882987976,0.24190698564052582,0.22522340714931488,0.20544172823429108
ruled,0.2296513020992279,0.28686225414276123,0.2625814378261566,0.5672529339790344,0.19970785081386566
as,0.4437963366508484,0.3596470057964325,0.14079809188842773,0.2750559151172638,0.27043893933296204
temür,0.28122594952583313,0.27707138657569885,0.6543241739273071,0.1646115779876709,0.17946790158748627
khan,0.16355718672275543,0.155345618724823,0.4582233130931854,0.2500741481781006,0.12862591445446014
",",0.36674630641937256,0.3015086054801941,0.24545347690582275,0.24230371415615082,0.31091248989105225
or,0.417120099067688,0.28211739659309387,0.17656002938747406,0.18284539878368378,0.32389625906944275
emperor,0.18443609774112701,0.13150596618652344,0.37377452850341797,0.28099969029426575,0.19661661982536316
chengzong,0.2609182298183441,0.17417936027050018,0.5274215936660767,0.29094740748405457,0.2703564465045929
",",0.36674630641937256,0.3015086054801941,0.24545347690582275,0.24230371415615082,0.31091248989105225
from,0.405669629573822,0.20248863101005554,0.17681562900543213,0.17678074538707733,0.19969791173934937
1294,0.2203310877084732,0.07598394900560379,0.09074525535106659,-0.0015911824302747846,0.050814855843782425
to,0.5423505902290344,0.4452643394470215,0.1902887374162674,0.2587790787220001,0.29463258385658264
1307,0.1059759333729744,-0.015904754400253296,0.027323681861162186,-0.03618316724896431,0.07925113290548325
.,0.475719153881073,0.35288307070732117,0.24080398678779602,0.2436654418706894,0.4130953550338745
