,what,is,another,word,for,centripetal,force,?
this,0.5489566326141357,0.480927973985672,0.5523360371589661,0.32559508085250854,0.5082864165306091,0.3866638243198395,0.2764977812767029,0.3155723512172699
yields,0.16749948263168335,0.2278936207294464,0.21363647282123566,0.2046087086200714,0.24777251482009888,0.32372793555259705,0.22437268495559692,0.20131081342697144
both,0.3361809551715851,0.31409940123558044,0.38476309180259705,0.1912456899881363,0.3887220323085785,0.26169338822364807,0.2151227593421936,0.19455738365650177
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,0.35462766885757446,0.2800885736942291,0.22068053483963013
tangential,0.28561630845069885,0.25910675525665283,0.28253844380378723,0.18527071177959442,0.21227483451366425,0.43137937784194946,0.24257424473762512,0.21646267175674438
force,0.16915984451770782,0.22036980092525482,0.22662337124347687,0.12029939144849777,0.15857845544815063,0.4636375606060028,1.0000001192092896,0.1650998443365097
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.23790684342384338,0.22091743350028992,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.5561438798904419,0.3399123549461365,0.44095608592033386,0.41709473729133606,0.22571609914302826,0.25814583897590637
accelerates,0.2586190104484558,0.2167293131351471,0.21405179798603058,0.10356241464614868,0.18891578912734985,0.5435137748718262,0.4056399166584015,0.13790977001190186
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,0.35462766885757446,0.2800885736942291,0.22068053483963013
object,0.25733083486557007,0.30146875977516174,0.32970431447029114,0.2881856858730316,0.23012496531009674,0.46063539385795593,0.32587239146232605,0.19573666155338287
by,0.2455483376979828,0.3899846076965332,0.36873918771743774,0.10335100442171097,0.3248702883720398,0.1987251341342926,0.24997374415397644,0.17966607213020325
either,0.3851809501647949,0.3086068034172058,0.41866961121559143,0.2651640474796295,0.3058042526245117,0.31568288803100586,0.12628859281539917,0.31498292088508606
slowing,0.32273513078689575,0.20153068006038666,0.34521281719207764,0.2181975394487381,0.31260430812835693,0.5006047487258911,0.35896143317222595,0.1642092615365982
it,0.45803478360176086,0.6328473687171936,0.42453905940055847,0.27098557353019714,0.32171204686164856,0.33251065015792847,0.22565218806266785,0.25732165575027466
down,0.26226112246513367,0.16725905239582062,0.2716261148452759,0.15585316717624664,0.22538931667804718,0.30169397592544556,0.20784908533096313,0.13836295902729034
or,0.33867141604423523,0.41870999336242676,0.4401204288005829,0.39034852385520935,0.4111599624156952,0.3706200122833252,0.18476234376430511,0.32389625906944275
speeding,0.2987384498119354,0.2039780169725418,0.22660717368125916,0.17740929126739502,0.3129788339138031,0.3636132478713989,0.23636728525161743,0.27124330401420593
it,0.45803478360176086,0.6328473687171936,0.42453905940055847,0.27098557353019714,0.32171204686164856,0.33251065015792847,0.22565218806266785,0.25732165575027466
up,0.28591108322143555,0.2853454053401947,0.30968350172042847,0.16218139231204987,0.342966228723526,0.2891254127025604,0.17141667008399963,0.1819818764925003
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.23790684342384338,0.22091743350028992,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.20273149013519287,0.5064792633056641,0.34416311979293823,0.24372100830078125,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,0.35462766885757446,0.2800885736942291,0.22068053483963013
radial,0.20605061948299408,0.1485927700996399,0.17381520569324493,0.17504844069480896,0.1148662194609642,0.4722939133644104,0.15625914931297302,0.1197361871600151
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.19737806916236877,0.3357032239437103,0.22300651669502258,0.17529799044132233,0.40561532974243164
centripetal,0.2808138430118561,0.3445742428302765,0.3159171938896179,0.2249167263507843,0.2526925206184387,1.0,0.4636375606060028,0.16282214224338531
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.18387003242969513,0.3639558255672455,0.22644269466400146,0.19671578705310822,0.42300865054130554
force,0.16915984451770782,0.22036980092525482,0.22662337124347687,0.12029939144849777,0.15857845544815063,0.4636375606060028,1.0000001192092896,0.1650998443365097
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.23790684342384338,0.22091743350028992,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.5561438798904419,0.3399123549461365,0.44095608592033386,0.41709473729133606,0.22571609914302826,0.25814583897590637
changes,0.2740466892719269,0.23356598615646362,0.27467942237854004,0.1932734251022339,0.25747987627983093,0.3015662133693695,0.180230513215065,0.21264225244522095
its,0.30393704771995544,0.4447362422943115,0.3607913851737976,0.2556169927120209,0.2992613911628723,0.37132561206817627,0.2075270563364029,0.15103481709957123
direction,0.25776705145835876,0.2159055918455124,0.2545112371444702,0.1732969731092453,0.2664225995540619,0.4352365732192993,0.28222864866256714,0.10739318281412125
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.13155406713485718,0.4726039469242096,0.2798515856266022,0.2783275842666626,0.4130953550338745
