,which,british,monarch,appears,above,the,frame,around,the,arches,and,entrance,?
prince,0.15987098217010498,0.12986913323402405,0.3538006544113159,0.11507931351661682,0.10760102421045303,0.24284426867961884,0.10467608273029327,0.12315823882818222,0.24284426867961884,0.17435607314109802,0.2184920310974121,0.12706822156906128,0.15431542694568634
albert,0.1444896012544632,0.15030498802661896,0.21484538912773132,0.049153394997119904,0.09774915874004364,0.17599669098854065,0.11381405591964722,0.12341799587011337,0.17599669098854065,0.15278136730194092,0.23445942997932434,0.10822673887014389,0.15350762009620667
appears,0.29425927996635437,0.10327953100204468,0.13073663413524628,1.0,0.2148338109254837,0.3605367839336395,0.1613544225692749,0.2448582947254181,0.3605367839336395,0.2902279496192932,0.24003387987613678,0.15924739837646484,0.22075983881950378
within,0.43539655208587646,0.11597860604524612,0.21108275651931763,0.14829109609127045,0.23203976452350616,0.39827480912208557,0.23059804737567902,0.39494290947914124,0.39827480912208557,0.20928141474723816,0.35049548745155334,0.17245091497898102,0.1870293766260147
the,0.6521818041801453,0.28973397612571716,0.294361412525177,0.3605367839336395,0.33988961577415466,1.0,0.1209321841597557,0.40085816383361816,1.0,0.32370784878730774,0.5171257257461548,0.31372344493865967,0.22068053483963013
main,0.37042954564094543,0.13376963138580322,0.05264735594391823,0.17203356325626373,0.20290391147136688,0.38631999492645264,0.21303227543830872,0.20125088095664978,0.38631999492645264,0.16999343037605286,0.29831406474113464,0.23408080637454987,0.1665669083595276
arch,0.26326343417167664,0.09077920764684677,0.30432936549186707,0.1672593206167221,0.19855619966983795,0.26320189237594604,0.27063223719596863,0.12268821150064468,0.26320189237594604,0.6844494342803955,0.2051219940185547,0.36923497915267944,0.12708529829978943
above,0.29614752531051636,0.10186371207237244,0.13973528146743774,0.2148338109254837,1.0,0.33988961577415466,0.24084988236427307,0.30128180980682373,0.33988961577415466,0.3280772268772125,0.2363634556531906,0.19681398570537567,0.2521739900112152
the,0.6521818041801453,0.28973397612571716,0.294361412525177,0.3605367839336395,0.33988961577415466,1.0,0.1209321841597557,0.40085816383361816,1.0,0.32370784878730774,0.5171257257461548,0.31372344493865967,0.22068053483963013
twin,0.2104092240333557,0.06958481669425964,0.1451210230588913,0.13052649796009064,0.11863475292921066,0.15579135715961456,0.11004020273685455,0.14241717755794525,0.15579135715961456,0.18196368217468262,0.2663886547088623,0.1149597242474556,0.12249694019556046
entrances,0.3239317238330841,0.11439954489469528,0.12389320135116577,0.18470653891563416,0.1926524043083191,0.29704830050468445,0.18820703029632568,0.22651682794094086,0.29704830050468445,0.3905632793903351,0.28792881965637207,0.8519443273544312,0.10733003914356232
",",0.3658004403114319,0.25734075903892517,0.16403017938137054,0.27400943636894226,0.2902800738811493,0.4933079481124878,0.15437807142734528,0.3298884332180023,0.4933079481124878,0.22068120539188385,0.6633074283599854,0.14223605394363403,0.31091248989105225
queen,0.23960715532302856,0.23263192176818848,0.4496838450431824,0.12595410645008087,0.1309528797864914,0.24681736528873444,0.03987914323806763,0.11389118432998657,0.24681736528873444,0.17185664176940918,0.24302659928798676,0.19976085424423218,0.17460165917873383
victoria,0.17652179300785065,0.28028810024261475,0.26776665449142456,0.07978623360395432,0.1312776803970337,0.2204313427209854,0.133317768573761,0.1346043348312378,0.2204313427209854,0.206603541970253,0.24507255852222443,0.2001611590385437,0.12246892601251602
above,0.29614752531051636,0.10186371207237244,0.13973528146743774,0.2148338109254837,1.0,0.33988961577415466,0.24084988236427307,0.30128180980682373,0.33988961577415466,0.3280772268772125,0.2363634556531906,0.19681398570537567,0.2521739900112152
the,0.6521818041801453,0.28973397612571716,0.294361412525177,0.3605367839336395,0.33988961577415466,1.0,0.1209321841597557,0.40085816383361816,1.0,0.32370784878730774,0.5171257257461548,0.31372344493865967,0.22068053483963013
frame,0.20236261188983917,0.11760847270488739,0.13259708881378174,0.1613544225692749,0.24084988236427307,0.1209321841597557,1.0000001192092896,0.2078724056482315,0.1209321841597557,0.2879312038421631,0.20931656658649445,0.15469536185264587,0.16998548805713654
