,in,what,area,is,it,common,for,spiritual,mentorship,to,be,extremely,high,?
in,1.0,0.30808621644973755,0.33632898330688477,0.5394441485404968,0.5130809545516968,0.23149342834949493,0.4322226941585541,0.1903325319290161,0.2141905128955841,0.45010748505592346,0.3481820821762085,0.26208269596099854,0.2652597725391388,0.20430970191955566
hinduism,0.17516174912452698,0.24855244159698486,0.1307070106267929,0.22179758548736572,0.22213028371334076,0.18964101374149323,0.21395888924598694,0.513893187046051,0.23213867843151093,0.24430298805236816,0.19754543900489807,0.16043564677238464,0.08580990880727768,0.20113490521907806
the,0.6662389636039734,0.42745697498321533,0.37834644317626953,0.5823672413825989,0.6251175999641418,0.2705984115600586,0.4739971458911896,0.2149372547864914,0.24017667770385742,0.535392165184021,0.4248143136501312,0.28996992111206055,0.28034812211990356,0.22068053483963013
spiritual,0.1903325319290161,0.2431802898645401,0.11835930496454239,0.1757679283618927,0.1510281264781952,0.14830952882766724,0.19519944489002228,1.0,0.3217136859893799,0.24096204340457916,0.217450812458992,0.17463240027427673,0.11829879879951477,0.1801415979862213
teacher,0.22632350027561188,0.20492632687091827,0.10002005100250244,0.2001669555902481,0.18879914283752441,0.11169279366731644,0.23373261094093323,0.36543601751327515,0.3486343324184418,0.1991342306137085,0.1891087293624878,0.18832267820835114,0.22143912315368652,0.1797819435596466
is,0.5394441485404968,0.28837618231773376,0.29283958673477173,1.0,0.6328473687171936,0.2952355444431305,0.43268078565597534,0.1757679283618927,0.1776241511106491,0.42745086550712585,0.4819129705429077,0.3267810046672821,0.2383800595998764,0.22961433231830597
known,0.32641831040382385,0.20381177961826324,0.17146120965480804,0.41921812295913696,0.2640952467918396,0.27176183462142944,0.363901823759079,0.2216203510761261,0.11857421696186066,0.14337651431560516,0.15196610987186432,0.262143611907959,0.15818224847316742,0.18314571678638458
as,0.3887844979763031,0.31749409437179565,0.2407972663640976,0.43216490745544434,0.4461488723754883,0.2140667736530304,0.44774648547172546,0.21052664518356323,0.30788087844848633,0.42092081904411316,0.5230465531349182,0.349671334028244,0.23253053426742554,0.27043893933296204
a,0.539380669593811,0.3320399522781372,0.2782127559185028,0.658733606338501,0.5452592968940735,0.29638534784317017,0.44038116931915283,0.2160448133945465,0.277292937040329,0.45503583550453186,0.39883795380592346,0.3637830913066864,0.22865821421146393,0.23916715383529663
guru,0.1448073834180832,0.20961421728134155,0.10239782184362411,0.18819421529769897,0.1648630052804947,0.08888089656829834,0.19731305539608002,0.5178609490394592,0.21699640154838562,0.1919032782316208,0.2097175270318985,0.13862749934196472,0.10795678198337555,0.16716228425502777
",",0.5201468467712402,0.3087472915649414,0.2664283812046051,0.4691906273365021,0.48329564929008484,0.2497023195028305,0.4464869201183319,0.2115405946969986,0.2504138946533203,0.44245919585227966,0.39254459738731384,0.25114306807518005,0.27938312292099,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.3044000566005707,0.3859752118587494,0.40957894921302795,0.229714497923851,0.5064792633056641,0.2498117983341217,0.21960985660552979,0.48971283435821533,0.41766801476478577,0.3321191668510437,0.2911888659000397,0.20544172823429108
",",0.5201468467712402,0.3087472915649414,0.2664283812046051,0.4691906273365021,0.48329564929008484,0.2497023195028305,0.4464869201183319,0.2115405946969986,0.2504138946533203,0.44245919585227966,0.39254459738731384,0.25114306807518005,0.27938312292099,0.31091248989105225
in,1.0,0.30808621644973755,0.33632898330688477,0.5394441485404968,0.5130809545516968,0.23149342834949493,0.4322226941585541,0.1903325319290161,0.2141905128955841,0.45010748505592346,0.3481820821762085,0.26208269596099854,0.2652597725391388,0.20430970191955566
many,0.41474202275276184,0.36131182312965393,0.2414858043193817,0.2649032473564148,0.39615920186042786,0.3503221273422241,0.40972793102264404,0.23598726093769073,0.24304547905921936,0.40243685245513916,0.3961109519004822,0.4050309956073761,0.27441489696502686,0.2124512493610382
traditions,0.251825749874115,0.253129243850708,0.15799899399280548,0.2456929087638855,0.23987971246242523,0.24247904121875763,0.2183205485343933,0.4124178886413574,0.23290902376174927,0.24796780943870544,0.24309542775154114,0.14954088628292084,0.092476025223732,0.18007412552833557
of,0.5696388483047485,0.33290785551071167,0.3409860134124756,0.4854315221309662,0.38761502504348755,0.2949881851673126,0.4185989499092102,0.3108343183994293,0.2184096872806549,0.41548454761505127,0.33904364705085754,0.2816111445426941,0.2803038954734802,0.1826142966747284
hinduism,0.17516174912452698,0.24855244159698486,0.1307070106267929,0.22179758548736572,0.22213028371334076,0.18964101374149323,0.21395888924598694,0.513893187046051,0.23213867843151093,0.24430298805236816,0.19754543900489807,0.16043564677238464,0.08580990880727768,0.20113490521907806
-,0.2593633532524109,0.13380742073059082,0.14876410365104675,0.30179503560066223,0.27146875858306885,0.15971344709396362,0.28420013189315796,0.09073083102703094,0.13983000814914703,0.24889779090881348,0.17081406712532043,0.1856444776058197,0.18772533535957336,0.3336010277271271
especially,0.3526567816734314,0.3590192496776581,0.21641384065151215,0.32683345675468445,0.3746242821216583,0.40245702862739563,0.42758095264434814,0.19770634174346924,0.2204928696155548,0.37744608521461487,0.36800456047058105,0.517789900302887,0.25695571303367615,0.19751401245594025
those,0.3419301211833954,0.44466671347618103,0.19870881736278534,0.2352088838815689,0.36262863874435425,0.3093981444835663,0.3446582555770874,0.2515328824520111,0.37429893016815186,0.47350940108299255,0.4287525415420532,0.32279640436172485,0.19368380308151245,0.3328189253807068
common,0.23149342834949493,0.19989867508411407,0.16445249319076538,0.2952355444431305,0.253363698720932,0.9999998807907104,0.25494384765625,0.14830952882766724,0.08384296298027039,0.21109338104724884,0.2283303439617157,0.23180989921092987,0.20265968143939972,0.20434872806072235
in,1.0,0.30808621644973755,0.33632898330688477,0.5394441485404968,0.5130809545516968,0.23149342834949493,0.4322226941585541,0.1903325319290161,0.2141905128955841,0.45010748505592346,0.3481820821762085,0.26208269596099854,0.2652597725391388,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.37834644317626953,0.5823672413825989,0.6251175999641418,0.2705984115600586,0.4739971458911896,0.2149372547864914,0.24017667770385742,0.535392165184021,0.4248143136501312,0.28996992111206055,0.28034812211990356,0.22068053483963013
west,0.34078434109687805,0.1946573108434677,0.3297291398048401,0.25201764702796936,0.2561044991016388,0.10012085735797882,0.17698325216770172,0.14364950358867645,0.14244262874126434,0.24611181020736694,0.14809253811836243,0.09730122983455658,0.18777328729629517,0.12088293582201004
-,0.2593633532524109,0.13380742073059082,0.14876410365104675,0.30179503560066223,0.27146875858306885,0.15971344709396362,0.28420013189315796,0.09073083102703094,0.13983000814914703,0.24889779090881348,0.17081406712532043,0.1856444776058197,0.18772533535957336,0.3336010277271271
the,0.6662389636039734,0.42745697498321533,0.37834644317626953,0.5823672413825989,0.6251175999641418,0.2705984115600586,0.4739971458911896,0.2149372547864914,0.24017667770385742,0.535392165184021,0.4248143136501312,0.28996992111206055,0.28034812211990356,0.22068053483963013
emphasis,0.2321949303150177,0.2812975347042084,0.15111422538757324,0.18040892481803894,0.19275014102458954,0.24461247026920319,0.28968802094459534,0.30415070056915283,0.3372918665409088,0.22717075049877167,0.23424914479255676,0.20058664679527283,0.11854536831378937,0.2750280499458313
