,whose,occupation,of,kuwait,did,the,us,military,personal,seek,to,put,an,end,to,?
another,0.3838551640510559,0.18629352748394012,0.38147079944610596,0.13866692781448364,0.29175329208374023,0.5019711852073669,0.19319559633731842,0.15610043704509735,0.2805713415145874,0.2584693729877472,0.48769932985305786,0.3969210386276245,0.47266486287117004,0.23441718518733978,0.48769932985305786,0.295511931180954
factor,0.242932990193367,0.16211667656898499,0.2744791805744171,0.12219896912574768,0.13403144478797913,0.2859867215156555,0.16805531084537506,0.11508841812610626,0.12362130731344223,0.17078611254692078,0.23708900809288025,0.15331588685512543,0.1383458375930786,0.1411493420600891,0.23708900809288025,0.2154984176158905
in,0.23496666550636292,0.1896161586046219,0.5696388483047485,0.22451241314411163,0.2593238651752472,0.6662389636039734,0.19746538996696472,0.2402431070804596,0.17110532522201538,0.1813114583492279,0.45010748505592346,0.26728662848472595,0.2605783939361572,0.28539085388183594,0.45010748505592346,0.20430970191955566
the,0.38253846764564514,0.23079249262809753,0.733189046382904,0.21079742908477783,0.34736719727516174,1.0,0.25727739930152893,0.2290858030319214,0.19990217685699463,0.24523614346981049,0.535392165184021,0.34150463342666626,0.4207492768764496,0.39658910036087036,0.535392165184021,0.22068053483963013
early,0.19388730823993683,0.1733345240354538,0.30937549471855164,0.11126817762851715,0.32047218084335327,0.34442198276519775,0.13276609778404236,0.23858603835105896,0.285792738199234,0.10799656808376312,0.24557004868984222,0.24717646837234497,0.21947315335273743,0.30789390206336975,0.24557004868984222,0.15272949635982513
1990s,0.004707771353423595,-0.019058244302868843,-0.1590232104063034,0.06064782291650772,0.1284751147031784,-0.09473290294408798,0.11149060726165771,0.22496497631072998,0.10189709067344666,0.08449532836675644,0.0236239992082119,0.018699925392866135,0.01927143707871437,-0.043330904096364975,0.0236239992082119,0.11282819509506226
that,0.3740115463733673,0.1406080722808838,0.41498205065727234,0.20370885729789734,0.47518548369407654,0.5473989248275757,0.282404363155365,0.19748787581920624,0.30729931592941284,0.31273263692855835,0.5436353087425232,0.4161929190158844,0.365763783454895,0.3221861720085144,0.5436353087425232,0.32716336846351624
worked,0.1317349672317505,0.287249892950058,0.2398757040500641,0.143987238407135,0.3377852141857147,0.22615844011306763,0.1355850249528885,0.13122056424617767,0.15278464555740356,0.13796399533748627,0.22250263392925262,0.2858355939388275,0.1962650716304779,0.12643945217132568,0.22250263392925262,0.0901828184723854
to,0.320825457572937,0.1859113872051239,0.41548454761505127,0.198533833026886,0.4452643394470215,0.535392165184021,0.2928973436355591,0.2282337248325348,0.2410377562046051,0.39650240540504456,1.0,0.36244112253189087,0.3138085603713989,0.3229445815086365,1.0,0.29463258385658264
radicalize,0.26415887475013733,0.11901461333036423,0.22986970841884613,0.15798552334308624,0.2591005265712738,0.20634840428829193,0.15781345963478088,0.16322998702526093,0.20434805750846863,0.26893192529678345,0.33901068568229675,0.22849324345588684,0.2670813500881195,0.15361978113651276,0.33901068568229675,0.23920494318008423
the,0.38253846764564514,0.23079249262809753,0.733189046382904,0.21079742908477783,0.34736719727516174,1.0,0.25727739930152893,0.2290858030319214,0.19990217685699463,0.24523614346981049,0.535392165184021,0.34150463342666626,0.4207492768764496,0.39658910036087036,0.535392165184021,0.22068053483963013
islamist,0.17395851016044617,0.1890581250190735,0.19512814283370972,0.4956900179386139,0.18690630793571472,0.2459319531917572,0.17518363893032074,0.3472330570220947,0.1271657645702362,0.19546039402484894,0.1878976970911026,0.17183572053909302,0.18856002390384674,0.15512722730636597,0.1878976970911026,0.14697067439556122
movement,0.21135391294956207,0.17781947553157806,0.2662941515445709,0.17314781248569489,0.12124674767255783,0.339571475982666,0.13842971622943878,0.14444512128829956,0.127121701836586,0.21475952863693237,0.2780168950557709,0.15528616309165955,0.2055855393409729,0.1586606204509735,0.2780168950557709,0.1423349231481552
was,0.2162860482931137,0.2635958790779114,0.4069072902202606,0.20116688311100006,0.41399896144866943,0.48711544275283813,0.19898231327533722,0.24704936146736145,0.1733088493347168,0.10991603136062622,0.3636345863342285,0.24684612452983856,0.3694365322589874,0.19220198690891266,0.3636345863342285,0.18412111699581146
the,0.38253846764564514,0.23079249262809753,0.733189046382904,0.21079742908477783,0.34736719727516174,1.0,0.25727739930152893,0.2290858030319214,0.19990217685699463,0.24523614346981049,0.535392165184021,0.34150463342666626,0.4207492768764496,0.39658910036087036,0.535392165184021,0.22068053483963013
gulf,0.01568797044456005,0.11209597438573837,0.21642953157424927,0.39911895990371704,0.11704359948635101,0.29029619693756104,0.18503791093826294,0.2072177678346634,0.09504825621843338,0.07876362651586533,0.1890619695186615,0.13405467569828033,0.17434026300907135,0.1867046058177948,0.1890619695186615,0.12622930109500885
war,0.11892953515052795,0.2935369312763214,0.31680163741111755,0.2543276250362396,0.27422013878822327,0.366199791431427,0.24439692497253418,0.46499648690223694,0.1469344049692154,0.17017832398414612,0.2610234022140503,0.20108385384082794,0.15861496329307556,0.3102572560310364,0.2610234022140503,0.15510529279708862
",",0.25601375102996826,0.28664809465408325,0.4946078956127167,0.25511452555656433,0.3015086054801941,0.4933079481124878,0.3120202422142029,0.2611614465713501,0.23627051711082458,0.2198648303747177,0.44245919585227966,0.28264448046684265,0.3581022024154663,0.25448864698410034,0.44245919585227966,0.31091248989105225
which,0.37205496430397034,0.1374589055776596,0.5011631846427917,0.22051279246807098,0.2750149369239807,0.6521818041801453,0.24368898570537567,0.18082310259342194,0.23637352883815765,0.23752686381340027,0.5345056653022766,0.33595386147499084,0.3611921966075897,0.31110426783561707,0.5345056653022766,0.25814583897590637
brought,0.20972461998462677,0.20730997622013092,0.3339962065219879,0.1278504580259323,0.3238873779773712,0.32700833678245544,0.1251346617937088,0.22237493097782135,0.20079085230827332,0.21182778477668762,0.35361579060554504,0.4602990746498108,0.17566871643066406,0.19737103581428528,0.35361579060554504,0.2339296191930771
several,0.28807663917541504,0.16582618653774261,0.3271615505218506,0.18652741611003876,0.24080568552017212,0.40559855103492737,0.11403710395097733,0.23351696133613586,0.21802231669425964,0.207462877035141,0.36196985840797424,0.25738251209259033,0.21064363420009613,0.1807670295238495,0.36196985840797424,0.15595775842666626
hundred,0.2498164027929306,0.1937454789876938,0.3473483920097351,0.16627217829227448,0.16026455163955688,0.3325488865375519,0.18336161971092224,0.18163222074508667,0.11298739910125732,0.11979032307863235,0.2489847093820572,0.2172844558954239,0.10603086650371552,0.16844075918197632,0.2489847093820572,0.17378053069114685
thousand,0.22213439643383026,0.12108312547206879,0.254867285490036,0.1564577966928482,0.13012854754924774,0.25864744186401367,0.18662197887897491,0.1613369733095169,0.13781626522541046,0.15624549984931946,0.2559698224067688,0.20439766347408295,0.1390782743692398,0.1692628562450409,0.2559698224067688,0.15439848601818085
us,0.06091960519552231,0.1276451200246811,0.23568789660930634,0.26725146174430847,0.23250600695610046,0.25727739930152893,1.0000001192092896,0.19390054047107697,0.17201447486877441,0.16249798238277435,0.2928973436355591,0.2659408450126648,0.1722210943698883,0.17528726160526276,0.2928973436355591,0.2742428481578827
and,0.3339773118495941,0.3541368842124939,0.5116966962814331,0.28777843713760376,0.34479495882987976,0.5171257257461548,0.25715014338493347,0.2530125379562378,0.26224902272224426,0.2554384469985962,0.48971283435821533,0.3297767639160156,0.2838519215583801,0.24708716571331024,0.48971283435821533,0.20544172823429108
allied,0.15867970883846283,0.23101067543029785,0.2840718626976013,0.3275456726551056,0.2220751941204071,0.3092154562473297,0.18066571652889252,0.41745465993881226,0.14303438365459442,0.22055533528327942,0.24804295599460602,0.18075449764728546,0.10868778079748154,0.2503368854522705,0.24804295599460602,0.1341097056865692
non-muslim,0.2613520622253418,0.19747138023376465,0.2898859679698944,0.3670233488082886,0.25101664662361145,0.29985666275024414,0.18568845093250275,0.19267039000988007,0.2644030451774597,0.2318839281797409,0.28469035029411316,0.16997383534908295,0.22868087887763977,0.15150333940982819,0.28469035029411316,0.2643807530403137
military,0.22674660384655,0.226227805018425,0.27347031235694885,0.2847903370857239,0.17979979515075684,0.2290858030319214,0.19390054047107697,0.9999998807907104,0.2532225251197815,0.11941155791282654,0.2282337248325348,0.2334045022726059,0.16605477035045624,0.1869429051876068,0.2282337248325348,0.1890317052602768
personnel,0.1953728199005127,0.23627381026744843,0.24155113101005554,0.24189335107803345,0.14969764649868011,0.2523265480995178,0.18158547580242157,0.5123751163482666,0.2711937725543976,0.18510885536670685,0.17884930968284607,0.13290710747241974,0.16150380671024323,0.23007166385650635,0.17884930968284607,0.14028915762901306
to,0.320825457572937,0.1859113872051239,0.41548454761505127,0.198533833026886,0.4452643394470215,0.535392165184021,0.2928973436355591,0.2282337248325348,0.2410377562046051,0.39650240540504456,1.0,0.36244112253189087,0.3138085603713989,0.3229445815086365,1.0,0.29463258385658264
saudi,0.1206451877951622,0.171305313706398,0.26511111855506897,0.6624017953872681,0.12426625192165375,0.23420350253582,0.19484199583530426,0.2445853352546692,0.14570562541484833,0.11408518999814987,0.21921516954898834,0.1394823044538498,0.15232430398464203,0.11389532685279846,0.21921516954898834,0.1627861112356186
arabian,0.19584065675735474,0.09999248385429382,0.2580060660839081,0.44045281410217285,0.0847514420747757,0.2784736454486847,0.11699241399765015,0.17517194151878357,0.04921092838048935,0.06627999246120453,0.20027992129325867,0.13209886848926544,0.19480203092098236,0.1429864913225174,0.20027992129325867,0.09656751155853271
soil,0.07827166467905045,0.1844714879989624,0.24573488533496857,0.18366532027721405,0.13086344301700592,0.28965309262275696,0.20554867386817932,0.13502800464630127,0.09249897301197052,0.24698171019554138,0.2111998051404953,0.18972401320934296,0.11097482591867447,0.06712383031845093,0.2111998051404953,0.13098852336406708
to,0.320825457572937,0.1859113872051239,0.41548454761505127,0.198533833026886,0.4452643394470215,0.535392165184021,0.2928973436355591,0.2282337248325348,0.2410377562046051,0.39650240540504456,1.0,0.36244112253189087,0.3138085603713989,0.3229445815086365,1.0,0.29463258385658264
put,0.14057433605194092,0.16286592185497284,0.3247257471084595,0.1681213080883026,0.32128840684890747,0.34150463342666626,0.2659408450126648,0.2334045022726059,0.2921251654624939,0.22509723901748657,0.36244112253189087,1.0,0.22170038521289825,0.26003679633140564,0.36244112253189087,0.2993032932281494
an,0.3151819109916687,0.2271277904510498,0.32280945777893066,0.16619807481765747,0.22598257660865784,0.4207492768764496,0.1722210943698883,0.16605477035045624,0.1726144701242447,0.1553484946489334,0.3138085603713989,0.22170038521289825,1.0,0.1506708711385727,0.3138085603713989,0.19793890416622162
end,0.09882744401693344,0.12849979102611542,0.2215006798505783,0.118703193962574,0.18808481097221375,0.39658910036087036,0.17528726160526276,0.1869429051876068,0.09265150129795074,0.1717100590467453,0.3229445815086365,0.26003679633140564,0.1506708711385727,1.0,0.3229445815086365,0.12543344497680664
to,0.320825457572937,0.1859113872051239,0.41548454761505127,0.198533833026886,0.4452643394470215,0.535392165184021,0.2928973436355591,0.2282337248325348,0.2410377562046051,0.39650240540504456,1.0,0.36244112253189087,0.3138085603713989,0.3229445815086365,1.0,0.29463258385658264
saddam,0.12656283378601074,0.1464129537343979,0.17572380602359772,0.5836584568023682,0.2779383063316345,0.216452956199646,0.25546976923942566,0.33878016471862793,0.22941985726356506,0.22992070019245148,0.2385760396718979,0.2491072416305542,0.21483533084392548,0.23618797957897186,0.2385760396718979,0.22430098056793213
hussein,0.20411214232444763,0.19197514653205872,0.23532092571258545,0.613946795463562,0.21295394003391266,0.1644541323184967,0.2531743049621582,0.33846020698547363,0.2129526436328888,0.18153545260429382,0.1818910837173462,0.16578452289104462,0.14735373854637146,0.11661699414253235,0.1818910837173462,0.23979610204696655
's,-0.019954677671194077,0.03484249487519264,-0.03817026689648628,0.0016124522080644965,0.05069678649306297,-0.01540423184633255,0.032960113137960434,0.0309983491897583,0.09529546648263931,0.08075720816850662,0.03782717138528824,0.006688596680760384,0.025255560874938965,0.030466308817267418,0.03782717138528824,-0.023395681753754616
occupation,0.1791009157896042,1.0,0.24415746331214905,0.20605911314487457,0.203959122300148,0.23079249262809753,0.1276451200246811,0.226227805018425,0.17167167365550995,0.17434214055538177,0.1859113872051239,0.16286592185497284,0.2271277904510498,0.12849979102611542,0.1859113872051239,0.13284437358379364
of,0.37058958411216736,0.24415746331214905,1.0,0.22320793569087982,0.2513895630836487,0.733189046382904,0.23568789660930634,0.27347031235694885,0.26268208026885986,0.2027195245027542,0.41548454761505127,0.3247257471084595,0.32280945777893066,0.2215006798505783,0.41548454761505127,0.1826142966747284
kuwait,0.04750020056962967,0.20605911314487457,0.22320793569087982,1.0000001192092896,0.16071505844593048,0.21079742908477783,0.26725146174430847,0.2847903370857239,0.15268997848033905,0.17322582006454468,0.198533833026886,0.1681213080883026,0.16619807481765747,0.118703193962574,0.198533833026886,0.1848645955324173
