,where,do,transport,vesicles,move,between,?
the,0.5003893971443176,0.30239659547805786,0.2433847039937973,0.2567162811756134,0.29817628860473633,0.39067012071609497,0.22068053483963013
small,0.33669906854629517,0.266916424036026,0.16420018672943115,0.32398027181625366,0.2504194378852844,0.2983199656009674,0.13914890587329865
vesicles,0.2133539319038391,0.2637210786342621,0.2732445299625397,1.0000001192092896,0.22635486721992493,0.21926183998584747,0.18197008967399597
sometimes,0.3723720908164978,0.32188543677330017,0.09629469364881516,0.282550185918808,0.23787425458431244,0.29279208183288574,0.1751544177532196
observed,0.19725710153579712,0.2784900963306427,0.13488207757472992,0.17007729411125183,0.15125499665737152,0.26175013184547424,0.12128034234046936
may,0.23215454816818237,0.28230178356170654,0.15107615292072296,0.198893740773201,0.1965644806623459,0.18371161818504333,0.2768254578113556
serve,0.24652498960494995,0.2710522413253784,0.3334007263183594,0.1869245171546936,0.24000094830989838,0.17574580013751984,0.19925682246685028
as,0.35409465432167053,0.38329678773880005,0.19943572580814362,0.16091905534267426,0.2628210484981537,0.22009976208209991,0.27043893933296204
transport,0.21586693823337555,0.18837910890579224,1.0000001192092896,0.2732445299625397,0.2461305558681488,0.23453260958194733,0.16607823967933655
vesicles,0.2133539319038391,0.2637210786342621,0.2732445299625397,1.0000001192092896,0.22635486721992493,0.21926183998584747,0.18197008967399597
to,0.47735077142715454,0.38876664638519287,0.21968118846416473,0.19734014570713043,0.37858664989471436,0.3639189600944519,0.29463258385658264
shuttle,0.1351342499256134,0.1545584350824356,0.326972633600235,0.2772532105445862,0.2055933028459549,0.142376109957695,0.16073749959468842
stuff,0.26067525148391724,0.3102496266365051,0.15184228122234344,0.23896721005439758,0.2297697812318802,0.14077627658843994,0.48396578431129456
between,0.38496607542037964,0.14014670252799988,0.23453260958194733,0.21926183998584747,0.18952152132987976,0.9999999403953552,0.12887074053287506
the,0.5003893971443176,0.30239659547805786,0.2433847039937973,0.2567162811756134,0.29817628860473633,0.39067012071609497,0.22068053483963013
thylakoids,0.15025892853736877,0.2835867404937744,0.16919977962970734,0.5986190438270569,0.21629294753074646,0.17074912786483765,0.17522360384464264
and,0.43859338760375977,0.276123583316803,0.2537272870540619,0.274994820356369,0.2671177089214325,0.40645647048950195,0.20544172823429108
intermembrane,0.23168952763080597,0.21836766600608826,0.2886725068092346,0.6415771842002869,0.21601910889148712,0.320328027009964,0.16901689767837524
space,0.2208663374185562,0.17791397869586945,0.1964644491672516,0.23846280574798584,0.24565981328487396,0.17911486327648163,0.1885536164045334
.,0.41390106081962585,0.3613996207714081,0.2437383234500885,0.22874398529529572,0.31650546193122864,0.30295518040657043,0.4130953550338745
