,whose,former,headquarters,was,the,wse,located,in,until,2000,?
from,0.2266867458820343,0.18530778586864471,0.2329096496105194,0.31171464920043945,0.40150508284568787,0.2370188683271408,0.2290649116039276,0.4274188280105591,0.3746030032634735,0.0688478946685791,0.19969791173934937
1991,0.054492536932229996,0.10999729484319687,0.10731618851423264,0.12848040461540222,0.002508036559447646,0.06405237317085266,-0.025339866057038307,0.0019440409960225224,0.08323890715837479,0.00346093880943954,0.175977423787117
until,0.1400892734527588,0.20411774516105652,0.2152327597141266,0.43126991391181946,0.37191009521484375,0.2097315639257431,0.13810834288597107,0.38338494300842285,1.0,0.09416566044092178,0.20304496586322784
2000,0.05688151344656944,0.0759352371096611,-0.12900657951831818,0.06843073666095734,-0.015081177465617657,0.05145734176039696,-0.1677985042333603,-0.0435720756649971,0.09416566044092178,1.0,-0.0824366956949234
",",0.25601375102996826,0.2738454341888428,0.23055404424667358,0.45456063747406006,0.4933079481124878,0.29027894139289856,0.2678719460964203,0.5201468467712402,0.2947838604450226,-0.03465369716286659,0.31091248989105225
the,0.38253846764564514,0.2251449078321457,0.30217429995536804,0.48711544275283813,1.0,0.3031875491142273,0.407527357339859,0.6662389636039734,0.37191009521484375,-0.015081177465617657,0.22068053483963013
stock,0.1475653052330017,0.12209981679916382,0.26566216349601746,0.19506287574768066,0.21356552839279175,0.1886858195066452,0.06734377145767212,0.20128266513347626,0.15335769951343536,-0.07484032213687897,0.14784406125545502
exchange,0.0960811972618103,0.14238344132900238,0.210927814245224,0.15612690150737762,0.2543705105781555,0.18613027036190033,0.15079665184020996,0.21970009803771973,0.10314362496137619,-0.10715467482805252,0.048212938010692596
was,0.2162860482931137,0.2544213533401489,0.2305312156677246,1.0000001192092896,0.48711544275283813,0.23902474343776703,0.20133289694786072,0.45514053106307983,0.43126991391181946,0.06843073666095734,0.18412111699581146
",",0.25601375102996826,0.2738454341888428,0.23055404424667358,0.45456063747406006,0.4933079481124878,0.29027894139289856,0.2678719460964203,0.5201468467712402,0.2947838604450226,-0.03465369716286659,0.31091248989105225
ironically,0.2614276707172394,0.14525870978832245,0.10141655057668686,0.27374088764190674,0.2865949869155884,0.1724342703819275,0.16318145394325256,0.15298593044281006,0.1777154803276062,0.008732722140848637,0.20446088910102844
",",0.25601375102996826,0.2738454341888428,0.23055404424667358,0.45456063747406006,0.4933079481124878,0.29027894139289856,0.2678719460964203,0.5201468467712402,0.2947838604450226,-0.03465369716286659,0.31091248989105225
located,0.20485243201255798,0.2178868055343628,0.49790287017822266,0.20133289694786072,0.407527357339859,0.11294858157634735,1.0,0.35149815678596497,0.13810834288597107,-0.1677985042333603,0.08983194828033447
in,0.23496666550636292,0.2668642997741699,0.2975142002105713,0.45514053106307983,0.6662389636039734,0.21127283573150635,0.35149815678596497,1.0,0.38338494300842285,-0.0435720756649971,0.20430970191955566
the,0.38253846764564514,0.2251449078321457,0.30217429995536804,0.48711544275283813,1.0,0.3031875491142273,0.407527357339859,0.6662389636039734,0.37191009521484375,-0.015081177465617657,0.22068053483963013
building,0.11916908621788025,0.1645875722169876,0.33226776123046875,0.237406387925148,0.3159640431404114,0.165757417678833,0.3805096745491028,0.3256937265396118,0.2535706162452698,-0.0585097000002861,0.13549931347370148
previously,0.12912316620349884,0.27503329515457153,0.19682493805885315,0.41197097301483154,0.33854439854621887,0.2328323870897293,0.10945513844490051,0.2762584090232849,0.3838915228843689,-0.03031337633728981,0.15811841189861298
used,0.1992245465517044,0.12775172293186188,0.18039469420909882,0.23679393529891968,0.3718377649784088,0.19977466762065887,0.2383909821510315,0.3090210556983948,0.15791192650794983,-0.17411433160305023,0.22430120408535004
as,0.3202406167984009,0.21401739120483398,0.15809518098831177,0.3677520453929901,0.48381632566452026,0.27212226390838623,0.20928777754306793,0.3887844979763031,0.3237951695919037,0.023329226300120354,0.27043893933296204
the,0.38253846764564514,0.2251449078321457,0.30217429995536804,0.48711544275283813,1.0,0.3031875491142273,0.407527357339859,0.6662389636039734,0.37191009521484375,-0.015081177465617657,0.22068053483963013
headquarters,0.10480141639709473,0.27204298973083496,1.0,0.2305312156677246,0.30217429995536804,0.1484471559524536,0.49790287017822266,0.2975142002105713,0.2152327597141266,-0.12900657951831818,0.08742920309305191
of,0.37058958411216736,0.30415382981300354,0.24421672523021698,0.4069072902202606,0.733189046382904,0.22271877527236938,0.32520920038223267,0.5696388483047485,0.2787701487541199,0.010344067588448524,0.1826142966747284
