,who,may,not,require,that,its,teachers,be,certified,?
many,0.4149286150932312,0.29758191108703613,0.4369727373123169,0.26421883702278137,0.5391656160354614,0.3319723308086395,0.29123616218566895,0.3961109519004822,0.21064740419387817,0.2124512493610382
charter,0.20383159816265106,0.1369447112083435,0.19648022949695587,0.10371016710996628,0.2003634124994278,0.26104333996772766,0.2678839862346649,0.12895840406417847,0.3177714943885803,0.14220231771469116
schools,0.20265154540538788,0.1841869205236435,0.2299577295780182,0.23170095682144165,0.2649109661579132,0.22304867208003998,0.5533654689788818,0.21943484246730804,0.2564736008644104,0.18349280953407288
do,0.2662210166454315,0.28230178356170654,0.6619802713394165,0.44236746430397034,0.44533252716064453,0.18495778739452362,0.28984060883522034,0.36575672030448914,0.2077590674161911,0.4093979299068451
not,0.369414746761322,0.39885732531547546,0.9999999403953552,0.4402938187122345,0.6600887179374695,0.29187723994255066,0.22176165878772736,0.5788898468017578,0.1982746571302414,0.41942933201789856
require,0.13131776452064514,0.1945846825838089,0.4402938187122345,0.9999998807907104,0.3625117540359497,0.20398852229118347,0.16695812344551086,0.40844497084617615,0.23550176620483398,0.2463286817073822
that,0.45444270968437195,0.4234136641025543,0.6600887179374695,0.3625117540359497,1.0,0.416561484336853,0.24071024358272552,0.6036020517349243,0.19269096851348877,0.32716336846351624
their,0.3767721951007843,0.2552892565727234,0.4368778169155121,0.29953333735466003,0.4266771972179413,0.5367968082427979,0.2814970314502716,0.3200586438179016,0.17716336250305176,0.1898253709077835
teachers,0.34250906109809875,0.21395352482795715,0.22176165878772736,0.16695812344551086,0.24071024358272552,0.15338267385959625,1.0,0.20256873965263367,0.27397340536117554,0.19522249698638916
be,0.3371641933917999,0.45514434576034546,0.5788898468017578,0.40844497084617615,0.6036020517349243,0.2731834948062897,0.20256873965263367,1.0,0.22340697050094604,0.3324260413646698
certified,0.11774442344903946,0.14559170603752136,0.1982746571302414,0.23550176620483398,0.19269096851348877,0.1724863052368164,0.27397340536117554,0.22340697050094604,1.0,0.20531779527664185
",",0.3365725874900818,0.5007920861244202,0.3769696354866028,0.20549376308918,0.4137537479400635,0.33157986402511597,0.28049156069755554,0.39254459738731384,0.2597894072532654,0.31091248989105225
provided,0.18789203464984894,0.2264898270368576,0.30357927083969116,0.3953583240509033,0.3600626289844513,0.22010774910449982,0.18209290504455566,0.32466498017311096,0.30376580357551575,0.16893617808818817
they,0.47879111766815186,0.3371005356311798,0.5804335474967957,0.30564460158348083,0.5710820555686951,0.36212384700775146,0.30455440282821655,0.4858434796333313,0.19472047686576843,0.2753053903579712
meet,0.23670800030231476,0.15863743424415588,0.37138307094573975,0.25717708468437195,0.32301846146583557,0.16176526248455048,0.20672763884067535,0.26221057772636414,0.1339844912290573,0.1658235788345337
the,0.3733934462070465,0.2694292366504669,0.4310511648654938,0.17356595396995544,0.5473989248275757,0.559237003326416,0.22025763988494873,0.4248143136501312,0.20956426858901978,0.22068053483963013
standards,0.2396330088376999,0.16613906621932983,0.33948221802711487,0.41525059938430786,0.3272990882396698,0.15651828050613403,0.2584725022315979,0.2821919918060303,0.3179929554462433,0.2011813372373581
to,0.42656609416007996,0.391582727432251,0.5149973034858704,0.29503753781318665,0.5436353087425232,0.3691340684890747,0.2668606638908386,0.4972836375236511,0.18764322996139526,0.29463258385658264
be,0.3371641933917999,0.45514434576034546,0.5788898468017578,0.40844497084617615,0.6036020517349243,0.2731834948062897,0.20256873965263367,1.0,0.22340697050094604,0.3324260413646698
highly,0.24307133257389069,0.1206822395324707,0.35518497228622437,0.26293450593948364,0.33355817198753357,0.2667781412601471,0.1533408761024475,0.3787047564983368,0.15104037523269653,0.1542806625366211
qualified,0.2848721146583557,0.2340737134218216,0.31063079833984375,0.2688324451446533,0.29058706760406494,0.1334720253944397,0.26602065563201904,0.214191272854805,0.3815763294696808,0.1370558738708496
as,0.3923053741455078,0.32133710384368896,0.5105602741241455,0.23686568439006805,0.4735107421875,0.31874480843544006,0.24171572923660278,0.5230465531349182,0.19092081487178802,0.27043893933296204
set,0.19352185726165771,0.18118330836296082,0.2197837382555008,0.16119401156902313,0.2916346788406372,0.21010567247867584,0.19158004224300385,0.19580282270908356,0.17136242985725403,0.1698019951581955
by,0.39727845788002014,0.1970296949148178,0.291808545589447,0.13001477718353271,0.37496164441108704,0.24398943781852722,0.20573484897613525,0.43158695101737976,0.2442912608385086,0.17966607213020325
no,0.19753101468086243,0.2650199234485626,0.4487079083919525,0.254855751991272,0.41830796003341675,0.21049416065216064,0.1664351522922516,0.4173688292503357,0.19316211342811584,0.32165053486824036
child,0.29989326000213623,0.21962785720825195,0.23555020987987518,0.1506427526473999,0.21832625567913055,0.04231348633766174,0.24505963921546936,0.21346686780452728,0.20904141664505005,0.1979578584432602
left,0.24052289128303528,0.19029343128204346,0.259565144777298,0.034964669495821,0.2512504756450653,0.14614467322826385,0.14043104648590088,0.19051490724086761,0.15329620242118835,0.13251960277557373
behind,0.2240559607744217,0.17998169362545013,0.19530126452445984,0.11671017855405807,0.33211183547973633,0.25335460901260376,0.07823645323514938,0.20366157591342926,0.10315050929784775,0.19274599850177765
.,0.3541337847709656,0.35826805233955383,0.4824007451534271,0.21465444564819336,0.4460422694683075,0.3566088080406189,0.24628326296806335,0.4383580684661865,0.20717774331569672,0.4130953550338745
