,what,day,of,the,week,does,the,time,for,reflection,take,place,?
the,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.35928019881248474,1.0,0.43061500787734985,0.4739971458911896,0.28977152705192566,0.31620436906814575,0.4179787337779999,0.22068053483963013
first,0.28086137771606445,0.28378555178642273,0.3536086082458496,0.49448907375335693,0.24834974110126495,0.2198687642812729,0.49448907375335693,0.4013477563858032,0.3800288736820221,0.2198193073272705,0.29357022047042847,0.283309668302536,0.18701928853988647
item,0.29692167043685913,0.16793997585773468,0.18744561076164246,0.24508722126483917,0.2890811562538147,0.24086715281009674,0.24508722126483917,0.23906680941581726,0.24855104088783264,0.15222007036209106,0.23936428129673004,0.1584813892841339,0.2842435836791992
of,0.33290785551071167,0.2934032380580902,1.0,0.733189046382904,0.17998629808425903,0.3119818866252899,0.733189046382904,0.35127586126327515,0.4185989499092102,0.27738237380981445,0.29282352328300476,0.2685627043247223,0.1826142966747284
business,0.21758167445659637,0.1517859399318695,0.23985227942466736,0.2389037162065506,0.19761279225349426,0.20479586720466614,0.2389037162065506,0.24218250811100006,0.2736336290836334,0.14510966837406158,0.23073169589042664,0.20394034683704376,0.1545659303665161
on,0.34226128458976746,0.3332281708717346,0.3966929316520691,0.5107308030128479,0.3680826723575592,0.2568802833557129,0.5107308030128479,0.30044233798980713,0.36199691891670227,0.24949415028095245,0.27423644065856934,0.32431602478027344,0.2714994251728058
wednesdays,0.18235443532466888,0.3539988100528717,0.10741521418094635,0.23928871750831604,0.4549320638179779,0.170937642455101,0.23928871750831604,0.32847312092781067,0.24243202805519104,0.1942691057920456,0.21070241928100586,0.2369421124458313,0.17503657937049866
is,0.28837618231773376,0.17517195641994476,0.4854315221309662,0.5823672413825989,0.16986028850078583,0.4403602182865143,0.5823672413825989,0.25187405943870544,0.43268078565597534,0.24867863953113556,0.22669753432273865,0.3122972249984741,0.22961433231830597
usually,0.32521089911460876,0.1933557093143463,0.33931583166122437,0.36782920360565186,0.18153336644172668,0.3977598547935486,0.36782920360565186,0.30344077944755554,0.34784460067749023,0.238200843334198,0.2834988534450531,0.2219981700181961,0.19435347616672516
time,0.36319252848625183,0.32810065150260925,0.35127586126327515,0.43061500787734985,0.40436220169067383,0.2519678771495819,0.43061500787734985,0.9999998807907104,0.3992156386375427,0.2411166876554489,0.30334821343421936,0.379790335893631,0.27391523122787476
for,0.3017193675041199,0.23720888793468475,0.4185989499092102,0.4739971458911896,0.3263654112815857,0.35159170627593994,0.4739971458911896,0.3992156386375427,0.9999999403953552,0.2482832819223404,0.33445194363594055,0.3033463954925537,0.264628142118454
reflection,0.27464163303375244,0.18287432193756104,0.27738237380981445,0.28977152705192566,0.18333975970745087,0.1797245889902115,0.28977152705192566,0.2411166876554489,0.2482832819223404,1.0,0.18482369184494019,0.17415298521518707,0.17918743193149567
",",0.3087472915649414,0.30821847915649414,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.28617382049560547,0.4933079481124878,0.3029961884021759,0.4464869201183319,0.24771259725093842,0.2881867289543152,0.34068408608436584,0.31091248989105225
at,0.2838611304759979,0.27667680382728577,0.42558613419532776,0.457212895154953,0.3329743444919586,0.17465277016162872,0.457212895154953,0.3956010341644287,0.34237727522850037,0.180698424577713,0.27566230297088623,0.3307865858078003,0.21978627145290375
which,0.5261979103088379,0.2760511040687561,0.5011631846427917,0.6521818041801453,0.24782997369766235,0.39111801981925964,0.6521818041801453,0.325231671333313,0.44095608592033386,0.3300286829471588,0.28362178802490234,0.31738516688346863,0.25814583897590637
a,0.3320399522781372,0.18630309402942657,0.5052502155303955,0.5829201340675354,0.20796456933021545,0.38201746344566345,0.5829201340675354,0.3292340338230133,0.44038116931915283,0.3007514178752899,0.2789212465286255,0.3079278767108917,0.23916715383529663
speaker,0.2353384643793106,0.15626147389411926,0.2137414962053299,0.24416065216064453,0.14478491246700287,0.22318023443222046,0.24416065216064453,0.17303644120693207,0.20449942350387573,0.1614638864994049,0.15318024158477783,0.17487090826034546,0.1758522391319275
addresses,0.2541500926017761,0.17030644416809082,0.23395833373069763,0.24995577335357666,0.22350779175758362,0.22681216895580292,0.24995577335357666,0.24367940425872803,0.25231096148490906,0.2041577696800232,0.19363068044185638,0.17129197716712952,0.27525776624679565
members,0.16873176395893097,0.18117627501487732,0.28120753169059753,0.3321719169616699,0.17480890452861786,0.1685360074043274,0.3321719169616699,0.18101826310157776,0.2612179219722748,0.11780846863985062,0.15864627063274384,0.13737979531288147,0.10212311148643494
for,0.3017193675041199,0.23720888793468475,0.4185989499092102,0.4739971458911896,0.3263654112815857,0.35159170627593994,0.4739971458911896,0.3992156386375427,0.9999999403953552,0.2482832819223404,0.33445194363594055,0.3033463954925537,0.264628142118454
up,0.28591108322143555,0.2306574583053589,0.32945773005485535,0.38423117995262146,0.222646102309227,0.25498253107070923,0.38423117995262146,0.29631155729293823,0.342966228723526,0.16293556988239288,0.31856170296669006,0.2596170902252197,0.1819818764925003
to,0.455847829580307,0.21753256022930145,0.41548454761505127,0.535392165184021,0.27498435974121094,0.4391997456550598,0.535392165184021,0.3679993152618408,0.4451248347759247,0.203045055270195,0.4075521230697632,0.3346366882324219,0.29463258385658264
four,0.18057085573673248,0.2321026623249054,0.36293646693229675,0.40344667434692383,0.20511072874069214,0.14431285858154297,0.40344667434692383,0.24939590692520142,0.27783235907554626,0.10259866714477539,0.1425105780363083,0.19176016747951508,0.14532537758350372
minutes,0.20975765585899353,0.2975560426712036,0.14829446375370026,0.20313966274261475,0.347162663936615,0.17463840544223785,0.20313966274261475,0.3830539584159851,0.2451069951057434,0.11243724822998047,0.26126766204833984,0.20366878807544708,0.14419560134410858
",",0.3087472915649414,0.30821847915649414,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.28617382049560547,0.4933079481124878,0.3029961884021759,0.4464869201183319,0.24771259725093842,0.2881867289543152,0.34068408608436584,0.31091248989105225
sharing,0.2594057321548462,0.16194164752960205,0.3009958565235138,0.2510572373867035,0.1997166872024536,0.2088271826505661,0.2510572373867035,0.24532759189605713,0.2437455654144287,0.2488299310207367,0.25216540694236755,0.20203983783721924,0.16211311519145966
a,0.3320399522781372,0.18630309402942657,0.5052502155303955,0.5829201340675354,0.20796456933021545,0.38201746344566345,0.5829201340675354,0.3292340338230133,0.44038116931915283,0.3007514178752899,0.2789212465286255,0.3079278767108917,0.23916715383529663
perspective,0.3797385096549988,0.1509968638420105,0.29868391156196594,0.2812875509262085,0.1791839748620987,0.2049434632062912,0.2812875509262085,0.2205262929201126,0.2609671652317047,0.4404876232147217,0.24013236165046692,0.23333540558815002,0.20587648451328278
on,0.34226128458976746,0.3332281708717346,0.3966929316520691,0.5107308030128479,0.3680826723575592,0.2568802833557129,0.5107308030128479,0.30044233798980713,0.36199691891670227,0.24949415028095245,0.27423644065856934,0.32431602478027344,0.2714994251728058
issues,0.33279702067375183,0.21773383021354675,0.2288406491279602,0.2638932764530182,0.2869211435317993,0.2924714684486389,0.2638932764530182,0.25565674901008606,0.27617812156677246,0.26115885376930237,0.20165210962295532,0.16615340113639832,0.320565789937973
of,0.33290785551071167,0.2934032380580902,1.0,0.733189046382904,0.17998629808425903,0.3119818866252899,0.733189046382904,0.35127586126327515,0.4185989499092102,0.27738237380981445,0.29282352328300476,0.2685627043247223,0.1826142966747284
faith,0.3120079040527344,0.28552764654159546,0.20991961658000946,0.20665863156318665,0.2743276059627533,0.20944759249687195,0.20665863156318665,0.24854254722595215,0.19736909866333008,0.206099733710289,0.17228540778160095,0.17492154240608215,0.2833177447319031
.,0.3567904531955719,0.24232520163059235,0.5352458953857422,0.5934505462646484,0.2804736793041229,0.3022993505001068,0.5934505462646484,0.371569961309433,0.4726039469242096,0.2547461688518524,0.3045158088207245,0.2844318151473999,0.4130953550338745
