,what,have,studies,on,income,inequality,sometimes,found,evidence,confirming,?
studies,0.18772079050540924,0.29284238815307617,0.9999998807907104,0.19778205454349518,0.19452963769435883,0.28749555349349976,0.23109455406665802,0.26769936084747314,0.35413840413093567,0.21611522138118744,0.1388726830482483
on,0.34226128458976746,0.36494916677474976,0.19778205454349518,0.9999999403953552,0.12938405573368073,0.16136983036994934,0.20871618390083313,0.2337699830532074,0.2518981993198395,0.30801260471343994,0.2714994251728058
income,0.21837803721427917,0.21030287444591522,0.19452963769435883,0.12938405573368073,1.0,0.46967795491218567,0.21151679754257202,0.15905648469924927,0.23127621412277222,0.0712176039814949,0.14935168623924255
inequality,0.30072227120399475,0.2617298364639282,0.28749555349349976,0.16136983036994934,0.46967795491218567,1.0000001192092896,0.22946806252002716,0.11657499521970749,0.2529197633266449,0.213083878159523,0.23619021475315094
and,0.31309178471565247,0.4711785912513733,0.30504533648490906,0.4077630043029785,0.2518245577812195,0.2590520679950714,0.35151126980781555,0.27978911995887756,0.25004807114601135,0.2223901003599167,0.20544172823429108
growth,0.1739405393600464,0.2734212279319763,0.2718907296657562,0.11376523971557617,0.37261080741882324,0.3248327970504761,0.16876071691513062,0.17911212146282196,0.19867272675037384,0.07921711355447769,0.07547862827777863
have,0.39808809757232666,0.9999999403953552,0.29284238815307617,0.36494916677474976,0.21030287444591522,0.2617298364639282,0.3968924283981323,0.32803434133529663,0.39647525548934937,0.3152812719345093,0.32991164922714233
sometimes,0.34229418635368347,0.3968924283981323,0.23109455406665802,0.20871618390083313,0.21151679754257202,0.22946806252002716,1.0,0.222886860370636,0.13743577897548676,0.12204452604055405,0.1751544177532196
found,0.1796332150697708,0.32803434133529663,0.26769936084747314,0.2337699830532074,0.15905648469924927,0.11657499521970749,0.222886860370636,0.9999999403953552,0.35958874225616455,0.23458519577980042,0.16790300607681274
evidence,0.33425694704055786,0.39647525548934937,0.35413840413093567,0.2518981993198395,0.23127621412277222,0.2529197633266449,0.13743577897548676,0.35958874225616455,1.0,0.4243071377277374,0.24151235818862915
confirming,0.29070624709129333,0.3152812719345093,0.21611522138118744,0.30801260471343994,0.0712176039814949,0.213083878159523,0.12204452604055405,0.23458519577980042,0.4243071377277374,1.0000001192092896,0.2766484320163727
the,0.42745697498321533,0.40389683842658997,0.22738903760910034,0.5107308030128479,0.23699946701526642,0.23508106172084808,0.35816407203674316,0.3452354073524475,0.25031140446662903,0.3460308313369751,0.22068053483963013
kuznets,0.1295931190252304,0.19766679406166077,0.19412080943584442,0.223419651389122,0.1684095859527588,0.14391092956066132,0.1867980808019638,0.11448094248771667,0.09151454269886017,0.1631147265434265,0.19523082673549652
curve,0.26433035731315613,0.2409001886844635,0.17848852276802063,0.19089771807193756,0.18007220327854156,0.3580670952796936,0.2770964205265045,0.1583031713962555,0.2123829424381256,0.13547660410404205,0.18092067539691925
hypothesis,0.32678523659706116,0.26380831003189087,0.36367133259773254,0.16708986461162567,0.21582041680812836,0.3431401252746582,0.20304030179977417,0.2362605780363083,0.44881975650787354,0.29240649938583374,0.20027662813663483
",",0.3087472915649414,0.3541618287563324,0.26373082399368286,0.49057599902153015,0.19703416526317596,0.21822890639305115,0.26600122451782227,0.27385151386260986,0.2751304507255554,0.23652184009552002,0.31091248989105225
which,0.5261979103088379,0.49652695655822754,0.21723276376724243,0.4245251417160034,0.2455010861158371,0.25761353969573975,0.4812026917934418,0.25134438276290894,0.2697778344154358,0.2793314754962921,0.25814583897590637
states,0.21526020765304565,0.20162390172481537,0.17542687058448792,0.2692825198173523,0.30292192101478577,0.3115520179271698,0.1726951003074646,0.1681288331747055,0.16327284276485443,0.16174010932445526,0.16272737085819244
