,where,is,a,teacher,most,likely,to,be,teaching,at,?
the,0.5003893971443176,0.5823672413825989,0.5829201340675354,0.17760860919952393,0.47635307908058167,0.28129076957702637,0.535392165184021,0.4248143136501312,0.2182690054178238,0.457212895154953,0.22068053483963013
role,0.15603064000606537,0.20847192406654358,0.22880133986473083,0.18514810502529144,0.2083391547203064,0.13414745032787323,0.17841029167175293,0.1769188493490219,0.16423286497592926,0.12666238844394684,0.18676944077014923
of,0.38066378235816956,0.4854315221309662,0.5052502155303955,0.19968076050281525,0.4178851246833801,0.2704482078552246,0.41548454761505127,0.33904364705085754,0.2911611497402191,0.42558613419532776,0.1826142966747284
teacher,0.22545279562473297,0.2001669555902481,0.31202319264411926,0.9999998807907104,0.13949039578437805,0.07109900563955307,0.1991342306137085,0.1891087293624878,0.6199770569801331,0.1889720857143402,0.1797819435596466
is,0.3586711287498474,1.0,0.658733606338501,0.2001669555902481,0.41165053844451904,0.2638912796974182,0.42745086550712585,0.4819129705429077,0.16213442385196686,0.25906258821487427,0.22961433231830597
often,0.4629369378089905,0.3856629431247711,0.3930865228176117,0.14898185431957245,0.4833095073699951,0.4589403569698334,0.4351843297481537,0.463177889585495,0.2471308708190918,0.24406926333904266,0.23748154938220978
formal,0.2681061923503876,0.21914683282375336,0.29366669058799744,0.16987581551074982,0.16758041083812714,0.2387721985578537,0.27394044399261475,0.2562829256057739,0.2793137729167938,0.1948622316122055,0.1989586055278778
and,0.43859338760375977,0.3859752118587494,0.3739250600337982,0.27571162581443787,0.4309377074241638,0.3069725036621094,0.48971283435821533,0.41766801476478577,0.2573738694190979,0.3571503460407257,0.20544172823429108
ongoing,0.23074990510940552,0.23759374022483826,0.28042149543762207,0.05816943943500519,0.1943117082118988,0.32746100425720215,0.28776806592941284,0.23346158862113953,0.16197775304317474,0.23796115815639496,0.24929021298885345
",",0.3149496018886566,0.4691906273365021,0.427140474319458,0.2884024977684021,0.3636029064655304,0.22176046669483185,0.44245919585227966,0.39254459738731384,0.2547089457511902,0.38314947485923767,0.31091248989105225
carried,0.2122698873281479,0.15077325701713562,0.21944114565849304,0.10701528191566467,0.23966245353221893,0.2240988165140152,0.21867457032203674,0.3055807948112488,0.16889522969722748,0.17515432834625244,0.1305524855852127
out,0.4094439148902893,0.2817855477333069,0.34264278411865234,0.1989559531211853,0.2959814965724945,0.23952019214630127,0.42386990785598755,0.3626708686351776,0.17950011789798737,0.2881071865558624,0.22020699083805084
at,0.4402937591075897,0.25906258821487427,0.3095070421695709,0.1889720857143402,0.22451047599315643,0.2338300496339798,0.36524343490600586,0.30379733443260193,0.2309790551662445,1.0,0.21978627145290375
a,0.40997210144996643,0.658733606338501,1.0,0.31202319264411926,0.3508910834789276,0.3132456839084625,0.45503583550453186,0.39883795380592346,0.21643459796905518,0.3095070421695709,0.23916715383529663
school,0.23611775040626526,0.19488026201725006,0.2245093584060669,0.5442529320716858,0.13605839014053345,0.0782075971364975,0.24496325850486755,0.16095811128616333,0.4717925488948822,0.3177914023399353,0.15091250836849213
or,0.3651050925254822,0.41870999336242676,0.48853766918182373,0.16473013162612915,0.30746427178382874,0.43836501240730286,0.38921234011650085,0.5260903835296631,0.15916350483894348,0.21026140451431274,0.32389625906944275
other,0.3730994164943695,0.25895947217941284,0.2806335389614105,0.13857048749923706,0.4585079252719879,0.31313297152519226,0.4193183183670044,0.4629868268966675,0.23742063343524933,0.24329762160778046,0.24682199954986572
place,0.4786618947982788,0.3122972249984741,0.3079278767108917,0.13963188230991364,0.2702350616455078,0.177490234375,0.3346366882324219,0.2887270152568817,0.17946664988994598,0.3307865858078003,0.2455766350030899
of,0.38066378235816956,0.4854315221309662,0.5052502155303955,0.19968076050281525,0.4178851246833801,0.2704482078552246,0.41548454761505127,0.33904364705085754,0.2911611497402191,0.42558613419532776,0.1826142966747284
formal,0.2681061923503876,0.21914683282375336,0.29366669058799744,0.16987581551074982,0.16758041083812714,0.2387721985578537,0.27394044399261475,0.2562829256057739,0.2793137729167938,0.1948622316122055,0.1989586055278778
education,0.19163627922534943,0.18778188526630402,0.21779850125312805,0.4505820572376251,0.1403121054172516,0.10616475343704224,0.2626708149909973,0.19451211392879486,0.5356936454772949,0.22585788369178772,0.18067774176597595
.,0.41390106081962585,0.4569662809371948,0.50484299659729,0.225234717130661,0.35404038429260254,0.26822179555892944,0.4645031690597534,0.4383580684661865,0.26479530334472656,0.4549728035926819,0.4130953550338745
