,what,does,bskyb,'s,sport,portfolio,include,?
it,0.45803478360176086,0.34188351035118103,0.16915087401866913,0.06608816236257553,0.1819624900817871,0.11617068946361542,0.1939142346382141,0.25732165575027466
was,0.22111038863658905,0.19302551448345184,0.21192802488803864,0.008974763564765453,0.17809973657131195,0.2184734344482422,0.10680413991212845,0.18412111699581146
proposed,0.22754324972629547,0.23324234783649445,0.19226445257663727,-0.011876605451107025,0.0625087097287178,0.22175492346286774,0.14877849817276,0.24553193151950836
that,0.6297725439071655,0.4764937460422516,0.13467830419540405,0.04397977516055107,0.2018578201532364,0.19201132655143738,0.2797866463661194,0.32716336846351624
these,0.4164220690727234,0.31633180379867554,0.15024182200431824,0.026068098843097687,0.1995501071214676,0.1635964810848236,0.5016363263130188,0.2571668326854706
channels,0.1923084557056427,0.21262475848197937,0.1449941098690033,0.09595498442649841,0.16685472428798676,0.19524256885051727,0.11587710678577423,0.19657258689403534
would,0.45766422152519226,0.5055691003799438,0.12550891935825348,0.036968596279621124,0.16346032917499542,0.21155531704425812,0.13150931894779205,0.37178951501846313
offer,0.20134106278419495,0.24917331337928772,0.12592244148254395,0.08889953792095184,0.18202286958694458,0.25807785987854004,0.22601288557052612,0.1774262934923172
a,0.3320399522781372,0.38201746344566345,0.21951700747013092,0.04866964742541313,0.2169417291879654,0.18568558990955353,0.18765322864055634,0.23916715383529663
range,0.19613829255104065,0.1521991640329361,0.16164971888065338,-0.008888337761163712,0.15810143947601318,0.08347209542989731,0.26263999938964844,0.1204894632101059
of,0.33290785551071167,0.3119818866252899,0.16413870453834534,-0.03817026689648628,0.17918744683265686,0.2721320688724518,0.37431180477142334,0.1826142966747284
content,0.3614070415496826,0.33242130279541016,0.1856074333190918,0.05933520570397377,0.13720545172691345,0.3030089735984802,0.16836033761501312,0.37093979120254517
from,0.2737620174884796,0.1777622550725937,0.12453003972768784,-0.01936490088701248,0.1735651046037674,0.17517271637916565,0.2679238021373749,0.19969791173934937
the,0.42745697498321533,0.35928019881248474,0.20915858447551727,-0.01540423184633255,0.15650692582130432,0.19555534422397614,0.2951717972755432,0.22068053483963013
bskyb,0.17457032203674316,0.12919114530086517,1.0000001192092896,0.046084970235824585,0.1739855706691742,0.17673777043819427,0.15016572177410126,0.2979319989681244
portfolio,0.18944649398326874,0.1840338408946991,0.17673777043819427,-0.09189621359109879,0.18121996521949768,1.0,0.16758428514003754,0.14769718050956726
including,0.18328791856765747,0.20252716541290283,0.1490495502948761,0.0074059427715837955,0.12677454948425293,0.18502748012542725,0.6533564925193787,0.1633303165435791
sport,0.1305270493030548,0.12535764276981354,0.1739855706691742,0.04287061095237732,0.9999999403953552,0.18121996521949768,0.13563032448291779,0.0972188338637352
(,0.2411840260028839,0.2728188931941986,0.3475780487060547,0.0012731997994706035,0.08921129256486893,0.1745152622461319,0.20541292428970337,0.40561532974243164
including,0.18328791856765747,0.20252716541290283,0.1490495502948761,0.0074059427715837955,0.12677454948425293,0.18502748012542725,0.6533564925193787,0.1633303165435791
english,0.25060737133026123,0.19229185581207275,0.1749119609594345,0.04063878208398819,0.14642198383808136,0.17569267749786377,0.12494425475597382,0.23251567780971527
premier,0.1411381959915161,0.145207479596138,0.26028311252593994,0.04964892938733101,0.1862819939851761,0.24750958383083344,0.11647424846887589,0.1292608082294464
league,0.16616638004779816,0.11557354778051376,0.2510380148887634,0.0167086161673069,0.24709786474704742,0.12075965106487274,0.15211667120456696,0.15941482782363892
football,0.21136903762817383,0.13112355768680573,0.2129136025905609,-0.03938785195350647,0.3748422861099243,0.10681232810020447,0.09857280552387238,0.14957410097122192
),0.26259949803352356,0.2575884759426117,0.3711942136287689,0.021107977256178856,0.12166919559240341,0.18189015984535217,0.19260966777801514,0.42300865054130554
",",0.3087472915649414,0.28617382049560547,0.2852807641029358,-0.0016132977325469255,0.1842397302389145,0.20413532853126526,0.35606324672698975,0.31091248989105225
films,0.19852851331233978,0.18955764174461365,0.2167130410671234,0.029887473210692406,0.11816845089197159,0.15967275202274323,0.2484169751405716,0.20618696510791779
",",0.3087472915649414,0.28617382049560547,0.2852807641029358,-0.0016132977325469255,0.1842397302389145,0.20413532853126526,0.35606324672698975,0.31091248989105225
entertainment,0.21648827195167542,0.11960623413324356,0.2797486186027527,0.07850625365972519,0.2176833152770996,0.21680043637752533,0.17578816413879395,0.11855241656303406
and,0.31309178471565247,0.3461615741252899,0.2175528109073639,0.06895173341035843,0.20057028532028198,0.18152984976768494,0.3915219306945801,0.20544172823429108
news,0.2584491968154907,0.18741489946842194,0.10750143229961395,0.037588585168123245,0.22986344993114471,0.2170182168483734,0.09598909318447113,0.1899169683456421
.,0.3567904531955719,0.3022993505001068,0.2844841778278351,-0.003708066651597619,0.19931355118751526,0.1840520203113556,0.21809983253479004,0.4130953550338745
