,governon,robert,dinwiddie,had,an,investment,in,what,significan,company,?
governor,0.7826750874519348,0.26684772968292236,0.3348989486694336,0.1626429706811905,0.14023937284946442,0.22598868608474731,0.19612561166286469,0.21184112131595612,0.08464276790618896,0.23488003015518188,0.135940283536911
robert,0.24709556996822357,0.9999999403953552,0.3082309365272522,0.20409522950649261,0.162705197930336,0.17799386382102966,0.22155319154262543,0.1948658525943756,0.09410787373781204,0.19143742322921753,0.11293095350265503
dinwiddie,0.42998602986335754,0.3082309365272522,0.9999999403953552,0.3367712199687958,0.21497155725955963,0.2992565631866455,0.38193103671073914,0.1934322863817215,0.2450401484966278,0.32049351930618286,0.14249292016029358
of,0.3099994957447052,0.2398476004600525,0.30485424399375916,0.37755560874938965,0.32280945777893066,0.24637944996356964,0.5696388483047485,0.33290785551071167,0.3339146077632904,0.20467796921730042,0.1826142966747284
virginia,0.294755220413208,0.19217364490032196,0.4463852345943451,0.20779794454574585,0.15984635055065155,0.1261640042066574,0.2449580281972885,0.19189345836639404,0.16476266086101532,0.17881958186626434,0.18036006391048431
was,0.2944706380367279,0.24186499416828156,0.38189950585365295,0.5927209258079529,0.3694365322589874,0.18636870384216309,0.45514053106307983,0.22111038863658905,0.22764991223812103,0.2293137013912201,0.18412111699581146
an,0.2083992213010788,0.162705197930336,0.21497155725955963,0.22327841818332672,1.0,0.22357270121574402,0.2605783939361572,0.2821882665157318,0.28820937871932983,0.13791987299919128,0.19793890416622162
investor,0.3343188762664795,0.18396322429180145,0.3183879554271698,0.1913595348596573,0.17672662436962128,0.757793664932251,0.18909695744514465,0.16607622802257538,0.2593653202056885,0.35503605008125305,0.16433392465114594
in,0.27211645245552063,0.22155319154262543,0.38193103671073914,0.385026752948761,0.2605783939361572,0.19176560640335083,1.0,0.30808621644973755,0.32483354210853577,0.22141718864440918,0.20430970191955566
the,0.30719566345214844,0.2257954627275467,0.3434600830078125,0.3875846862792969,0.4207492768764496,0.20950904488563538,0.6662389636039734,0.42745697498321533,0.3497554361820221,0.26591673493385315,0.22068053483963013
ohio,0.30272576212882996,0.11081291735172272,0.3490576148033142,0.17652679979801178,0.15379884839057922,0.10033649206161499,0.2508675754070282,0.10887482017278671,0.1629137247800827,0.19065408408641815,0.10064033418893814
company,0.30724018812179565,0.19143742322921753,0.32049351930618286,0.19269630312919617,0.13791987299919128,0.43397653102874756,0.22141718864440918,0.2333769053220749,0.10954487323760986,1.0,0.12195809185504913
",",0.3210831880569458,0.22878289222717285,0.3353846073150635,0.35487717390060425,0.3581022024154663,0.2384718954563141,0.5201468467712402,0.3087472915649414,0.3020692467689514,0.2697763442993164,0.31091248989105225
which,0.20563924312591553,0.14939574897289276,0.193998783826828,0.3188965916633606,0.3611921966075897,0.25931960344314575,0.4840516746044159,0.5261979103088379,0.38910067081451416,0.25990763306617737,0.25814583897590637
stood,0.19433952867984772,0.06063809245824814,0.3379489481449127,0.3786739110946655,0.1459280550479889,0.09772613644599915,0.20745345950126648,0.2212754786014557,0.16604824364185333,0.14028993248939514,0.12488352507352829
to,0.22605642676353455,0.16130879521369934,0.2388167828321457,0.37984350323677063,0.3138085603713989,0.2513584792613983,0.45010748505592346,0.455847829580307,0.2456361949443817,0.24903783202171326,0.29463258385658264
lose,0.12188322097063065,0.05115776136517525,0.11203809082508087,0.2950643002986908,0.13646574318408966,0.2286161631345749,0.26334479451179504,0.26612868905067444,0.16129927337169647,0.15125517547130585,0.18494220077991486
money,0.27280905842781067,0.10324922204017639,0.3552086353302002,0.32399600744247437,0.13617588579654694,0.5758501887321472,0.2393328845500946,0.2704482674598694,0.21202971041202545,0.3170836269855499,0.2069680541753769
if,0.1794811189174652,0.17216354608535767,0.1521202176809311,0.2436254769563675,0.26347705721855164,0.2475856989622116,0.2589588761329651,0.5277165174484253,0.18800362944602966,0.1588779091835022,0.4441644251346588
the,0.30719566345214844,0.2257954627275467,0.3434600830078125,0.3875846862792969,0.4207492768764496,0.20950904488563538,0.6662389636039734,0.42745697498321533,0.3497554361820221,0.26591673493385315,0.22068053483963013
french,0.25079575181007385,0.2261812388896942,0.23536810278892517,0.1956298053264618,0.17262065410614014,0.16271236538887024,0.22093388438224792,0.17393042147159576,0.16806495189666748,0.1315305233001709,0.1386883556842804
held,0.25190022587776184,0.14656758308410645,0.2929733395576477,0.289316862821579,0.09179631620645523,0.128102645277977,0.3127288818359375,0.0974166989326477,0.17638567090034485,0.14776583015918732,0.14103956520557404
their,0.1716947704553604,0.14344777166843414,0.23249053955078125,0.4145275354385376,0.19624626636505127,0.19997811317443848,0.34976133704185486,0.35142919421195984,0.24570980668067932,0.19651755690574646,0.1898253709077835
claim,0.22284089028835297,0.13819639384746552,0.1590881198644638,0.23739901185035706,0.1815912276506424,0.27740395069122314,0.16881313920021057,0.30214840173721313,0.292163610458374,0.186152845621109,0.2665664851665497
.,0.30704599618911743,0.25747326016426086,0.352607786655426,0.37348684668540955,0.3581749200820923,0.24897611141204834,0.5591574311256409,0.3567904531955719,0.27017319202423096,0.266353577375412,0.4130953550338745
