,during,which,season,did,abc,first,take,the,lead,spot,in,television,rating,?
the,0.4838213622570038,0.6521818041801453,0.2507155239582062,0.34736719727516174,0.2068762183189392,0.49448907375335693,0.31620436906814575,1.0,0.21995973587036133,0.3011874258518219,0.6662389636039734,0.24569597840309143,0.24654440581798553,0.22068053483963013
success,0.2832576632499695,0.25532251596450806,0.1991439163684845,0.33578285574913025,0.22851410508155823,0.3858335614204407,0.1754915416240692,0.2764457166194916,0.17007695138454437,0.22120925784111023,0.3020555078983307,0.21906433999538422,0.2892272472381592,0.1216118186712265
of,0.3869180977344513,0.5011631846427917,0.1598338931798935,0.2513895630836487,0.14607268571853638,0.3536086082458496,0.29282352328300476,0.733189046382904,0.19835850596427917,0.13715794682502747,0.5696388483047485,0.21995750069618225,0.20229244232177734,0.1826142966747284
roots,0.16193825006484985,0.26459187269210815,0.12394949793815613,0.1714051514863968,0.15622378885746002,0.17080989480018616,0.18629230558872223,0.2583441734313965,0.13314934074878693,0.15976275503635406,0.18261569738388062,0.15058469772338867,0.15478700399398804,0.09478887915611267
",",0.3225448727607727,0.3658004403114319,0.2232367992401123,0.3015086054801941,0.2097204476594925,0.34503069519996643,0.2881867289543152,0.4933079481124878,0.2561914026737213,0.16709648072719574,0.5201468467712402,0.27995240688323975,0.2322022169828415,0.31091248989105225
happy,0.12125188112258911,0.2121075838804245,0.18737204372882843,0.2522655427455902,0.1251838207244873,0.14469552040100098,0.23284101486206055,0.2117847055196762,0.1289525181055069,0.13954956829547882,0.19048242270946503,0.23214514553546906,0.14074134826660156,0.27375271916389465
days,0.3143676519393921,0.21783310174942017,0.27497604489326477,0.2182302623987198,0.174025297164917,0.20935626327991486,0.2955247759819031,0.2574930489063263,0.17259980738162994,0.16757774353027344,0.24827800691127777,0.1740061640739441,0.19196641445159912,0.2198754847049713
and,0.36462149024009705,0.506277859210968,0.2369309365749359,0.34479495882987976,0.16453155875205994,0.3167642652988434,0.296702116727829,0.5171257257461548,0.31077226996421814,0.2413957267999649,0.4954058527946472,0.29514092206954956,0.19924680888652802,0.20544172823429108
the,0.4838213622570038,0.6521818041801453,0.2507155239582062,0.34736719727516174,0.2068762183189392,0.49448907375335693,0.31620436906814575,1.0,0.21995973587036133,0.3011874258518219,0.6662389636039734,0.24569597840309143,0.24654440581798553,0.22068053483963013
love,0.12572363018989563,0.21517449617385864,0.19641637802124023,0.25939130783081055,0.22775214910507202,0.22348730266094208,0.16687516868114471,0.19631516933441162,0.20255833864212036,0.13219846785068512,0.2026566118001938,0.1656530499458313,0.13924451172351837,0.24261747300624847
boat,0.24480409920215607,0.21313714981079102,0.191989004611969,0.17652243375778198,0.19883042573928833,0.21698378026485443,0.25122955441474915,0.2424127608537674,0.1260824352502823,0.1974557489156723,0.1934967190027237,0.1775071769952774,0.11959752440452576,0.1711711287498474
allowed,0.2935246229171753,0.3234473168849945,0.13301806151866913,0.5197521448135376,0.11095034331083298,0.29975414276123047,0.3220432996749878,0.2985120713710785,0.13187327980995178,0.24869269132614136,0.23683252930641174,0.1982724815607071,0.19918017089366913,0.2309964895248413
the,0.4838213622570038,0.6521818041801453,0.2507155239582062,0.34736719727516174,0.2068762183189392,0.49448907375335693,0.31620436906814575,1.0,0.21995973587036133,0.3011874258518219,0.6662389636039734,0.24569597840309143,0.24654440581798553,0.22068053483963013
network,0.16544248163700104,0.27261900901794434,0.27325206995010376,0.08572790026664734,0.4295894205570221,0.2069581300020218,0.16849039494991302,0.27187061309814453,0.13148891925811768,0.11356093734502792,0.19496823847293854,0.4371747076511383,0.19841334223747253,0.17853789031505585
to,0.2828781306743622,0.5345056653022766,0.22382742166519165,0.4452643394470215,0.1762417107820511,0.3792489171028137,0.4075521230697632,0.535392165184021,0.23490607738494873,0.2075192630290985,0.45010748505592346,0.1933557242155075,0.22229662537574768,0.29463258385658264
take,0.27423176169395447,0.28362178802490234,0.1300298571586609,0.2583002746105194,0.17909680306911469,0.29357022047042847,1.0,0.31620436906814575,0.2899082899093628,0.18244878947734833,0.21975718438625336,0.1796734482049942,0.15680056810379028,0.21897350251674652
first,0.45377472043037415,0.3828166127204895,0.26634398102760315,0.33691170811653137,0.2403600513935089,1.0,0.29357022047042847,0.49448907375335693,0.16851212084293365,0.24185024201869965,0.4127444326877594,0.2787016034126282,0.20405596494674683,0.18701928853988647
place,0.3239164352416992,0.31738516688346863,0.2505936920642853,0.24020224809646606,0.13112665712833405,0.283309668302536,0.3971441090106964,0.4179787337779999,0.21784842014312744,0.3110887110233307,0.38128477334976196,0.17430277168750763,0.1511373072862625,0.2455766350030899
in,0.4627237319946289,0.4840516746044159,0.2184021919965744,0.2593238651752472,0.1697147786617279,0.4127444326877594,0.21975718438625336,0.6662389636039734,0.2055644989013672,0.18070589005947113,1.0,0.2689782977104187,0.16727057099342346,0.20430970191955566
the,0.4838213622570038,0.6521818041801453,0.2507155239582062,0.34736719727516174,0.2068762183189392,0.49448907375335693,0.31620436906814575,1.0,0.21995973587036133,0.3011874258518219,0.6662389636039734,0.24569597840309143,0.24654440581798553,0.22068053483963013
ratings,0.27374759316444397,0.2222868949174881,0.37128010392189026,0.22082966566085815,0.2876999080181122,0.1831122785806656,0.20670612156391144,0.23356813192367554,0.12250639498233795,0.2561337649822235,0.17289267480373383,0.34251588582992554,0.8219988346099854,0.19248855113983154
for,0.3448435664176941,0.44095608592033386,0.24490800499916077,0.318512886762619,0.22510288655757904,0.3800288736820221,0.33445194363594055,0.4739971458911896,0.29822173714637756,0.24385210871696472,0.4322226941585541,0.27045196294784546,0.26534613966941833,0.264628142118454
the,0.4838213622570038,0.6521818041801453,0.2507155239582062,0.34736719727516174,0.2068762183189392,0.49448907375335693,0.31620436906814575,1.0,0.21995973587036133,0.3011874258518219,0.6662389636039734,0.24569597840309143,0.24654440581798553,0.22068053483963013
first,0.45377472043037415,0.3828166127204895,0.26634398102760315,0.33691170811653137,0.2403600513935089,1.0,0.29357022047042847,0.49448907375335693,0.16851212084293365,0.24185024201869965,0.4127444326877594,0.2787016034126282,0.20405596494674683,0.18701928853988647
time,0.49996283650398254,0.325231671333313,0.26950058341026306,0.3567926585674286,0.17553414404392242,0.4013477563858032,0.30334821343421936,0.43061500787734985,0.19779279828071594,0.2120084911584854,0.3431483507156372,0.22630026936531067,0.21648716926574707,0.27391523122787476
in,0.4627237319946289,0.4840516746044159,0.2184021919965744,0.2593238651752472,0.1697147786617279,0.4127444326877594,0.21975718438625336,0.6662389636039734,0.2055644989013672,0.18070589005947113,1.0,0.2689782977104187,0.16727057099342346,0.20430970191955566
the,0.4838213622570038,0.6521818041801453,0.2507155239582062,0.34736719727516174,0.2068762183189392,0.49448907375335693,0.31620436906814575,1.0,0.21995973587036133,0.3011874258518219,0.6662389636039734,0.24569597840309143,0.24654440581798553,0.22068053483963013
1976–77,0.13643018901348114,0.04529410973191261,0.10686354339122772,0.13986630737781525,0.03650546446442604,0.09813196212053299,0.1564449667930603,0.06749222427606583,0.08268794417381287,0.10006645321846008,0.03705085813999176,-0.006435157265514135,0.14268524944782257,0.08782129734754562
season,0.30325618386268616,0.20103639364242554,1.0,0.19368280470371246,0.29887476563453674,0.26634398102760315,0.1300298571586609,0.2507155239582062,0.17934225499629974,0.2116614431142807,0.2184021919965744,0.28917866945266724,0.31314903497695923,0.16793298721313477
.,0.3485563397407532,0.45942068099975586,0.24674734473228455,0.35288307070732117,0.2567209303379059,0.4345304071903229,0.3045158088207245,0.5934505462646484,0.2305188626050949,0.22672997415065765,0.5591574311256409,0.2806251645088196,0.2531067430973053,0.4130953550338745
