,when,did,abc,adopt,it,'s,iconic,circle,logo,?
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.15031972527503967,0.5130809545516968,-0.037580832839012146,0.2800956070423126,0.17189548909664154,0.1848117560148239,0.20430970191955566
1957,-0.12161962687969208,-0.11595331132411957,-0.1557149738073349,0.018674569204449654,-0.008089006878435612,0.057361289858818054,-0.08819727599620819,0.012406513094902039,-0.1555430144071579,-0.11977791041135788
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.16473941504955292,0.48329564929008484,-0.0016132977325469255,0.24123728275299072,0.18733185529708862,0.20034073293209076,0.31091248989105225
just,0.46590861678123474,0.38283270597457886,0.15737098455429077,0.2549765408039093,0.5023440718650818,0.1000472754240036,0.22100141644477844,0.18042272329330444,0.24727807939052582,0.4144178032875061
before,0.5650408267974854,0.33642593026161194,0.15682047605514526,0.23639550805091858,0.34684064984321594,-0.01158253662288189,0.14265774190425873,0.11365608870983124,0.18023128807544708,0.2507109045982361
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.215359166264534,0.6251175999641418,-0.01540423184633255,0.2524588406085968,0.22970527410507202,0.2806010842323303,0.22068053483963013
television,0.19077982008457184,0.17055591940879822,0.46871840953826904,0.17672646045684814,0.17099279165267944,0.11021530628204346,0.24771209061145782,0.060155823826789856,0.19883376359939575,0.16825827956199646
network,0.19011130928993225,0.08572790026664734,0.4295894205570221,0.17933623492717743,0.27817267179489136,0.07819218933582306,0.15920644998550415,0.2204284518957138,0.2670271396636963,0.17853789031505585
began,0.25673019886016846,0.4415510594844818,0.2686883211135864,0.13840807974338531,0.16701442003250122,-0.026281554251909256,0.18849706649780273,0.10754717886447906,0.10025220364332199,0.1370266228914261
its,0.34032323956489563,0.19922670722007751,0.19045390188694,0.22868818044662476,0.5786119699478149,0.03202139586210251,0.2975958287715912,0.1598518043756485,0.3177327811717987,0.15103481709957123
first,0.4282494783401489,0.33691170811653137,0.2403600513935089,0.18108251690864563,0.3491429388523102,-0.014458609744906425,0.22158120572566986,0.13764412701129913,0.1942633092403412,0.18701928853988647
color,0.21349301934242249,0.19901683926582336,0.1639925241470337,0.13328178226947784,0.20800408720970154,-0.02538621611893177,0.12050288915634155,0.12660099565982819,0.2415272295475006,0.21299609541893005
broadcasts,0.2147672474384308,0.1614043265581131,0.43883949518203735,0.1559561789035797,0.21673744916915894,0.09407208114862442,0.16397856175899506,0.09587964415550232,0.28682759404182434,0.1364026516675949
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.16473941504955292,0.48329564929008484,-0.0016132977325469255,0.24123728275299072,0.18733185529708862,0.20034073293209076,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.215359166264534,0.6251175999641418,-0.01540423184633255,0.2524588406085968,0.22970527410507202,0.2806010842323303,0.22068053483963013
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.1589745581150055,0.17324577271938324,0.06670809537172318,0.23092737793922424,0.0819765031337738,0.23574566841125488,0.19065172970294952
logo,0.1824561208486557,0.13651727139949799,0.23574566841125488,0.222550168633461,0.28886300325393677,0.036982785910367966,0.3060659170150757,0.22424812614917755,1.0000001192092896,0.23347119987010956
consisted,0.13287827372550964,0.2354525625705719,0.14451783895492554,0.18199045956134796,0.1537046879529953,0.019784079864621162,0.1581977903842926,0.20595231652259827,0.11524760723114014,0.01278369128704071
of,0.3757161796092987,0.2513895630836487,0.14607268571853638,0.23068659007549286,0.38761502504348755,-0.03817026689648628,0.24920526146888733,0.2208588719367981,0.1528109908103943,0.1826142966747284
a,0.44397395849227905,0.2552328109741211,0.21331243216991425,0.21967531740665436,0.5452592968940735,0.04866964742541313,0.2699674665927887,0.18641255795955658,0.21248295903205872,0.23916715383529663
tiny,0.2539471983909607,0.1702941209077835,0.14277911186218262,0.13787975907325745,0.2484329491853714,0.10851044952869415,0.13162383437156677,0.1391378492116928,0.06905611604452133,0.11038310080766678
lowercase,0.2734346389770508,0.15862499177455902,0.20391492545604706,0.14266055822372437,0.2701099216938019,0.004732208792120218,0.20305129885673523,0.24233949184417725,0.3105415403842926,0.29795828461647034
``,0.07174111902713776,-0.029888948425650597,-0.04806871339678764,0.029735850170254707,0.035206809639930725,-0.03416389226913452,-0.019377391785383224,0.06529601663351059,-0.06913861632347107,0.0685480609536171
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.1589745581150055,0.17324577271938324,0.06670809537172318,0.23092737793922424,0.0819765031337738,0.23574566841125488,0.19065172970294952
'',-0.07688097655773163,0.01978493109345436,-0.05768610164523125,0.05487188324332237,-0.016964951530098915,-0.04859459400177002,0.05680066719651222,0.0793832316994667,0.029102830216288567,0.018684765323996544
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.15031972527503967,0.5130809545516968,-0.037580832839012146,0.2800956070423126,0.17189548909664154,0.1848117560148239,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.215359166264534,0.6251175999641418,-0.01540423184633255,0.2524588406085968,0.22970527410507202,0.2806010842323303,0.22068053483963013
center,0.17047400772571564,0.14647023379802704,0.1436024010181427,0.07959585636854172,0.2297804355621338,-0.006294060964137316,0.13655593991279602,0.23949725925922394,0.18053287267684937,0.12538520991802216
of,0.3757161796092987,0.2513895630836487,0.14607268571853638,0.23068659007549286,0.38761502504348755,-0.03817026689648628,0.24920526146888733,0.2208588719367981,0.1528109908103943,0.1826142966747284
a,0.44397395849227905,0.2552328109741211,0.21331243216991425,0.21967531740665436,0.5452592968940735,0.04866964742541313,0.2699674665927887,0.18641255795955658,0.21248295903205872,0.23916715383529663
large,0.2779814898967743,0.2084006518125534,0.08852197974920273,0.14107516407966614,0.2843167781829834,0.06319566071033478,0.13973236083984375,0.14396080374717712,0.12125729769468307,0.1355665624141693
lowercase,0.2734346389770508,0.15862499177455902,0.20391492545604706,0.14266055822372437,0.2701099216938019,0.004732208792120218,0.20305129885673523,0.24233949184417725,0.3105415403842926,0.29795828461647034
letter,0.26815468072891235,0.182692289352417,0.19459569454193115,0.10796818882226944,0.21411411464214325,0.1062178835272789,0.21418774127960205,0.22128096222877502,0.23022359609603882,0.14808706939220428
a,0.44397395849227905,0.2552328109741211,0.21331243216991425,0.21967531740665436,0.5452592968940735,0.04866964742541313,0.2699674665927887,0.18641255795955658,0.21248295903205872,0.23916715383529663
