,what,california,city,last,hosted,the,super,bowl,?
it,0.45803478360176086,0.1883031278848648,0.3001909852027893,0.23236626386642456,0.23161670565605164,0.6251175999641418,0.19638319313526154,0.1748591959476471,0.25732165575027466
is,0.28837618231773376,0.20727038383483887,0.3186660706996918,0.2445172220468521,0.18988433480262756,0.5823672413825989,0.15390309691429138,0.14233897626399994,0.22961433231830597
the,0.42745697498321533,0.2750805914402008,0.35769423842430115,0.3698786795139313,0.2576315402984619,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
first,0.28086137771606445,0.20105555653572083,0.20456640422344208,0.5431418418884277,0.24027997255325317,0.49448907375335693,0.2717077434062958,0.20817767083644867,0.18701928853988647
super,0.13651713728904724,0.15213294327259064,0.14329007267951965,0.17231976985931396,0.1794566810131073,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.22235432267189026,0.18699099123477936,0.20327796041965485,0.17901405692100525,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
held,0.0974166989326477,0.17937809228897095,0.21825216710567474,0.20021413266658783,0.4446128308773041,0.32185450196266174,0.1602509617805481,0.1913566142320633,0.14103956520557404
in,0.30808621644973755,0.2772824168205261,0.3911624252796173,0.30714505910873413,0.2707974314689636,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.42745697498321533,0.2750805914402008,0.35769423842430115,0.3698786795139313,0.2576315402984619,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
san,0.19375550746917725,0.5170050263404846,0.32193511724472046,0.15585462749004364,0.1884586364030838,0.2858080565929413,0.15279507637023926,0.18508543074131012,0.10952327400445938
francisco,0.17887917160987854,0.5200812816619873,0.26995041966438293,0.16255201399326324,0.1864740401506424,0.25086042284965515,0.1658499836921692,0.20152677595615387,0.1020219698548317
bay,0.20251236855983734,0.272103875875473,0.23851460218429565,0.1800021380186081,0.17865930497646332,0.2441686987876892,0.12241406738758087,0.1972428411245346,0.10773546993732452
area,0.21965408325195312,0.18134087324142456,0.41959723830223083,0.1486259549856186,0.13607744872570038,0.37834644317626953,0.09147491306066513,0.19680163264274597,0.12640461325645447
since,0.29783400893211365,0.2154780477285385,0.2516091465950012,0.3911735415458679,0.3413774073123932,0.4054957628250122,0.13119962811470032,0.14065173268318176,0.2876587212085724
super,0.13651713728904724,0.15213294327259064,0.14329007267951965,0.17231976985931396,0.1794566810131073,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.22235432267189026,0.18699099123477936,0.20327796041965485,0.17901405692100525,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
xix,0.0627463161945343,0.14810317754745483,0.15355294942855835,0.27588436007499695,0.1732555627822876,0.2647514343261719,0.36064285039901733,0.3306947350502014,0.1777612268924713
in,0.30808621644973755,0.2772824168205261,0.3911624252796173,0.30714505910873413,0.2707974314689636,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
1985,0.07759413868188858,0.04858731850981712,0.04559405893087387,-0.07435119897127151,0.0833524614572525,0.02310241386294365,-0.05335182696580887,-0.05126553773880005,-0.03005216084420681
",",0.3087472915649414,0.2704589068889618,0.35839709639549255,0.29026782512664795,0.27969205379486084,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.31309178471565247,0.2441616654396057,0.2827445864677429,0.25967320799827576,0.24906118214130402,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
the,0.42745697498321533,0.2750805914402008,0.35769423842430115,0.3698786795139313,0.2576315402984619,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
first,0.28086137771606445,0.20105555653572083,0.20456640422344208,0.5431418418884277,0.24027997255325317,0.49448907375335693,0.2717077434062958,0.20817767083644867,0.18701928853988647
in,0.30808621644973755,0.2772824168205261,0.3911624252796173,0.30714505910873413,0.2707974314689636,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
california,0.1811584085226059,1.0,0.2801341712474823,0.15623831748962402,0.16978399455547333,0.2750805914402008,0.15213294327259064,0.22235432267189026,0.1409905105829239
