,when,did,tesla,move,to,new,york,city,?
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.23030683398246765,0.45010748505592346,0.3758552670478821,0.2961827218532562,0.3911624252796173,0.20430970191955566
june,0.2469879388809204,0.26244688034057617,0.10874199122190475,0.1844257265329361,0.22441016137599945,0.25219395756721497,0.23890821635723114,0.22381165623664856,0.31416764855384827
1884,0.004922932013869286,-0.019103914499282837,0.029632732272148132,0.0378652960062027,0.0789077877998352,-0.011487593874335289,-0.012002089060842991,0.16422134637832642,-0.08445221930742264
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.25767531991004944,0.44245919585227966,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.31091248989105225
he,0.39115971326828003,0.3292143940925598,0.12373391538858414,0.19217868149280548,0.385390967130661,0.2739552855491638,0.26895642280578613,0.2717975378036499,0.2089974731206894
relocated,0.20651556551456451,0.2389494925737381,0.1250636875629425,0.28982797265052795,0.2634791433811188,0.22982852160930634,0.22583729028701782,0.2967595160007477,0.0634486973285675
to,0.5423505902290344,0.4452643394470215,0.17548894882202148,0.37858664989471436,1.0,0.33159172534942627,0.22230617702007294,0.20300441980361938,0.29463258385658264
new,0.257220059633255,0.227974995970726,0.15999311208724976,0.16426461935043335,0.33159172534942627,0.9999999403953552,0.7252664566040039,0.3555362820625305,0.14782847464084625
york,0.21644815802574158,0.16606222093105316,0.15629629790782928,0.11653122305870056,0.22230617702007294,0.7252664566040039,1.0,0.4437188506126404,0.15262620151042938
city:57–60,0.08957821875810623,0.07122548669576645,0.16204328835010529,0.10911712795495987,0.15648573637008667,0.3212572932243347,0.39336952567100525,0.706089973449707,0.20498128235340118
where,0.5747735500335693,0.24159270524978638,0.12761090695858002,0.3954756259918213,0.47735077142715454,0.26026442646980286,0.21910661458969116,0.2686662971973419,0.24793872237205505
he,0.39115971326828003,0.3292143940925598,0.12373391538858414,0.19217868149280548,0.385390967130661,0.2739552855491638,0.26895642280578613,0.2717975378036499,0.2089974731206894
was,0.37326499819755554,0.41399896144866943,0.16455206274986267,0.1574081927537918,0.3636345863342285,0.2748313844203949,0.2746913433074951,0.3188765048980713,0.18412111699581146
hired,0.21807418763637543,0.368927001953125,0.15152283012866974,0.14576971530914307,0.32017654180526733,0.2424842119216919,0.27731218934059143,0.12720467150211334,0.1434362679719925
by,0.4376842677593231,0.18574509024620056,0.16513796150684357,0.18146000802516937,0.33534231781959534,0.25394493341445923,0.2363547831773758,0.21020644903182983,0.17966607213020325
thomas,0.19259870052337646,0.20728807151317596,0.21892967820167542,0.13484686613082886,0.1928519904613495,0.16022062301635742,0.2071814090013504,0.1756550371646881,0.16133050620555878
edison,0.25418660044670105,0.1372239738702774,0.35526686906814575,0.1312781423330307,0.21176284551620483,0.31342771649360657,0.33205801248550415,0.1856289952993393,0.10244420915842056
to,0.5423505902290344,0.4452643394470215,0.17548894882202148,0.37858664989471436,1.0,0.33159172534942627,0.22230617702007294,0.20300441980361938,0.29463258385658264
work,0.2500542998313904,0.336654931306839,0.2545209228992462,0.34735122323036194,0.3482864499092102,0.2501217722892761,0.21467359364032745,0.12649786472320557,0.2621155381202698
at,0.38876327872276306,0.28390252590179443,0.16552478075027466,0.21947361528873444,0.36524343490600586,0.1898733228445053,0.2137436866760254,0.2310783565044403,0.21978627145290375
his,0.37120407819747925,0.3546801507472992,0.1580733060836792,0.19469550251960754,0.3715193271636963,0.24132801592350006,0.2475155144929886,0.1923673152923584,0.18075084686279297
edison,0.25418660044670105,0.1372239738702774,0.35526686906814575,0.1312781423330307,0.21176284551620483,0.31342771649360657,0.33205801248550415,0.1856289952993393,0.10244420915842056
machine,0.2517889738082886,0.14258401095867157,0.2521411180496216,0.1802031546831131,0.1634126603603363,0.1293853521347046,0.10228317975997925,0.1416618376970291,0.17587624490261078
works,0.2696959376335144,0.17949827015399933,0.20543460547924042,0.20883242785930634,0.22564561665058136,0.17368952929973602,0.1864195317029953,0.1283625364303589,0.19597402215003967
on,0.37706470489501953,0.2670976221561432,0.16159376502037048,0.2874688506126404,0.41031414270401,0.31106263399124146,0.2789517641067505,0.2549738585948944,0.2714994251728058
manhattan,0.20160408318042755,0.1959509253501892,0.19268673658370972,0.1453031450510025,0.2035611867904663,0.4747370779514313,0.6139028072357178,0.3909684419631958,0.08787932246923447
's,-0.03368149697780609,0.05069678649306297,0.06449045985937119,0.03534839302301407,0.03782717138528824,-0.008355522528290749,-0.02817569300532341,0.004406440537422895,-0.023395681753754616
lower,0.19194231927394867,0.1054062619805336,0.16620974242687225,0.20553834736347198,0.233318492770195,0.2116442620754242,0.15693241357803345,0.16680219769477844,0.08471795171499252
east,0.23069076240062714,0.17160435020923615,0.07547537237405777,0.1500614583492279,0.24717837572097778,0.2007821798324585,0.20359237492084503,0.3674589693546295,0.10070597380399704
side,0.2733898162841797,0.19660846889019012,0.10926658660173416,0.23784714937210083,0.2686329185962677,0.1991749107837677,0.1510649025440216,0.16394010186195374,0.07831130921840668
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.31650546193122864,0.4645031690597534,0.35031336545944214,0.28861045837402344,0.29856356978416443,0.4130953550338745
