,in,addition,to,watt,",",boulton,and,smeaton,",",whose,engine,was,an,atmosphere,design,?
boulton,0.2572387158870697,0.15368247032165527,0.22932593524456024,0.44902464747428894,0.2906629741191864,1.0,0.31817471981048584,0.5742351412773132,0.2906629741191864,0.21798674762248993,0.27492907643318176,0.3204253315925598,0.21984539926052094,0.1439439207315445,0.242099329829216,0.10306169092655182
and,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.22779549658298492,0.6633074283599854,0.31817471981048584,1.0,0.31958678364753723,0.6633074283599854,0.3339773118495941,0.18437977135181427,0.3740963041782379,0.2838519215583801,0.273572713136673,0.21815341711044312,0.20544172823429108
watt,0.14650258421897888,0.15358208119869232,0.18281418085098267,1.0,0.18948227167129517,0.44902464747428894,0.22779549658298492,0.26900699734687805,0.18948227167129517,0.1396898478269577,0.31998884677886963,0.20568017661571503,0.16085246205329895,0.16145966947078705,0.24379363656044006,0.16354146599769592
's,-0.037580832839012146,-0.07300050556659698,0.03782717138528824,-0.022533712908625603,-0.0016132977325469255,0.07558367401361465,0.06895173341035843,0.09042929112911224,-0.0016132977325469255,-0.019954677671194077,0.044662050902843475,0.008974763564765453,0.025255560874938965,0.0077118780463933945,0.04322526603937149,-0.023395681753754616
early,0.34672921895980835,0.18294823169708252,0.24557004868984222,0.19764328002929688,0.3022546172142029,0.22148989140987396,0.29847630858421326,0.2040950506925583,0.3022546172142029,0.19388730823993683,0.12666913866996765,0.4148794412612915,0.21947315335273743,0.23882940411567688,0.2134324014186859,0.15272949635982513
engines,0.18084456026554108,0.12980473041534424,0.24536406993865967,0.30462056398391724,0.20245449244976044,0.3047540485858917,0.21148960292339325,0.14972148835659027,0.20245449244976044,0.16312415897846222,0.8767010569572449,0.18948708474636078,0.1675238460302353,0.28295719623565674,0.38155606389045715,0.18940703570842743
used,0.3090210556983948,0.23474827408790588,0.40058770775794983,0.1704828441143036,0.3120402991771698,0.14349064230918884,0.3150506615638733,0.2746405601501465,0.3120402991771698,0.1992245465517044,0.21100758016109467,0.23679393529891968,0.25728896260261536,0.2165047526359558,0.22842220962047577,0.22430120408535004
half,0.25644969940185547,0.19962912797927856,0.21248666942119598,0.21840275824069977,0.26690807938575745,0.18510064482688904,0.2865435779094696,0.19076281785964966,0.26690807938575745,0.24510392546653748,0.07013247162103653,0.21022500097751617,0.14947959780693054,0.14318522810935974,0.12190176546573639,0.07471233606338501
as,0.3887844979763031,0.3581290543079376,0.42092081904411316,0.2473362237215042,0.48816442489624023,0.25423628091812134,0.49487000703811646,0.31624534726142883,0.48816442489624023,0.3202406167984009,0.15144379436969757,0.3677520453929901,0.37218472361564636,0.20602615177631378,0.21253643929958344,0.27043893933296204
much,0.2725222110748291,0.26854225993156433,0.40610215067863464,0.19437173008918762,0.36182254552841187,0.19068188965320587,0.38395699858665466,0.1915234625339508,0.36182254552841187,0.23060178756713867,0.21749742329120636,0.2580166161060333,0.2866077721118927,0.3395298421382904,0.2621619999408722,0.23442231118679047
coal,0.25431546568870544,0.13946807384490967,0.20023773610591888,0.3027905523777008,0.2299477756023407,0.2241576761007309,0.23463141918182373,0.22605584561824799,0.2299477756023407,0.1115737333893776,0.2546955347061157,0.18313007056713104,0.13186316192150116,0.33319589495658875,0.16884282231330872,0.10339318215847015
as,0.3887844979763031,0.3581290543079376,0.42092081904411316,0.2473362237215042,0.48816442489624023,0.25423628091812134,0.49487000703811646,0.31624534726142883,0.48816442489624023,0.3202406167984009,0.15144379436969757,0.3677520453929901,0.37218472361564636,0.20602615177631378,0.21253643929958344,0.27043893933296204
john,0.22177861630916595,0.09770848602056503,0.2070634365081787,0.24757862091064453,0.23961079120635986,0.3519740700721741,0.21634717285633087,0.36253097653388977,0.23961079120635986,0.24528633058071136,0.1436057686805725,0.2875721752643585,0.16678237915039062,0.14692464470863342,0.1501639187335968,0.13162356615066528
smeaton,0.24687448143959045,0.1698370724916458,0.21292546391487122,0.26900699734687805,0.3304162919521332,0.5742351412773132,0.31958678364753723,1.0,0.3304162919521332,0.15557824075222015,0.14822524785995483,0.27758386731147766,0.21552340686321259,0.1892101764678955,0.2519107758998871,0.1518121063709259
's,-0.037580832839012146,-0.07300050556659698,0.03782717138528824,-0.022533712908625603,-0.0016132977325469255,0.07558367401361465,0.06895173341035843,0.09042929112911224,-0.0016132977325469255,-0.019954677671194077,0.044662050902843475,0.008974763564765453,0.025255560874938965,0.0077118780463933945,0.04322526603937149,-0.023395681753754616
improved,0.2403203547000885,0.28952717781066895,0.22972281277179718,0.26211056113243103,0.267753005027771,0.2279461771249771,0.2351309210062027,0.17062903940677643,0.267753005027771,0.13751833140850067,0.35964372754096985,0.2274889498949051,0.23069146275520325,0.20325599610805511,0.34668824076652527,0.22755856812000275
version,0.19599339365959167,0.2600244879722595,0.24018406867980957,0.1191042885184288,0.2078275829553604,0.15463711321353912,0.1978406310081482,0.1509580761194229,0.2078275829553604,0.17442505061626434,0.23894956707954407,0.297456830739975,0.24099896848201752,0.12081220000982285,0.25855475664138794,0.2573966085910797
of,0.5696388483047485,0.27503931522369385,0.41548454761505127,0.21599632501602173,0.4946078956127167,0.21138660609722137,0.5116966962814331,0.2466539591550827,0.4946078956127167,0.37058958411216736,0.17095594108104706,0.4069072902202606,0.32280945777893066,0.1981431096792221,0.2522938847541809,0.1826142966747284
newcomen,0.20474155247211456,0.09901674836874008,0.28331831097602844,0.25657278299331665,0.29110631346702576,0.2645115256309509,0.2528444230556488,0.24295400083065033,0.29110631346702576,0.16034339368343353,0.3742743134498596,0.1923932433128357,0.17987559735774994,0.18473213911056519,0.2776823043823242,0.2543369233608246
's,-0.037580832839012146,-0.07300050556659698,0.03782717138528824,-0.022533712908625603,-0.0016132977325469255,0.07558367401361465,0.06895173341035843,0.09042929112911224,-0.0016132977325469255,-0.019954677671194077,0.044662050902843475,0.008974763564765453,0.025255560874938965,0.0077118780463933945,0.04322526603937149,-0.023395681753754616
.,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.25756895542144775,0.6812511086463928,0.27211812138557434,0.588965117931366,0.3301877975463867,0.6812511086463928,0.2718997597694397,0.21814921498298645,0.40146201848983765,0.3581749200820923,0.202870711684227,0.24995818734169006,0.4130953550338745
