,how,many,touchdowns,did,jonathan,stewart,have,in,13,games,?
the,0.33890387415885925,0.4335206151008606,0.20508192479610443,0.34736719727516174,0.15282690525054932,0.2287025898694992,0.40389683842658997,0.6662389636039734,-0.007407139986753464,0.2676136791706085,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.4128744304180145,0.189295694231987,0.23954832553863525,0.26768237352371216,0.2049359530210495,0.2115829735994339,0.07839319854974747,0.38664546608924866,0.16608978807926178
offense,0.18130072951316833,0.12988217175006866,0.4389195144176483,0.2501390278339386,0.1120106428861618,0.1268583983182907,0.3047037124633789,0.17413577437400818,-0.042373865842819214,0.28357234597206116,0.28476977348327637
",",0.22659391164779663,0.40610817074775696,0.23933975398540497,0.3015086054801941,0.2162175178527832,0.3313421905040741,0.3541618287563324,0.5201468467712402,0.028695285320281982,0.2778109014034271,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.216342493891716,0.2750149369239807,0.1298314481973648,0.11418874561786652,0.49652695655822754,0.4840516746044159,0.020414112135767937,0.2158995121717453,0.25814583897590637
led,0.15437260270118713,0.2798413932323456,0.25404688715934753,0.3213953971862793,0.14310233294963837,0.26035210490226746,0.23052383959293365,0.2990247309207916,0.132394477725029,0.110885851085186,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.20508192479610443,0.34736719727516174,0.15282690525054932,0.2287025898694992,0.40389683842658997,0.6662389636039734,-0.007407139986753464,0.2676136791706085,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,0.5764902234077454,0.16524574160575867,0.2714367210865021,0.22777032852172852,0.18029768764972687,0.12599408626556396,0.01460123062133789,0.3467232584953308,0.10610254108905792
in,0.2601168751716614,0.41474202275276184,0.17643709480762482,0.2593238651752472,0.1474817991256714,0.2197740226984024,0.36843645572662354,1.0,0.02730540931224823,0.24802106618881226,0.20430970191955566
scoring,0.18229861557483673,0.1311546415090561,0.5157778263092041,0.1931239515542984,0.14063657820224762,0.19275088608264923,0.12930184602737427,0.19487565755844116,-0.03487425297498703,0.3612034022808075,0.0971682071685791
(,0.1676948219537735,0.1455259770154953,0.18674080073833466,0.18979617953300476,0.17422457039356232,0.23051737248897552,0.23072676360607147,0.3087427020072937,0.027452724054455757,0.1497989296913147,0.40561532974243164
500,-0.08018337935209274,-0.11001478880643845,-0.1254347562789917,-0.19424214959144592,0.08797099441289902,-0.005115873645991087,-0.05572652444243431,-0.01686781458556652,-0.05835942551493645,-0.15912126004695892,0.05473969131708145
points,0.22446410357952118,0.17477619647979736,0.4313935339450836,0.2069225311279297,0.11010662466287613,0.16812629997730255,0.25485432147979736,0.1616203784942627,0.012589389458298683,0.30948710441589355,0.11006313562393188
),0.17939934134483337,0.16602720320224762,0.19843259453773499,0.18584993481636047,0.1712670773267746,0.22082041203975677,0.22866283357143402,0.3326910734176636,0.024714315310120583,0.16467858850955963,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.23933975398540497,0.3015086054801941,0.2162175178527832,0.3313421905040741,0.3541618287563324,0.5201468467712402,0.028695285320281982,0.2778109014034271,0.31091248989105225
was,0.16678167879581451,0.260356068611145,0.2174215018749237,0.41399896144866943,0.19723595678806305,0.2910071313381195,0.2863433063030243,0.45514053106307983,0.020193999633193016,0.21596553921699524,0.18412111699581146
loaded,0.15680603682994843,0.21195508539676666,0.17635361850261688,0.09509504586458206,0.12447221577167511,0.10861333459615707,0.23484936356544495,0.18317674100399017,-0.06625542044639587,0.21081647276878357,0.23396320641040802
with,0.3525622487068176,0.35744401812553406,0.2383706271648407,0.25472134351730347,0.17328155040740967,0.22939832508563995,0.48046383261680603,0.4080928862094879,-0.04229801148176193,0.23660777509212494,0.2433311939239502
talent,0.22808058559894562,0.2327459454536438,0.255023330450058,0.2546952962875366,0.17162944376468658,0.19670245051383972,0.19563105702400208,0.2388242483139038,0.015746643766760826,0.1853899210691452,0.16550226509571075
",",0.22659391164779663,0.40610817074775696,0.23933975398540497,0.3015086054801941,0.2162175178527832,0.3313421905040741,0.3541618287563324,0.5201468467712402,0.028695285320281982,0.2778109014034271,0.31091248989105225
boasting,0.3074793219566345,0.3160076439380646,0.16114571690559387,0.18090026080608368,0.1069202721118927,0.16605961322784424,0.3273068368434906,0.26482847332954407,-0.12347585707902908,0.16222701966762543,0.24996808171272278
six,0.20644865930080414,0.37673795223236084,0.23866650462150574,0.20388470590114594,0.16867314279079437,0.14703720808029175,0.32482776045799255,0.3013422191143036,0.012511269189417362,0.2226426899433136,0.15298804640769958
pro,0.18713277578353882,0.13571034371852875,0.199878990650177,0.14497412741184235,0.09589014202356339,0.1160283014178276,0.16766418516635895,0.152218297123909,0.03239866718649864,0.21350322663784027,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.432915598154068,0.18569406867027283,0.1538875848054886,0.17202702164649963,0.19536113739013672,0.17236235737800598,0.017800776287913322,0.2931278944015503,0.21118052303791046
selections,0.29313933849334717,0.2996109426021576,0.23157379031181335,0.20442557334899902,0.16841378808021545,0.15633027255535126,0.29340502619743347,0.19756057858467102,-0.033988285809755325,0.23982545733451843,0.25070586800575256
.,0.3287222981452942,0.3974229395389557,0.208820641040802,0.35288307070732117,0.15972016751766205,0.2708050012588501,0.41614407300949097,0.5591574311256409,0.041442494839429855,0.27173087000846863,0.4130953550338745
,how,many,touchdowns,did,jonathan,stewart,have,in,13,games,?
