,what,was,old,briton,'s,response,to,celeron,?
``,0.008517155423760414,-0.012679691426455975,-0.007611577399075031,-0.0031709489412605762,-0.03416389226913452,0.06285130977630615,0.06720756739377975,-0.012746859341859818,0.0685480609536171
old,0.22117848694324493,0.2867572605609894,1.0000001192092896,0.14478011429309845,0.14042171835899353,0.09354967623949051,0.2412436157464981,0.10062909126281738,0.20577076077461243
briton,0.22465844452381134,0.3336631655693054,0.14478011429309845,0.9999998807907104,0.0034727773163467646,0.10305148363113403,0.2311343103647232,0.17804303765296936,0.19319112598896027
'',0.08143015950918198,0.04456103965640068,0.010903947055339813,-8.798392809694633e-05,-0.04859459400177002,-0.10968024283647537,-0.009905828163027763,0.013078061863780022,0.018684765323996544
ignored,0.3548198938369751,0.22753238677978516,0.159358948469162,0.1824159026145935,-0.016741860657930374,0.3857091963291168,0.317067950963974,0.08279217034578323,0.2698345482349396
the,0.42745697498321533,0.48711544275283813,0.31849798560142517,0.24138320982456207,-0.01540423184633255,0.28909924626350403,0.535392165184021,0.2833483815193176,0.22068053483963013
warning,0.30626335740089417,0.14190545678138733,0.1439807116985321,0.17756061255931854,-0.05218609794974327,0.33505287766456604,0.24417491257190704,0.0322037972509861,0.29772210121154785
.,0.3567904531955719,0.40146201848983765,0.32390445470809937,0.14560845494270325,-0.003708066651597619,0.2878446877002716,0.4645031690597534,0.23717518150806427,0.4130953550338745
,what,was,old,briton,'s,response,to,celeron,?
céloron,0.2109757363796234,0.2376924753189087,0.2073020190000534,0.15736329555511475,0.03577094525098801,0.052857693284749985,0.1973920613527298,0.4971884787082672,0.21622054278850555
threatened,0.18488946557044983,0.20053920149803162,0.14552786946296692,0.15287943184375763,0.09030251950025558,0.28804561495780945,0.2676365375518799,0.05503377318382263,0.1536843329668045
``,0.008517155423760414,-0.012679691426455975,-0.007611577399075031,-0.0031709489412605762,-0.03416389226913452,0.06285130977630615,0.06720756739377975,-0.012746859341859818,0.0685480609536171
old,0.22117848694324493,0.2867572605609894,1.0000001192092896,0.14478011429309845,0.14042171835899353,0.09354967623949051,0.2412436157464981,0.10062909126281738,0.20577076077461243
briton,0.22465844452381134,0.3336631655693054,0.14478011429309845,0.9999998807907104,0.0034727773163467646,0.10305148363113403,0.2311343103647232,0.17804303765296936,0.19319112598896027
'',0.08143015950918198,0.04456103965640068,0.010903947055339813,-8.798392809694633e-05,-0.04859459400177002,-0.10968024283647537,-0.009905828163027763,0.013078061863780022,0.018684765323996544
with,0.2464839518070221,0.27411898970603943,0.20720098912715912,0.17734311521053314,-0.04624466598033905,0.19723214209079742,0.4239959120750427,0.2736569046974182,0.2433311939239502
severe,0.19308151304721832,0.1709052473306656,0.1765669733285904,0.14677299559116364,0.0036323450040072203,0.26441866159439087,0.24130137264728546,0.008648647926747799,0.19589418172836304
consequences,0.3517453372478485,0.17892445623874664,0.09992735832929611,0.20510341227054596,0.05309326946735382,0.4154268801212311,0.3251718580722809,0.08380837738513947,0.2676798105239868
if,0.5277165174484253,0.16164100170135498,0.20183740556240082,0.17281141877174377,-0.0015437148977071047,0.2783529460430145,0.4559597074985504,0.10503099113702774,0.4441644251346588
he,0.3114890456199646,0.5410010814666748,0.29039672017097473,0.26694467663764954,0.024063590914011,0.1881110966205597,0.385390967130661,0.18588118255138397,0.2089974731206894
continued,0.17878234386444092,0.40578481554985046,0.17985102534294128,0.24029378592967987,0.02139776200056076,0.2007244974374771,0.33327484130859375,0.07606130093336105,0.10404038429260254
to,0.455847829580307,0.3636345863342285,0.2412436157464981,0.2311343103647232,0.03782717138528824,0.277526319026947,1.0,0.22752350568771362,0.29463258385658264
trade,0.1555381417274475,0.19989590346813202,0.13242246210575104,0.14801350235939026,0.08304908871650696,0.17527057230472565,0.2781698405742645,0.10463004559278488,0.09336511790752411
with,0.2464839518070221,0.27411898970603943,0.20720098912715912,0.17734311521053314,-0.04624466598033905,0.19723214209079742,0.4239959120750427,0.2736569046974182,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,0.31849798560142517,0.24138320982456207,-0.01540423184633255,0.28909924626350403,0.535392165184021,0.2833483815193176,0.22068053483963013
british,0.19255435466766357,0.31934812664985657,0.12144297361373901,0.4294159710407257,0.06352180242538452,0.18714885413646698,0.22690963745117188,0.10152936726808548,0.09711728990077972
.,0.3567904531955719,0.40146201848983765,0.32390445470809937,0.14560845494270325,-0.003708066651597619,0.2878446877002716,0.4645031690597534,0.23717518150806427,0.4130953550338745
