,who,did,the,dutch,fight,in,the,dutch,revolt,?
some,0.3978389501571655,0.42553430795669556,0.4566698372364044,0.13675643503665924,0.24592725932598114,0.4010399878025055,0.4566698372364044,0.13675643503665924,0.20225445926189423,0.2562315762042999
huguenots,0.30634063482284546,0.2420482039451599,0.30745792388916016,0.37400156259536743,0.23946258425712585,0.25916293263435364,0.30745792388916016,0.37400156259536743,0.41753843426704407,0.16010338068008423
fought,0.26828768849372864,0.244978666305542,0.30367159843444824,0.16253729164600372,0.5984284281730652,0.27511686086654663,0.30367159843444824,0.16253729164600372,0.38871699571609497,0.15288178622722626
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.17559829354286194,0.20735964179039001,1.0,0.6662389636039734,0.17559829354286194,0.1841784566640854,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,1.0,0.1705695390701294,0.28874441981315613,0.6662389636039734,1.0,0.1705695390701294,0.26279088854789734,0.22068053483963013
low,0.16145439445972443,0.17553527653217316,0.2544175982475281,0.19933964312076569,0.19197984039783478,0.21458278596401215,0.2544175982475281,0.19933964312076569,0.12935197353363037,0.10658930987119675
countries,0.3002627491950989,0.2888847887516022,0.33290645480155945,0.2367144227027893,0.20237763226032257,0.3027990758419037,0.33290645480155945,0.2367144227027893,0.21956215798854828,0.15128466486930847
alongside,0.20592084527015686,0.23518145084381104,0.2475084811449051,0.14928556978702545,0.23307465016841888,0.2767621576786041,0.2475084811449051,0.14928556978702545,0.06027267873287201,0.20579710602760315
the,0.3733934462070465,0.34736719727516174,1.0,0.1705695390701294,0.28874441981315613,0.6662389636039734,1.0,0.1705695390701294,0.26279088854789734,0.22068053483963013
dutch,0.25214898586273193,0.1729682981967926,0.1705695390701294,0.9999999403953552,0.14695988595485687,0.17559829354286194,0.1705695390701294,0.9999999403953552,0.22567413747310638,0.1081366017460823
against,0.2942115366458893,0.22514554858207703,0.3090755045413971,0.16193445026874542,0.46907472610473633,0.27273955941200256,0.3090755045413971,0.16193445026874542,0.32754918932914734,0.18095137178897858
spain,0.1607624888420105,0.14855723083019257,0.259463906288147,0.28424811363220215,0.1923903226852417,0.29744213819503784,0.259463906288147,0.28424811363220215,0.2300616204738617,0.16814002394676208
during,0.30551859736442566,0.30679523944854736,0.4838213622570038,0.1390973925590515,0.2991097569465637,0.4627237319946289,0.4838213622570038,0.1390973925590515,0.23214370012283325,0.1325719803571701
the,0.3733934462070465,0.34736719727516174,1.0,0.1705695390701294,0.28874441981315613,0.6662389636039734,1.0,0.1705695390701294,0.26279088854789734,0.22068053483963013
first,0.39065709710121155,0.33691170811653137,0.49448907375335693,0.18456821143627167,0.21747806668281555,0.4127444326877594,0.49448907375335693,0.18456821143627167,0.14999984204769135,0.18701928853988647
years,0.29867154359817505,0.2695724070072174,0.2912273406982422,0.1963994801044464,0.18972036242485046,0.33554986119270325,0.2912273406982422,0.1963994801044464,0.11001189053058624,0.1914375126361847
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.14408773183822632,0.20101141929626465,0.5696388483047485,0.733189046382904,0.14408773183822632,0.23708310723304749,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,1.0,0.1705695390701294,0.28874441981315613,0.6662389636039734,1.0,0.1705695390701294,0.26279088854789734,0.22068053483963013
dutch,0.25214898586273193,0.1729682981967926,0.1705695390701294,0.9999999403953552,0.14695988595485687,0.17559829354286194,0.1705695390701294,0.9999999403953552,0.22567413747310638,0.1081366017460823
revolt,0.23263019323349,0.1584831327199936,0.26279088854789734,0.22567413747310638,0.32655543088912964,0.1841784566640854,0.26279088854789734,0.22567413747310638,1.0000001192092896,0.13996845483779907
(,0.2443375140428543,0.18979617953300476,0.33289089798927307,0.1816992163658142,0.13688430190086365,0.3087427020072937,0.33289089798927307,0.1816992163658142,0.1071397215127945,0.40561532974243164
1568–1609,-0.02486131154000759,0.03571910783648491,0.16815386712551117,0.11391796916723251,0.01350881066173315,0.1472868174314499,0.16815386712551117,0.11391796916723251,0.114016093313694,0.14578215777873993
),0.2457384318113327,0.18584993481636047,0.3456730246543884,0.1930844932794571,0.13750459253787994,0.3326910734176636,0.3456730246543884,0.1930844932794571,0.12460894137620926,0.42300865054130554
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.2196396291255951,0.263308584690094,0.5591574311256409,0.5934505462646484,0.2196396291255951,0.1779014617204666,0.4130953550338745
