,when,did,the,term,imperialism,first,come,to,be,used,by,its,current,definition,?
the,0.5091903209686279,0.34736719727516174,1.0,0.2740369141101837,0.2716025412082672,0.49448907375335693,0.36020293831825256,0.535392165184021,0.4248143136501312,0.3718377649784088,0.4408751428127289,0.559237003326416,0.3314409554004669,0.23176956176757812,0.22068053483963013
term,0.2727346122264862,0.18552188575267792,0.2740369141101837,1.0,0.20526054501533508,0.23031085729599,0.21772456169128418,0.3310292959213257,0.2703228294849396,0.4406372904777527,0.1564474254846573,0.22507697343826294,0.13717421889305115,0.46864309906959534,0.1901002675294876
``,0.07174111902713776,-0.029888948425650597,0.029072100296616554,0.11803510040044785,0.050459738820791245,0.006519378628581762,-0.008487103506922722,0.06720756739377975,0.07670000940561295,0.08103004097938538,-0.030704375356435776,0.06146819889545441,0.029208213090896606,0.038965754210948944,0.0685480609536171
imperialism,0.18709999322891235,0.23293417692184448,0.2716025412082672,0.20526054501533508,1.0,0.18377774953842163,0.144979789853096,0.21685542166233063,0.15657790005207062,0.19512230157852173,0.21250218152999878,0.17395292222499847,0.14141802489757538,0.2697836458683014,0.14998586475849152
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,0.13619764149188995,-0.013202380388975143,-0.03874251991510391,0.020051119849085808,-0.009905828163027763,0.08835477381944656,0.050410956144332886,-0.010275691747665405,-0.001744768233038485,0.06705592572689056,0.06200544163584709,0.018684765323996544
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.21378034353256226,0.2349989414215088,0.5022147297859192,0.1758924275636673,0.3636345863342285,0.42228707671165466,0.23679393529891968,0.4752357602119446,0.3518870174884796,0.20140352845191956,0.1828300952911377,0.18412111699581146
originally,0.3108700215816498,0.23196664452552795,0.36820849776268005,0.2753604054450989,0.20982585847377777,0.44981807470321655,0.19571657478809357,0.30024412274360657,0.33263999223709106,0.30651095509529114,0.4076972007751465,0.28195133805274963,0.20360687375068665,0.22442980110645294,0.07821967452764511
introduced,0.21339701116085052,0.17650672793388367,0.242969810962677,0.27082300186157227,0.22192782163619995,0.32411283254623413,0.19172143936157227,0.22615164518356323,0.18611350655555725,0.3919791877269745,0.2554222345352173,0.18165205419063568,0.14447709918022156,0.23244501650333405,0.16386865079402924
into,0.389646977186203,0.14888085424900055,0.39493247866630554,0.1994943767786026,0.16721384227275848,0.21452488005161285,0.2680339217185974,0.38810545206069946,0.3462390601634979,0.21789848804473877,0.30473223328590393,0.2562001943588257,0.09909916669130325,0.140539288520813,0.15662476420402527
english,0.17140372097492218,0.18994997441768646,0.23982001841068268,0.14623789489269257,0.21167349815368652,0.23087243735790253,0.2485748529434204,0.21984367072582245,0.20368270576000214,0.18405529856681824,0.20002366602420807,0.12458966672420502,0.22075949609279633,0.2425352931022644,0.23251567780971527
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.27866655588150024,0.2081184834241867,0.4127444326877594,0.26272067427635193,0.45010748505592346,0.3481820821762085,0.3090210556983948,0.370934396982193,0.3793783485889435,0.1955713927745819,0.20306213200092316,0.20430970191955566
its,0.34032323956489563,0.19922670722007751,0.559237003326416,0.22507697343826294,0.17395292222499847,0.26377397775650024,0.19669169187545776,0.3691340684890747,0.2731834948062897,0.294392853975296,0.24398943781852722,1.0,0.25326231122016907,0.3030194044113159,0.15103481709957123
present,0.20709340274333954,0.1261267513036728,0.2829846143722534,0.08431808650493622,0.15545277297496796,0.2340514212846756,0.23890933394432068,0.2453051209449768,0.1725894659757614,0.15520213544368744,0.15190309286117554,0.20400136709213257,0.3214060366153717,0.15123048424720764,0.21759982407093048
sense,0.28221192955970764,0.21181362867355347,0.23180550336837769,0.3408316969871521,0.2879873812198639,0.2093738615512848,0.2705219089984894,0.29030367732048035,0.2750726640224457,0.31451544165611267,0.14194129407405853,0.25756096839904785,0.177272230386734,0.36973607540130615,0.25268280506134033
