,where,is,the,famous,rock,the,rhine,flows,around,?
near,0.4188554286956787,0.25453904271125793,0.2879819869995117,0.20011673867702484,0.22556549310684204,0.2879819869995117,0.2615382969379425,0.39984533190727234,0.37184345722198486,0.10734958201646805
sankt,0.2429313063621521,0.21813225746154785,0.27503442764282227,0.19335798919200897,0.1288951188325882,0.27503442764282227,0.3836386799812317,0.19531631469726562,0.12158773839473724,0.17466264963150024
goarshausen,0.19205008447170258,0.12910372018814087,0.2239520400762558,0.274568110704422,0.14213024079799652,0.2239520400762558,0.5157313346862793,0.18620266020298004,0.23085880279541016,0.16078518331050873
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2816491723060608,0.2775712311267853,0.4933079481124878,0.167837992310524,0.2638954818248749,0.3298884332180023,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,1.0,0.28616565465927124,0.23786304891109467,1.0,0.30735138058662415,0.32405155897140503,0.40085816383361816,0.22068053483963013
rhine,0.2007746696472168,0.15617261826992035,0.30735138058662415,0.1655004322528839,0.17885208129882812,0.30735138058662415,1.0,0.2871347963809967,0.2077515870332718,0.13754533231258392
flows,0.23452386260032654,0.3137552738189697,0.32405155897140503,0.1147598847746849,0.12964890897274017,0.32405155897140503,0.2871347963809967,1.0,0.22766846418380737,0.11636040359735489
around,0.3994048833847046,0.286477267742157,0.40085816383361816,0.30097898840904236,0.18622645735740662,0.40085816383361816,0.2077515870332718,0.22766846418380737,1.0,0.14729668200016022
the,0.5003893971443176,0.5823672413825989,1.0,0.28616565465927124,0.23786304891109467,1.0,0.30735138058662415,0.32405155897140503,0.40085816383361816,0.22068053483963013
famous,0.3062496483325958,0.26248517632484436,0.28616565465927124,1.0,0.17421656847000122,0.28616565465927124,0.1655004322528839,0.1147598847746849,0.30097898840904236,0.10379006713628769
rock,0.22068782150745392,0.1981455236673355,0.23786304891109467,0.17421656847000122,1.0,0.23786304891109467,0.17885208129882812,0.12964890897274017,0.18622645735740662,0.13172835111618042
lorelei,0.2227061688899994,0.25050103664398193,0.30963557958602905,0.21489328145980835,0.19222064316272736,0.30963557958602905,0.1680007427930832,0.20863614976406097,0.18063685297966003,0.272396981716156
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.2322506159543991,0.24835698306560516,0.5934505462646484,0.2089352011680603,0.19567762315273285,0.3712388277053833,0.4130953550338745
,where,is,the,famous,rock,the,rhine,flows,around,?
the,0.5003893971443176,0.5823672413825989,1.0,0.28616565465927124,0.23786304891109467,1.0,0.30735138058662415,0.32405155897140503,0.40085816383361816,0.22068053483963013
rhine,0.2007746696472168,0.15617261826992035,0.30735138058662415,0.1655004322528839,0.17885208129882812,0.30735138058662415,1.0,0.2871347963809967,0.2077515870332718,0.13754533231258392
gorge,0.26789888739585876,0.189615860581398,0.26357370615005493,0.1976931095123291,0.36865395307540894,0.26357370615005493,0.25667303800582886,0.4161994457244873,0.22491945326328278,0.1263076812028885
between,0.38496607542037964,0.26809602975845337,0.39067012071609497,0.16730748116970062,0.15530383586883545,0.39067012071609497,0.17755062878131866,0.22547540068626404,0.39653053879737854,0.12887074053287506
rüdesheim,0.17624308168888092,0.2174322009086609,0.2728898227214813,0.25095829367637634,0.08597281575202942,0.2728898227214813,0.5316344499588013,0.1909177154302597,0.2350064367055893,0.15176591277122498
am,0.11167217046022415,0.2976684868335724,0.18601742386817932,0.08764707297086716,0.12904810905456543,0.18601742386817932,0.23185677826404572,0.16406328976154327,0.20277021825313568,0.3437723219394684
rhein,0.16271300613880157,0.2335740327835083,0.2614726424217224,0.19655579328536987,0.08762745559215546,0.2614726424217224,0.6607828736305237,0.2870464026927948,0.22715188562870026,0.2176131010055542
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.2970265746116638,0.2808155119419098,0.5171257257461548,0.22029656171798706,0.2396772801876068,0.34341543912887573,0.20544172823429108
koblenz,0.24161288142204285,0.23864765465259552,0.3042924106121063,0.24566935002803802,0.18684542179107666,0.3042924106121063,0.5771980881690979,0.3081963360309601,0.19045047461986542,0.10490203648805618
is,0.3586711287498474,1.0,0.5823672413825989,0.26248517632484436,0.1981455236673355,0.5823672413825989,0.15617261826992035,0.3137552738189697,0.286477267742157,0.22961433231830597
listed,0.18622173368930817,0.24937160313129425,0.31246060132980347,0.17462769150733948,0.12898080050945282,0.31246060132980347,0.10194095224142075,0.08668243885040283,0.2054416686296463,0.2152968794107437
as,0.35409465432167053,0.43216490745544434,0.48381632566452026,0.21419654786586761,0.18617595732212067,0.48381632566452026,0.18380387127399445,0.13158734142780304,0.28430190682411194,0.27043893933296204
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.26728492975234985,0.25165656208992004,0.5829201340675354,0.1823403388261795,0.1886882185935974,0.3187784254550934,0.23916715383529663
unesco,0.24649080634117126,0.23874256014823914,0.25264760851860046,0.28144127130508423,0.18075385689735413,0.25264760851860046,0.20972590148448944,0.17260897159576416,0.19157665967941284,0.1657659411430359
world,0.29259413480758667,0.24458536505699158,0.33604270219802856,0.3074515163898468,0.18907909095287323,0.33604270219802856,0.2036331444978714,0.07199563831090927,0.34136298298835754,0.17579582333564758
heritage,0.20960737764835358,0.22056351602077484,0.25149020552635193,0.25077083706855774,0.23920921981334686,0.25149020552635193,0.10240890830755234,0.1783466935157776,0.19424653053283691,0.17516329884529114
site,0.24231134355068207,0.2314486801624298,0.288954496383667,0.15628696978092194,0.18238085508346558,0.288954496383667,0.12275111675262451,0.13436852395534515,0.21924535930156708,0.2014765441417694
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.2322506159543991,0.24835698306560516,0.5934505462646484,0.2089352011680603,0.19567762315273285,0.3712388277053833,0.4130953550338745
