,on,what,lake,did,troops,attack,fort,willima,henry,in,winter,?
in,0.46853652596473694,0.30808621644973755,0.260087251663208,0.2593238651752472,0.25826749205589294,0.1944931447505951,0.24152536690235138,0.3057645857334137,0.21735817193984985,1.0,0.29423755407333374,0.20430970191955566
february,0.35595810413360596,0.1913013905286789,0.10218007117509842,0.25426602363586426,0.1645003706216812,0.20754991471767426,0.19607630372047424,0.1924019157886505,0.2619743347167969,0.2990526556968689,0.23218736052513123,0.29594847559928894
they,0.31295230984687805,0.4431931674480438,0.16261813044548035,0.4879390597343445,0.2799365520477295,0.26154637336730957,0.13754411041736603,0.23338305950164795,0.17034779489040375,0.4330179989337921,0.2533571124076843,0.2753053903579712
launched,0.3055371642112732,0.1668553501367569,0.058466121554374695,0.1794346421957016,0.2696693241596222,0.27588531374931335,0.19620205461978912,0.17619597911834717,0.1259264349937439,0.18876992166042328,0.1466849148273468,0.1803835779428482
a,0.3848365545272827,0.3320399522781372,0.20924630761146545,0.2552328109741211,0.16708239912986755,0.2556389570236206,0.16024662554264069,0.3227006793022156,0.24300003051757812,0.539380669593811,0.19113492965698242,0.23916715383529663
daring,0.24231268465518951,0.32123830914497375,0.12713228166103363,0.32614564895629883,0.30851542949676514,0.3056207001209259,0.25137007236480713,0.19525954127311707,0.2712753117084503,0.2602947950363159,0.17182309925556183,0.17466379702091217
raid,0.19518150389194489,0.1958390325307846,0.09079807251691818,0.1545441746711731,0.3386983871459961,0.4176882803440094,0.2505350708961487,0.11575683951377869,0.09564780443906784,0.21034486591815948,0.24313274025917053,0.18620501458644867
against,0.3163113296031952,0.24561616778373718,0.0573735311627388,0.22514554858207703,0.27469438314437866,0.31037792563438416,0.2533145248889923,0.09077697992324829,0.1803576797246933,0.27273955941200256,0.12935025990009308,0.18095137178897858
the,0.5107308030128479,0.42745697498321533,0.24325428903102875,0.34736719727516174,0.3229958415031433,0.2508925497531891,0.2420126497745514,0.26855137944221497,0.2542637586593628,0.6662389636039734,0.30035296082496643,0.22068053483963013
position,0.22749492526054382,0.22031237185001373,0.059785790741443634,0.2170831561088562,0.2266872376203537,0.2138027846813202,0.1631300449371338,0.19954463839530945,0.16338884830474854,0.20453733205795288,0.0823042169213295,0.15529610216617584
across,0.411987841129303,0.24809791147708893,0.22592025995254517,0.165368914604187,0.26162874698638916,0.17949330806732178,0.1951857954263687,0.20973311364650726,0.12214484065771103,0.36988839507102966,0.18400758504867554,0.17034576833248138
the,0.5107308030128479,0.42745697498321533,0.24325428903102875,0.34736719727516174,0.3229958415031433,0.2508925497531891,0.2420126497745514,0.26855137944221497,0.2542637586593628,0.6662389636039734,0.30035296082496643,0.22068053483963013
frozen,0.17630453407764435,0.18542912602424622,0.35402292013168335,0.17449045181274414,0.18574373424053192,0.09167186170816422,0.13070440292358398,0.15821029245853424,0.08359334617853165,0.21886096894741058,0.3945733308792114,0.18648432195186615
lake,0.18818998336791992,0.17778855562210083,1.0000001192092896,0.14357861876487732,0.1759124994277954,0.11046857386827469,0.3142308294773102,0.25113368034362793,0.11366655677556992,0.260087251663208,0.25704261660575867,0.07226386666297913
george,0.1973860114812851,0.22000353038311005,0.13525544106960297,0.238631471991539,0.19555611908435822,0.1159990131855011,0.17803071439266205,0.2392415851354599,0.40938520431518555,0.18167929351329803,0.13177801668643951,0.1479024887084961
",",0.49057599902153015,0.3087472915649414,0.2802521586418152,0.3015086054801941,0.23846548795700073,0.29392024874687195,0.2651418149471283,0.3281688988208771,0.25662001967430115,0.5201468467712402,0.29047003388404846,0.31091248989105225
destroying,0.2284521460533142,0.20492057502269745,0.1994113326072693,0.17069219052791595,0.37876370549201965,0.4018307328224182,0.23890003561973572,0.19603581726551056,0.089893639087677,0.26357489824295044,0.17097844183444977,0.11469648033380508
storehouses,0.22947874665260315,0.1983799934387207,0.20906074345111847,0.20764131844043732,0.13059432804584503,0.08636274188756943,0.3166973888874054,0.3345305025577545,0.2504848837852478,0.3532339036464691,0.2534148693084717,0.20744268596172333
and,0.4077630043029785,0.31309178471565247,0.234501451253891,0.34479495882987976,0.23100681602954865,0.24922382831573486,0.2106139063835144,0.3198201060295105,0.2218981832265854,0.4954058527946472,0.2760835289955139,0.20544172823429108
buildings,0.19714148342609406,0.17147983610630035,0.20955953001976013,0.17572498321533203,0.22622893750667572,0.15726718306541443,0.27528566122055054,0.2789815366268158,0.19041702151298523,0.3479180932044983,0.19171996414661407,0.11192528158426285
outside,0.3252089023590088,0.3224688768386841,0.13793712854385376,0.21874573826789856,0.17694050073623657,0.19103103876113892,0.1771182119846344,0.2317575216293335,0.19334785640239716,0.4191201329231262,0.21115779876708984,0.14839068055152893
the,0.5107308030128479,0.42745697498321533,0.24325428903102875,0.34736719727516174,0.3229958415031433,0.2508925497531891,0.2420126497745514,0.26855137944221497,0.2542637586593628,0.6662389636039734,0.30035296082496643,0.22068053483963013
main,0.2898236811161041,0.2344268560409546,0.105750672519207,0.15925762057304382,0.14742927253246307,0.15290507674217224,0.11748235672712326,0.20722734928131104,0.09409211575984955,0.28862449526786804,0.09025099128484726,0.1665669083595276
fortification,0.22987881302833557,0.17844048142433167,0.20425796508789062,0.18167905509471893,0.40689483284950256,0.29034778475761414,0.47213423252105713,0.3110266923904419,0.2244083136320114,0.26542431116104126,0.2109130471944809,0.15231235325336456
.,0.49257001280784607,0.3567904531955719,0.18603695929050446,0.35288307070732117,0.19217929244041443,0.3003302216529846,0.2578873038291931,0.3383837938308716,0.3065545856952667,0.5591574311256409,0.3007909059524536,0.4130953550338745
