,who,commissioned,the,gateshead,milennium,bridge,?
large-scale,0.13869436085224152,0.31443679332733154,0.3744625151157379,0.27762526273727417,0.27219581604003906,0.2451339066028595,0.238608717918396
regeneration,0.21646106243133545,0.1302908957004547,0.3351733982563019,0.19948804378509521,0.21545401215553284,0.09586585313081741,0.13848066329956055
has,0.2558172643184662,0.15182971954345703,0.4177538752555847,0.1904834657907486,0.22863875329494476,0.12852002680301666,0.15994466841220856
replaced,0.1576022207736969,0.27626118063926697,0.2645455598831177,0.22840005159378052,0.11839333921670914,0.1706039309501648,0.14945141971111298
former,0.25351381301879883,0.24251146614551544,0.2251449078321457,0.21587252616882324,0.08892914652824402,0.10415758192539215,0.10570605844259262
shipping,0.1871286779642105,0.2536756992340088,0.2677045166492462,0.31637030839920044,0.16806702315807343,0.27778202295303345,0.1596645563840866
premises,0.17155852913856506,0.19547565281391144,0.2627373933792114,0.1724592000246048,0.21100369095802307,0.15611816942691803,0.17318350076675415
with,0.3282766342163086,0.18517577648162842,0.4223487675189972,0.17288444936275482,0.19046905636787415,0.16557477414608002,0.2433311939239502
imposing,0.24116107821464539,0.24779172241687775,0.21148686110973358,0.15242837369441986,0.19283181428909302,0.13885261118412018,0.1977396309375763
new,0.2378052920103073,0.22047220170497894,0.3845241069793701,0.31067609786987305,0.20536187291145325,0.19401869177818298,0.14782847464084625
office,0.2092086672782898,0.2639543116092682,0.27314993739128113,0.2308187186717987,0.2295680195093155,0.17296838760375977,0.16497313976287842
developments,0.18996784090995789,0.2172006368637085,0.35879647731781006,0.2363046407699585,0.23174388706684113,0.1603086143732071,0.1302815079689026
;,0.007937713526189327,0.021984389051795006,0.09152708947658539,0.08701501041650772,0.05935828015208244,0.08177870512008667,0.10349778085947037
an,0.2848317325115204,0.1750616431236267,0.4207492768764496,0.18793535232543945,0.15270936489105225,0.10296047478914261,0.19793890416622162
innovative,0.17517293989658356,0.19532673060894012,0.2686367630958557,0.21163976192474365,0.15939047932624817,0.14621299505233765,0.20593076944351196
tilting,0.15267817676067352,0.19313599169254303,0.3002343773841858,0.2767755389213562,0.21033771336078644,0.17232023179531097,0.15322691202163696
bridge,0.14422596991062164,0.21611978113651276,0.27692803740501404,0.3866555690765381,0.32006150484085083,0.9999999403953552,0.1396101862192154
",",0.3365725874900818,0.22128435969352722,0.4933079481124878,0.33737507462501526,0.2537722587585449,0.2011108100414276,0.31091248989105225
the,0.3733934462070465,0.2864282727241516,1.0,0.29985129833221436,0.2810913026332855,0.27692803740501404,0.22068053483963013
gateshead,0.18852967023849487,0.18706418573856354,0.29985129833221436,1.0,0.3172965347766876,0.3866555690765381,0.14773961901664734
millennium,0.14085699617862701,0.13877208530902863,0.3144892454147339,0.2961973249912262,0.8570741415023804,0.29012948274612427,0.13189996778964996
bridge,0.14422596991062164,0.21611978113651276,0.27692803740501404,0.3866555690765381,0.32006150484085083,0.9999999403953552,0.1396101862192154
was,0.3318818509578705,0.38598689436912537,0.48711544275283813,0.3100334405899048,0.22819654643535614,0.23293238878250122,0.18412111699581146
commissioned,0.21646440029144287,1.0000001192092896,0.2864282727241516,0.18706418573856354,0.17804336547851562,0.21611978113651276,0.13426002860069275
by,0.39727845788002014,0.3104458749294281,0.4408751428127289,0.2261538952589035,0.1667579710483551,0.15264025330543518,0.17966607213020325
gateshead,0.18852967023849487,0.18706418573856354,0.29985129833221436,1.0,0.3172965347766876,0.3866555690765381,0.14773961901664734
council,0.19620807468891144,0.2982955276966095,0.2829204201698303,0.3046519160270691,0.17896664142608643,0.18011820316314697,0.1160062924027443
and,0.41279885172843933,0.24769723415374756,0.5171257257461548,0.3041302263736725,0.17716045677661896,0.22415432333946228,0.20544172823429108
has,0.2558172643184662,0.15182971954345703,0.4177538752555847,0.1904834657907486,0.22863875329494476,0.12852002680301666,0.15994466841220856
integrated,0.12410079687833786,0.18791332840919495,0.2578928470611572,0.2168099731206894,0.12361794710159302,0.07767926156520844,0.13383129239082336
the,0.3733934462070465,0.2864282727241516,1.0,0.29985129833221436,0.2810913026332855,0.27692803740501404,0.22068053483963013
older,0.3146214485168457,0.07014556974172592,0.21663418412208557,0.16798003017902374,0.09903524070978165,0.13279637694358826,0.1524270623922348
newcastle,0.21185682713985443,0.18818795680999756,0.2253497689962387,0.5162909030914307,0.23467645049095154,0.2664952874183655,0.0902252271771431
quayside,0.23738276958465576,0.26632583141326904,0.27416083216667175,0.5746084451675415,0.33278048038482666,0.30370861291885376,0.10773716121912003
more,0.31567877531051636,0.12066570669412613,0.39758381247520447,0.16890861093997955,0.19188962876796722,0.163797989487648,0.27894994616508484
closely,0.20456218719482422,0.14619480073451996,0.2750711441040039,0.13876861333847046,0.09508109092712402,0.06899969279766083,0.08341413736343384
with,0.3282766342163086,0.18517577648162842,0.4223487675189972,0.17288444936275482,0.19046905636787415,0.16557477414608002,0.2433311939239502
major,0.17810054123401642,0.23814663290977478,0.31775903701782227,0.20832261443138123,0.1910851150751114,0.14308230578899384,0.19788557291030884
cultural,0.14877724647521973,0.18627341091632843,0.23337452113628387,0.18340283632278442,0.25642597675323486,0.15884490311145782,0.09798457473516464
developments,0.18996784090995789,0.2172006368637085,0.35879647731781006,0.2363046407699585,0.23174388706684113,0.1603086143732071,0.1302815079689026
in,0.2792111933231354,0.2544098198413849,0.6662389636039734,0.26779675483703613,0.2484065294265747,0.235438272356987,0.20430970191955566
gateshead,0.18852967023849487,0.18706418573856354,0.29985129833221436,1.0,0.3172965347766876,0.3866555690765381,0.14773961901664734
",",0.3365725874900818,0.22128435969352722,0.4933079481124878,0.33737507462501526,0.2537722587585449,0.2011108100414276,0.31091248989105225
including,0.2835840582847595,0.22201047837734222,0.3738902807235718,0.17164543271064758,0.16462430357933044,0.11779721081256866,0.1633303165435791
the,0.3733934462070465,0.2864282727241516,1.0,0.29985129833221436,0.2810913026332855,0.27692803740501404,0.22068053483963013
baltic,0.15177440643310547,0.191297709941864,0.31626036763191223,0.2742924392223358,0.26888328790664673,0.179578498005867,0.06320890039205551
centre,0.15608038008213043,0.13014155626296997,0.32783594727516174,0.25199270248413086,0.2758779525756836,0.17435449361801147,0.019365152344107628
for,0.37110671401023865,0.23078955709934235,0.4739971458911896,0.22530944645404816,0.18847355246543884,0.14798229932785034,0.264628142118454
