,what,is,a,ppp,also,known,as,?
new,0.2130378633737564,0.2208656519651413,0.3214259147644043,0.1500503569841385,0.30404865741729736,0.16958647966384888,0.24585270881652832,0.14782847464084625
forms,0.16334041953086853,0.35419854521751404,0.31878992915153503,0.12702685594558716,0.3271316885948181,0.2655903995037079,0.265371173620224,0.1196754202246666
include,0.1535889357328415,0.28863582015037537,0.18765322864055634,0.03376740217208862,0.4212084710597992,0.323519766330719,0.3469957113265991,0.14925788342952728
partnering,0.11835847795009613,0.15701737999916077,0.1865684986114502,0.18704600632190704,0.18053273856639862,0.1577916443347931,0.22979167103767395,0.12477793544530869
such,0.23989605903625488,0.23545363545417786,0.2706976532936096,0.08340498059988022,0.4748345613479614,0.30818676948547363,0.6207084655761719,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.1268085092306137,0.5774298906326294,0.4815765619277954,1.0,0.27043893933296204
public-private,0.2348075658082962,0.14227980375289917,0.177824005484581,0.24103501439094543,0.2888816297054291,0.1503695398569107,0.2774464786052704,0.21846723556518555
partnering,0.11835847795009613,0.15701737999916077,0.1865684986114502,0.18704600632190704,0.18053273856639862,0.1577916443347931,0.22979167103767395,0.12477793544530869
(,0.2411840260028839,0.35393038392066956,0.3206180930137634,0.20189493894577026,0.2962331771850586,0.2843264043331146,0.32029855251312256,0.40561532974243164
ppps,0.23975342512130737,0.19972515106201172,0.23034603893756866,0.6814587116241455,0.26001954078674316,0.12374702095985413,0.20487120747566223,0.32107460498809814
),0.26259949803352356,0.37732169032096863,0.3640355169773102,0.2193373143672943,0.32058730721473694,0.297453910112381,0.32161882519721985,0.42300865054130554
aka,0.11991072446107864,0.16644315421581268,0.23679043352603912,0.18090811371803284,0.15321536362171173,0.12328826636075974,0.15207158029079437,0.21979451179504395
private,0.16778090596199036,0.1420905888080597,0.20346391201019287,0.18054179847240448,0.23910270631313324,0.13440756499767303,0.22101859748363495,0.14389030635356903
finance,0.20704226195812225,0.1709752231836319,0.23580783605575562,0.38784337043762207,0.2513236999511719,0.12491240352392197,0.20010244846343994,0.1273542046546936
initiatives,0.20909109711647034,0.11769736558198929,0.1945040225982666,0.334648072719574,0.27317097783088684,0.15532013773918152,0.2547832131385803,0.21253491938114166
(,0.2411840260028839,0.35393038392066956,0.3206180930137634,0.20189493894577026,0.2962331771850586,0.2843264043331146,0.32029855251312256,0.40561532974243164
pfis,0.12652917206287384,0.31494539976119995,0.2997521758079529,0.20661191642284393,0.3032587766647339,0.2759316563606262,0.2619974613189697,0.16723355650901794
),0.26259949803352356,0.37732169032096863,0.3640355169773102,0.2193373143672943,0.32058730721473694,0.297453910112381,0.32161882519721985,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.17904843389987946,0.5755972862243652,0.3468935489654541,0.49487000703811646,0.20544172823429108
alliances,0.15345780551433563,0.14785020053386688,0.2026890069246292,0.2797239422798157,0.3252233564853668,0.18233975768089294,0.28000548481941223,0.09782075881958008
such,0.23989605903625488,0.23545363545417786,0.2706976532936096,0.08340498059988022,0.4748345613479614,0.30818676948547363,0.6207084655761719,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.1268085092306137,0.5774298906326294,0.4815765619277954,1.0,0.27043893933296204
``,0.008517155423760414,0.058766357600688934,0.07272057235240936,0.259132444858551,0.000636551936622709,0.00922766886651516,0.03910288214683533,0.0685480609536171
pure,0.19111844897270203,0.24182042479515076,0.2732713520526886,0.11204096674919128,0.26156723499298096,0.16381219029426575,0.2306712418794632,0.06826777756214142
'',0.08143015950918198,0.0793738141655922,0.04890415817499161,-0.0472627691924572,0.05102188512682915,0.06905213743448257,0.006628023460507393,0.018684765323996544
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.21467004716396332,0.46319106221199036,0.2710355222225189,0.4400654137134552,0.32389625906944275
``,0.008517155423760414,0.058766357600688934,0.07272057235240936,0.259132444858551,0.000636551936622709,0.00922766886651516,0.03910288214683533,0.0685480609536171
project,0.27033838629722595,0.1924840211868286,0.2328382134437561,0.17370621860027313,0.2045363336801529,0.10719769448041916,0.22332392632961273,0.30569031834602356
'',0.08143015950918198,0.0793738141655922,0.04890415817499161,-0.0472627691924572,0.05102188512682915,0.06905213743448257,0.006628023460507393,0.018684765323996544
alliances,0.15345780551433563,0.14785020053386688,0.2026890069246292,0.2797239422798157,0.3252233564853668,0.18233975768089294,0.28000548481941223,0.09782075881958008
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.17904843389987946,0.5755972862243652,0.3468935489654541,0.49487000703811646,0.20544172823429108
``,0.008517155423760414,0.058766357600688934,0.07272057235240936,0.259132444858551,0.000636551936622709,0.00922766886651516,0.03910288214683533,0.0685480609536171
impure,0.2120923399925232,0.3018379509449005,0.3094719648361206,0.14687718451023102,0.2873867452144623,0.19025491178035736,0.2652261257171631,0.16634872555732727
'',0.08143015950918198,0.0793738141655922,0.04890415817499161,-0.0472627691924572,0.05102188512682915,0.06905213743448257,0.006628023460507393,0.018684765323996544
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.21467004716396332,0.46319106221199036,0.2710355222225189,0.4400654137134552,0.32389625906944275
``,0.008517155423760414,0.058766357600688934,0.07272057235240936,0.259132444858551,0.000636551936622709,0.00922766886651516,0.03910288214683533,0.0685480609536171
strategic,0.17597953975200653,0.19458222389221191,0.19782912731170654,0.22279603779315948,0.27050065994262695,0.16507652401924133,0.21728792786598206,0.13147149980068207
'',0.08143015950918198,0.0793738141655922,0.04890415817499161,-0.0472627691924572,0.05102188512682915,0.06905213743448257,0.006628023460507393,0.018684765323996544
alliances,0.15345780551433563,0.14785020053386688,0.2026890069246292,0.2797239422798157,0.3252233564853668,0.18233975768089294,0.28000548481941223,0.09782075881958008
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.25601017475128174,0.49166762828826904,0.283290296792984,0.515582263469696,0.4130953550338745
