,what,was,causing,new,france,to,have,issues,with,resupplying,?
vaudreuil,0.16990774869918823,0.28860780596733093,0.07395745068788528,0.21512967348098755,0.49735867977142334,0.17409572005271912,0.14914627373218536,0.09921110421419144,0.13356643915176392,0.18431536853313446,0.19054962694644928
and,0.31309178471565247,0.3740963041782379,0.293680340051651,0.31402453780174255,0.2925812005996704,0.48971283435821533,0.4711785912513733,0.2817770540714264,0.5477725267410278,0.3447240889072418,0.20544172823429108
montcalm,0.21009081602096558,0.26795694231987,0.1469973772764206,0.22727273404598236,0.4564112424850464,0.22202105820178986,0.14280593395233154,0.18889743089675903,0.23628652095794678,0.2489447146654129,0.23564797639846802
were,0.22298263013362885,0.590133786201477,0.19000954926013947,0.21711495518684387,0.24330811202526093,0.31913647055625916,0.5193349123001099,0.16396048665046692,0.3179011940956116,0.2720891833305359,0.17890112102031708
minimally,0.32391852140426636,0.25197485089302063,0.23467297852039337,0.18795564770698547,0.13800305128097534,0.38734039664268494,0.4050057828426361,0.24958835542201996,0.2842957675457001,0.2720966935157776,0.23715311288833618
resupplied,0.17308199405670166,0.28087472915649414,0.383023202419281,0.22828830778598785,0.20190662145614624,0.3296630084514618,0.21230949461460114,0.22352835536003113,0.22670169174671173,0.7341446280479431,0.09030130505561829
in,0.30808621644973755,0.45514053106307983,0.25844457745552063,0.3758552670478821,0.3812309503555298,0.45010748505592346,0.36843645572662354,0.17748555541038513,0.4080928862094879,0.33577045798301697,0.20430970191955566
1758,0.09187497198581696,0.17758594453334808,0.05244304984807968,0.07277945429086685,0.3197195827960968,0.10664299875497818,0.12361687421798706,0.17402254045009613,0.23913279175758362,0.14100965857505798,0.16363275051116943
",",0.3087472915649414,0.45456063747406006,0.2622236907482147,0.36073189973831177,0.28250643610954285,0.44245919585227966,0.3541618287563324,0.2560703754425049,0.4120737314224243,0.29163631796836853,0.31091248989105225
as,0.31749409437179565,0.3677520453929901,0.19677193462848663,0.24585270881652832,0.19034622609615326,0.42092081904411316,0.37788212299346924,0.2450667768716812,0.40387406945228577,0.24829408526420593,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,0.2816545367240906,0.3845241069793701,0.35517507791519165,0.535392165184021,0.40389683842658997,0.2638932764530182,0.4223487675189972,0.3706427812576294,0.22068053483963013
british,0.19255435466766357,0.31934812664985657,0.05250187963247299,0.19849099218845367,0.23781980574131012,0.22690963745117188,0.18602940440177917,0.12430201470851898,0.1637800633907318,0.2569786012172699,0.09711728990077972
blockade,0.17272280156612396,0.22662599384784698,0.25110629200935364,0.127352774143219,0.23086795210838318,0.23530158400535583,0.17408598959445953,0.29043692350387573,0.09729801118373871,0.36028480529785156,0.11247915029525757
of,0.33290785551071167,0.4069072902202606,0.2885251045227051,0.343457967042923,0.3265724182128906,0.41548454761505127,0.3802283704280853,0.2288406491279602,0.41827285289764404,0.3278467059135437,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2816545367240906,0.3845241069793701,0.35517507791519165,0.535392165184021,0.40389683842658997,0.2638932764530182,0.4223487675189972,0.3706427812576294,0.22068053483963013
french,0.17393042147159576,0.2523815333843231,0.05886334553360939,0.1977054476737976,0.5492131114006042,0.1713797152042389,0.16117613017559052,0.08785996586084366,0.1637353003025055,0.1824665516614914,0.1386883556842804
coastline,0.2966231405735016,0.16958732903003693,0.2673298716545105,0.11359938979148865,0.15448248386383057,0.23229774832725525,0.22990518808364868,0.1590515673160553,0.20897208154201508,0.225312277674675,0.17697879672050476
limited,0.23110276460647583,0.18424993753433228,0.1742306351661682,0.24422587454319,0.15362852811813354,0.2564510405063629,0.29357996582984924,0.3138432502746582,0.2614453434944153,0.29422348737716675,0.09444807469844818
french,0.17393042147159576,0.2523815333843231,0.05886334553360939,0.1977054476737976,0.5492131114006042,0.1713797152042389,0.16117613017559052,0.08785996586084366,0.1637353003025055,0.1824665516614914,0.1386883556842804
shipping,0.165150985121727,0.30183151364326477,0.27649617195129395,0.18973895907402039,0.18924039602279663,0.29718175530433655,0.1850549429655075,0.21969759464263916,0.20407156646251678,0.37816333770751953,0.1596645563840866
.,0.3567904531955719,0.40146201848983765,0.23749417066574097,0.35031336545944214,0.33719199895858765,0.4645031690597534,0.41614407300949097,0.23493336141109467,0.4446153938770294,0.3242683708667755,0.4130953550338745
