,in,order,to,be,considered,in,the,top,percentile,",",a,person,would,need,to,amass,how,much,money,each,year,?
in,1.0,0.24184700846672058,0.45010748505592346,0.3481820821762085,0.28591203689575195,1.0,0.6662389636039734,0.2235720455646515,0.242107093334198,0.5201468467712402,0.539380669593811,0.23876774311065674,0.30461156368255615,0.2129468470811844,0.45010748505592346,0.2004040777683258,0.2601168751716614,0.2725222110748291,0.2393328845500946,0.30816060304641724,0.3359307050704956,0.20430970191955566
october,0.27560389041900635,0.1388704627752304,0.23106063902378082,0.21323566138744354,0.16164106130599976,0.27560389041900635,0.2621108889579773,0.11564984917640686,0.12885944545269012,0.4369233250617981,0.2402924746274948,0.15879136323928833,0.2529969811439514,0.1110975369811058,0.23106063902378082,0.2168227732181549,0.11188025027513504,0.19156582653522491,0.14635848999023438,0.07191828638315201,0.25504976511001587,0.29706719517707825
2015,0.0891268327832222,0.09765501320362091,-0.0031493064016103745,-0.05046864226460457,0.08178993314504623,0.0891268327832222,0.1466771513223648,-0.021043773740530014,0.07329586893320084,0.06568983197212219,-0.008371892385184765,-0.0775022879242897,-0.021839873865246773,-0.19734273850917816,-0.0031493064016103745,0.07744234055280685,-0.161673903465271,-0.02346874587237835,-0.04234040528535843,-0.02151683159172535,0.10588137805461884,-0.029954981058835983
",",0.5201468467712402,0.22478096187114716,0.44245919585227966,0.39254459738731384,0.32932984828948975,0.5201468467712402,0.4933079481124878,0.2270241379737854,0.22661234438419342,1.0000001192092896,0.427140474319458,0.2255365252494812,0.32586824893951416,0.25983062386512756,0.44245919585227966,0.30111926794052124,0.22659391164779663,0.36182254552841187,0.24156853556632996,0.207483172416687,0.28560417890548706,0.31091248989105225
credit,0.07863761484622955,0.2182774543762207,0.20738251507282257,0.1813337355852127,0.2119443714618683,0.07863761484622955,0.20452284812927246,0.2024914026260376,0.20102031528949738,0.2032226324081421,0.1721770018339157,0.2143935263156891,0.26639601588249207,0.19118790328502655,0.20738251507282257,0.19918192923069,0.20485460758209229,0.23533622920513153,0.4360209107398987,0.1963810920715332,0.2344621866941452,0.13371090590953827
suisse,0.2443348914384842,0.15434229373931885,0.1799527108669281,0.12927788496017456,0.13829489052295685,0.2443348914384842,0.2753676772117615,0.16469718515872955,0.12674567103385925,0.22943423688411713,0.19696229696273804,0.12354361265897751,0.1878088414669037,0.13476300239562988,0.1799527108669281,0.24388830363750458,0.09530703723430634,0.10605723410844803,0.20824286341667175,0.16852612793445587,0.18960364162921906,0.10149852931499481
published,0.26697060465812683,0.12060890346765518,0.12403073906898499,0.16607414186000824,0.1868588775396347,0.26697060465812683,0.22017472982406616,0.12713244557380676,0.12467047572135925,0.2937801778316498,0.1993555724620819,0.18054431676864624,0.11605832725763321,0.12072338163852692,0.12403073906898499,0.16318093240261078,0.17517933249473572,0.17028161883354187,0.1399754285812378,0.12740276753902435,0.18425042927265167,0.16280238330364227
a,0.539380669593811,0.24138490855693817,0.45503583550453186,0.39883795380592346,0.36109375953674316,0.539380669593811,0.5829201340675354,0.2422690987586975,0.2444394826889038,0.427140474319458,1.0,0.4078793525695801,0.398599237203598,0.30329999327659607,0.45503583550453186,0.2911597490310669,0.29312583804130554,0.2958075702190399,0.2777978479862213,0.434999018907547,0.29350247979164124,0.23916715383529663
study,0.2875489294528961,0.15259698033332825,0.3326032757759094,0.23262172937393188,0.23117636144161224,0.2875489294528961,0.2533665597438812,0.10626541078090668,0.26296815276145935,0.26425549387931824,0.2268155962228775,0.2062786966562271,0.1529979407787323,0.17442789673805237,0.3326032757759094,0.1257120668888092,0.2640102803707123,0.2624753713607788,0.22544313967227936,0.16798506677150726,0.13795387744903564,0.15902167558670044
which,0.4840516746044159,0.32510286569595337,0.5345056653022766,0.476310670375824,0.32509535551071167,0.4840516746044159,0.6521818041801453,0.3052574694156647,0.29578897356987,0.3658004403114319,0.56894451379776,0.35705965757369995,0.3854503035545349,0.3459008038043976,0.5345056653022766,0.29380467534065247,0.4852597713470459,0.4274604916572571,0.2905809283256531,0.5572347640991211,0.242343008518219,0.25814583897590637
