,what,year,was,temüjin,",",who,became,genghis,khan,",",likely,born,?
temüjin,0.34580421447753906,0.20408141613006592,0.38774195313453674,1.0,0.3484273850917816,0.416724294424057,0.3326198160648346,0.604469895362854,0.5100751519203186,0.3484273850917816,0.28866323828697205,0.23039361834526062,0.21090233325958252
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.38774195313453674,0.45456063747406006,0.3318818509578705,0.6575068235397339,0.3037589192390442,0.23483267426490784,0.45456063747406006,0.20650577545166016,0.388632208108902,0.18412111699581146
probably,0.476871132850647,0.2053915411233902,0.32035544514656067,0.37353864312171936,0.34490251541137695,0.3645188808441162,0.22410649061203003,0.2928962707519531,0.13349664211273193,0.34490251541137695,0.5481255650520325,0.16292746365070343,0.3524723947048187
born,0.16581368446350098,0.1811392456293106,0.388632208108902,0.23039361834526062,0.37898433208465576,0.3351559042930603,0.29942789673805237,0.2081025391817093,0.1951366811990738,0.37898433208465576,0.09368471056222916,1.0,0.19166848063468933
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.3433155417442322,0.5201468467712402,0.2792111933231354,0.31047213077545166,0.224680557847023,0.1527150720357895,0.5201468467712402,0.21680790185928345,0.30027052760124207,0.20430970191955566
1162,-0.03011358343064785,-0.0833798199892044,0.06262464076280594,0.09377159923315048,0.03774470463395119,0.12497319281101227,0.042048342525959015,0.08508537709712982,0.053650110960006714,0.03774470463395119,0.018188996240496635,0.06916000694036484,-0.038267649710178375
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.3433155417442322,0.5201468467712402,0.2792111933231354,0.31047213077545166,0.224680557847023,0.1527150720357895,0.5201468467712402,0.21680790185928345,0.30027052760124207,0.20430970191955566
delüün,0.18520301580429077,0.20858654379844666,0.27342310547828674,0.2465732842683792,0.3229347765445709,0.21866284310817719,0.1665719747543335,0.208065927028656,0.13790017366409302,0.3229347765445709,0.10507482290267944,0.23818060755729675,0.16321256756782532
boldog,0.24278296530246735,0.21871896088123322,0.19333186745643616,0.29612481594085693,0.3280763626098633,0.29667800664901733,0.14860287308692932,0.27234774827957153,0.23664674162864685,0.3280763626098633,0.20304536819458008,0.1792992204427719,0.32808271050453186
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.3484273850917816,1.0000001192092896,0.3365725874900818,0.2798398435115814,0.2891939878463745,0.19700400531291962,1.0000001192092896,0.22176046669483185,0.37898433208465576,0.31091248989105225
near,0.19414293766021729,0.17220816016197205,0.1933041363954544,0.2273242026567459,0.3141826391220093,0.08319083601236343,0.15950028598308563,0.21382223069667816,0.12571768462657928,0.3141826391220093,0.16505001485347748,0.23915451765060425,0.10734958201646805
burkhan,0.22729746997356415,0.16682648658752441,0.25019124150276184,0.46124267578125,0.3074217438697815,0.2808838188648224,0.20363713800907135,0.49505355954170227,0.6663304567337036,0.3074217438697815,0.07794559001922607,0.29881855845451355,0.15091314911842346
khaldun,0.250911682844162,0.17299653589725494,0.2736385762691498,0.5722626447677612,0.3172292113304138,0.3311801850795746,0.22772957384586334,0.5847230553627014,0.6202942728996277,0.3172292113304138,0.18256732821464539,0.2347463071346283,0.20904235541820526
mountain,0.15145938098430634,0.17981497943401337,0.19559861719608307,0.2320975363254547,0.2732870280742645,0.18318231403827667,0.13316643238067627,0.2656402587890625,0.15298856794834137,0.2732870280742645,0.13410980999469757,0.12526467442512512,0.10710091888904572
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.3789469599723816,0.6633074283599854,0.41279885172843933,0.31226563453674316,0.26551535725593567,0.22885166108608246,0.6633074283599854,0.3069725036621094,0.25002726912498474,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.43713900446891785,0.4933079481124878,0.3733934462070465,0.36325156688690186,0.3448939025402069,0.21067845821380615,0.4933079481124878,0.28129076957702637,0.19202874600887299,0.22068053483963013
onon,0.19262902438640594,0.175725519657135,0.26937949657440186,0.4744153916835785,0.27355337142944336,0.2545721232891083,0.21125982701778412,0.41509193181991577,0.3260955214500427,0.27355337142944336,0.12209150195121765,0.2902872860431671,0.16103661060333252
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.3789469599723816,0.6633074283599854,0.41279885172843933,0.31226563453674316,0.26551535725593567,0.22885166108608246,0.6633074283599854,0.3069725036621094,0.25002726912498474,0.20544172823429108
kherlen,0.15568944811820984,0.16050906479358673,0.22520674765110016,0.3470286428928375,0.317550927400589,0.19840718805789948,0.20948466658592224,0.4010706841945648,0.45138755440711975,0.317550927400589,0.07718794792890549,0.3009451925754547,0.14330601692199707
rivers,0.14092835783958435,0.09370148181915283,0.12047398090362549,0.19879883527755737,0.30879536271095276,0.1665663719177246,0.11395717412233353,0.22408998012542725,0.1467421054840088,0.30879536271095276,0.12851302325725555,0.16186672449111938,0.15866327285766602
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.3433155417442322,0.5201468467712402,0.2792111933231354,0.31047213077545166,0.224680557847023,0.1527150720357895,0.5201468467712402,0.21680790185928345,0.30027052760124207,0.20430970191955566
