,what,supplanted,frame,relay,and,x.25
however,0.4480680823326111,0.31161606311798096,0.2014356553554535,0.20661765336990356,0.498121976852417,0.13271279633045197
",",0.3087472915649414,0.2865699231624603,0.15437807142734528,0.25584784150123596,0.6633074283599854,0.11203207075595856
x.25,0.16212259232997894,0.08411815762519836,0.03597531095147133,0.11770671606063843,0.09234233945608139,1.0
and,0.31309178471565247,0.3204703629016876,0.20931656658649445,0.22042112052440643,1.0,0.09234233945608139
well,0.4154493808746338,0.28613772988319397,0.16164635121822357,0.1266137808561325,0.5258845686912537,0.0532512404024601
as,0.31749409437179565,0.301753431558609,0.12432032078504562,0.15341772139072418,0.49487000703811646,0.054426856338977814
frame,0.21280157566070557,0.17656104266643524,1.0000001192092896,0.23881879448890686,0.20931656658649445,0.03597531095147133
relay,0.16829247772693634,0.18492113053798676,0.23881879448890686,1.0000001192092896,0.22042112052440643,0.11770671606063843
have,0.39808809757232666,0.2932842969894409,0.2367706447839737,0.21179355680942535,0.4711785912513733,0.1810908317565918
been,0.2567804455757141,0.30691248178482056,0.16518375277519226,0.15430663526058197,0.3424558639526367,0.09666421264410019
supplanted,0.2062598019838333,1.0,0.17656104266643524,0.18492113053798676,0.3204703629016876,0.08411815762519836
by,0.2455483376979828,0.31354379653930664,0.19081400334835052,0.19606395065784454,0.4289871156215668,0.048369698226451874
the,0.42745697498321533,0.38736096024513245,0.1209321841597557,0.27304568886756897,0.5171257257461548,0.16611021757125854
internet,0.1770392656326294,0.15053197741508484,0.18237927556037903,0.3538678288459778,0.2236168533563614,0.09389020502567291
protocol,0.1694250851869583,0.19006562232971191,0.23567509651184082,0.3767870366573334,0.12529926002025604,0.12008358538150787
(,0.2411840260028839,0.10647910088300705,0.2091388702392578,0.22032783925533295,0.4862271547317505,0.11103180050849915
ip,0.31860238313674927,0.1392797976732254,0.13122403621673584,0.2721700668334961,0.1728854775428772,0.12831339240074158
),0.26259949803352356,0.1183038279414177,0.21571995317935944,0.21586664021015167,0.4961937665939331,0.09145893901586533
at,0.2838611304759979,0.23097752034664154,0.12411428242921829,0.29458582401275635,0.3571503460407257,0.08606226742267609
the,0.42745697498321533,0.38736096024513245,0.1209321841597557,0.27304568886756897,0.5171257257461548,0.16611021757125854
network,0.16917307674884796,0.26408717036247253,0.113992840051651,0.36046093702316284,0.27591994404792786,0.0992768332362175
layer,0.20606225728988647,0.2203492522239685,0.2586575746536255,0.2654176950454712,0.2740338444709778,0.08664488792419434
",",0.3087472915649414,0.2865699231624603,0.15437807142734528,0.25584784150123596,0.6633074283599854,0.11203207075595856
and,0.31309178471565247,0.3204703629016876,0.20931656658649445,0.22042112052440643,1.0,0.09234233945608139
the,0.42745697498321533,0.38736096024513245,0.1209321841597557,0.27304568886756897,0.5171257257461548,0.16611021757125854
asynchronous,0.20629289746284485,0.2013411670923233,0.3249267041683197,0.44359341263771057,0.22089780867099762,0.12016753852367401
transfer,0.16232657432556152,0.21259379386901855,0.19017189741134644,0.3030022382736206,0.19501058757305145,0.07872824370861053
mode,0.22054550051689148,0.11638373881578445,0.18622642755508423,0.192682683467865,0.17600871622562408,0.10500915348529816
(,0.2411840260028839,0.10647910088300705,0.2091388702392578,0.22032783925533295,0.4862271547317505,0.11103180050849915
atm,0.3224411904811859,0.2065010368824005,0.17558641731739044,0.25290647149086,0.20365019142627716,0.04931463673710823
),0.26259949803352356,0.1183038279414177,0.21571995317935944,0.21586664021015167,0.4961937665939331,0.09145893901586533
and,0.31309178471565247,0.3204703629016876,0.20931656658649445,0.22042112052440643,1.0,0.09234233945608139
or,0.33867141604423523,0.28203094005584717,0.2842349410057068,0.19711677730083466,0.4713204801082611,0.17981503903865814
versions,0.22019806504249573,0.2153320461511612,0.2079014927148819,0.1856081783771515,0.2880791425704956,0.061568643897771835
of,0.33290785551071167,0.3365102708339691,0.13750196993350983,0.19219422340393066,0.5116966962814331,0.12254032492637634
multi-protocol,0.1887604147195816,0.2396038919687271,0.25555169582366943,0.40619951486587524,0.17215611040592194,0.14117786288261414
label,0.1364249736070633,0.18157392740249634,0.1689540445804596,0.13547451794147491,0.24693480134010315,-0.006187055259943008
switching,0.24737738072872162,0.18921706080436707,0.25817039608955383,0.35286858677864075,0.24014128744602203,0.005704601760953665
(,0.2411840260028839,0.10647910088300705,0.2091388702392578,0.22032783925533295,0.4862271547317505,0.11103180050849915
mpls,0.18313035368919373,0.2983192205429077,0.2741891145706177,0.2269929051399231,0.2534172236919403,0.1262810081243515
),0.26259949803352356,0.1183038279414177,0.21571995317935944,0.21586664021015167,0.4961937665939331,0.09145893901586533
at,0.2838611304759979,0.23097752034664154,0.12411428242921829,0.29458582401275635,0.3571503460407257,0.08606226742267609
layer,0.20606225728988647,0.2203492522239685,0.2586575746536255,0.2654176950454712,0.2740338444709778,0.08664488792419434
two,0.23363454639911652,0.22053584456443787,0.20939071476459503,0.19848856329917908,0.4671151638031006,0.1846618801355362
.,0.3567904531955719,0.3150431513786316,0.21271292865276337,0.21066129207611084,0.588965117931366,0.08462481200695038
