,what,net,loss,did,the,conservatives,suffer,?
mcletchie,0.2296173870563507,0.22068369388580322,0.1364487111568451,0.20878702402114868,0.25644728541374207,0.22188986837863922,0.14019304513931274,0.19540517032146454
was,0.22111038863658905,0.10464823991060257,0.13580112159252167,0.41399896144866943,0.48711544275283813,0.20093517005443573,0.15624497830867767,0.18412111699581146
elected,0.16005432605743408,0.06292708963155746,0.08147402107715607,0.19869562983512878,0.23167964816093445,0.3349883556365967,0.09639070183038712,0.1966295689344406
on,0.34226128458976746,0.15057918429374695,0.2052750140428543,0.2670976221561432,0.5107308030128479,0.14171364903450012,0.20159867405891418,0.2714994251728058
the,0.42745697498321533,0.17559128999710083,0.27898719906806946,0.34736719727516174,1.0,0.19514378905296326,0.22818626463413239,0.22068053483963013
lothian,0.14814652502536774,0.07285918295383453,0.10348650813102722,0.14268572628498077,0.2804417014122009,0.2410627156496048,0.08629827946424484,0.08631976693868637
regional,0.1532609760761261,0.13893531262874603,0.11781328916549683,0.15632236003875732,0.3125704526901245,0.1585269421339035,0.10925431549549103,0.09246466308832169
list,0.22366273403167725,0.17375195026397705,0.10517635196447372,0.13643468916416168,0.2863321602344513,0.1382574737071991,0.05938194319605827,0.23630984127521515
and,0.31309178471565247,0.14261965453624725,0.20191490650177002,0.34479495882987976,0.5171257257461548,0.2468801885843277,0.22671689093112946,0.20544172823429108
the,0.42745697498321533,0.17559128999710083,0.27898719906806946,0.34736719727516174,1.0,0.19514378905296326,0.22818626463413239,0.22068053483963013
conservatives,0.18994614481925964,0.12760640680789948,0.17567238211631775,0.190702885389328,0.19514378905296326,1.0000001192092896,0.1459643542766571,0.17010615766048431
suffered,0.13741295039653778,0.15791626274585724,0.4280531406402588,0.28497523069381714,0.2558774948120117,0.15167811512947083,0.7251672148704529,0.08963493257761002
a,0.3320399522781372,0.1262080818414688,0.20714472234249115,0.2552328109741211,0.5829201340675354,0.16088508069515228,0.2534792721271515,0.23916715383529663
net,0.14762049913406372,1.0,0.1919758915901184,0.0894877091050148,0.17559128999710083,0.12760640680789948,0.18146182596683502,0.20179778337478638
loss,0.21803489327430725,0.1919758915901184,0.9999999403953552,0.17676638066768646,0.27898719906806946,0.17567238211631775,0.41689127683639526,0.1312553584575653
of,0.33290785551071167,0.15895754098892212,0.26357072591781616,0.2513895630836487,0.733189046382904,0.16622577607631683,0.22302617132663727,0.1826142966747284
five,0.18688078224658966,0.15172149240970612,0.20482534170150757,0.1999429613351822,0.41977158188819885,0.18182553350925446,0.1760442852973938,0.18342848122119904
seats,0.12961463630199432,0.012615064159035683,0.17020484805107117,0.16118532419204712,0.25880131125450134,0.34347328543663025,0.12747564911842346,0.10678832978010178
",",0.3087472915649414,0.18643678724765778,0.23328691720962524,0.3015086054801941,0.4933079481124878,0.2426142543554306,0.28302544355392456,0.31091248989105225
with,0.2464839518070221,0.17359885573387146,0.26421797275543213,0.25472134351730347,0.4223487675189972,0.15195100009441376,0.2605258822441101,0.2433311939239502
leader,0.15734966099262238,0.06805042922496796,0.14281368255615234,0.16038542985916138,0.27799519896507263,0.36264654994010925,0.22161738574504852,0.09527933597564697
annabel,0.11340004205703735,0.16018562018871307,0.055277079343795776,0.12685129046440125,0.2228488326072693,0.14043302834033966,0.1371757835149765,0.07556869089603424
goldie,0.25991588830947876,0.10698273777961731,0.0807899683713913,0.2043410837650299,0.19402597844600677,0.2351331263780594,0.22847585380077362,0.27468112111091614
claiming,0.34834736585617065,0.11297739297151566,0.21217826008796692,0.33133918046951294,0.3210364878177643,0.17294728755950928,0.24224363267421722,0.2698664963245392
that,0.6297725439071655,0.19583798944950104,0.26437413692474365,0.47518548369407654,0.5473989248275757,0.21548616886138916,0.3414488136768341,0.32716336846351624
their,0.35142919421195984,0.19253385066986084,0.3253878355026245,0.38078752160072327,0.516537070274353,0.14549927413463593,0.37234437465667725,0.1898253709077835
support,0.2797985076904297,0.17385795712471008,0.20089101791381836,0.2911772131919861,0.22984638810157776,0.27424946427345276,0.25063788890838623,0.22626608610153198
had,0.23849567770957947,0.10509534925222397,0.21993182599544525,0.540525496006012,0.3875846862792969,0.20288485288619995,0.40337520837783813,0.20728366076946259
held,0.0974166989326477,0.061975639313459396,0.1486591100692749,0.18607917428016663,0.32185450196266174,0.17759379744529724,0.07839635014533997,0.14103956520557404
firm,0.15721003711223602,0.21436507999897003,0.13276751339435577,0.1511942446231842,0.185079887509346,0.25984692573547363,0.14289133250713348,0.08762375265359879
.,0.3567904531955719,0.22163958847522736,0.21266451478004456,0.35288307070732117,0.5934505462646484,0.22956013679504395,0.18533723056316376,0.4130953550338745
