,what,globally,popular,half,marathon,began,in,1981,?
it,0.45803478360176086,0.3178914785385132,0.29535067081451416,0.2682355046272278,0.23480547964572906,0.16701442003250122,0.5130809545516968,-0.008113288320600986,0.25732165575027466
has,0.20338068902492523,0.2931256592273712,0.2765832543373108,0.25719523429870605,0.1062595322728157,0.14505231380462646,0.4173259735107422,-0.0015879026614129543,0.15994466841220856
hosted,0.10146842896938324,0.19937480986118317,0.2562098801136017,0.1627875119447708,0.2896115481853485,0.2132905274629593,0.2707974314689636,0.025667741894721985,0.09810540825128555
the,0.42745697498321533,0.23835816979408264,0.2724021077156067,0.3189295828342438,0.20494653284549713,0.3059147596359253,0.6662389636039734,-0.010583994910120964,0.22068053483963013
world,0.21669597923755646,0.32317084074020386,0.29240626096725464,0.16439731419086456,0.2527939975261688,0.2530422508716583,0.3038199245929718,0.01697283796966076,0.17579582333564758
's,0.02692362666130066,0.05127587914466858,0.11900079250335693,-0.0026473274920135736,0.03637795150279999,-0.026281554251909256,-0.037580832839012146,0.06371203064918518,-0.023395681753754616
most,0.3219912350177765,0.2883179485797882,0.47782987356185913,0.2538188099861145,0.12287808209657669,0.2036214917898178,0.41416558623313904,0.034138742834329605,0.2107497900724411
popular,0.186283677816391,0.21526172757148743,1.0,0.17551860213279724,0.1442660242319107,0.28653350472450256,0.3157482445240021,0.03334946930408478,0.13108457624912262
half,0.13016436994075775,0.19719596207141876,0.17551860213279724,1.0000001192092896,0.2380138337612152,0.09743919968605042,0.25644969940185547,0.04082625359296799,0.07471233606338501
marathon,0.14246274530887604,0.2176787406206131,0.1442660242319107,0.2380138337612152,1.0000001192092896,0.12163206934928894,0.24005192518234253,0.050182417035102844,0.1344921737909317
",",0.3087472915649414,0.2529398500919342,0.2819201350212097,0.26690807938575745,0.2517738342285156,0.2705576717853546,0.5201468467712402,0.1628991663455963,0.31091248989105225
the,0.42745697498321533,0.23835816979408264,0.2724021077156067,0.3189295828342438,0.20494653284549713,0.3059147596359253,0.6662389636039734,-0.010583994910120964,0.22068053483963013
great,0.2562883198261261,0.13731332123279572,0.18035398423671722,0.1790216565132141,0.14459273219108582,0.18897251784801483,0.23348836600780487,0.08968508243560791,0.13135133683681488
north,0.18673177063465118,0.16683655977249146,0.18694724142551422,0.12924982607364655,0.1197919100522995,0.19909949600696564,0.39050599932670593,0.23672637343406677,0.11829731613397598
run,0.2294815480709076,0.25622525811195374,0.19863846898078918,0.17952707409858704,0.3195652663707733,0.14122653007507324,0.26368704438209534,-0.02045426331460476,0.17904110252857208
",",0.3087472915649414,0.2529398500919342,0.2819201350212097,0.26690807938575745,0.2517738342285156,0.2705576717853546,0.5201468467712402,0.1628991663455963,0.31091248989105225
since,0.29783400893211365,0.31697896122932434,0.28876087069511414,0.20295360684394836,0.15731216967105865,0.30789849162101746,0.4325680434703827,0.010328690521419048,0.2876587212085724
it,0.45803478360176086,0.3178914785385132,0.29535067081451416,0.2682355046272278,0.23480547964572906,0.16701442003250122,0.5130809545516968,-0.008113288320600986,0.25732165575027466
began,0.1665823757648468,0.148292675614357,0.28653350472450256,0.09743919968605042,0.12163206934928894,1.0,0.34154343605041504,0.029488634318113327,0.1370266228914261
in,0.30808621644973755,0.1713028997182846,0.3157482445240021,0.25644969940185547,0.24005192518234253,0.34154343605041504,1.0,0.005973399616777897,0.20430970191955566
1981,-0.08909204602241516,0.06421515345573425,0.03334946930408478,0.04082625359296799,0.050182417035102844,0.029488634318113327,0.005973399616777897,1.0,0.07968433201313019
.,0.3567904531955719,0.31051740050315857,0.2864297032356262,0.2995082437992096,0.1988428235054016,0.19236212968826294,0.5591574311256409,0.08660200238227844,0.4130953550338745
