,under,normal,conditions,",",what,do,two,atoms,of,oxygen,form,?
at,0.2700437307357788,0.25311094522476196,0.19586089253425598,0.38314947485923767,0.2838611304759979,0.1511090099811554,0.32178381085395813,0.16944050788879395,0.42558613419532776,0.1428557187318802,0.10255546867847443,0.21978627145290375
standard,0.18043994903564453,0.3653278350830078,0.2710188627243042,0.2593318521976471,0.22809998691082,0.2086983174085617,0.15000273287296295,0.21429765224456787,0.2296806275844574,0.1331353485584259,0.20017488300800323,0.17029257118701935
temperature,0.12448114901781082,0.2921539545059204,0.3817524313926697,0.2439086139202118,0.26338207721710205,0.21949784457683563,0.16528362035751343,0.327900230884552,0.21649840474128723,0.3629843592643738,0.1994808167219162,0.2011885941028595
and,0.3005301356315613,0.3120298683643341,0.252461701631546,0.6633074283599854,0.31309178471565247,0.276123583316803,0.4671151638031006,0.21866731345653534,0.5116966962814331,0.22261030972003937,0.30469027161598206,0.20544172823429108
pressure,0.2447309046983719,0.2938547432422638,0.3798182010650635,0.21867604553699493,0.2625555694103241,0.15047042071819305,0.18043477833271027,0.2850531041622162,0.22627468407154083,0.35798126459121704,0.2059672325849533,0.142023503780365
",",0.24875585734844208,0.25911128520965576,0.17239321768283844,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.35859420895576477,0.19749411940574646,0.4946078956127167,0.21812842786312103,0.21805599331855774,0.31091248989105225
two,0.17014911770820618,0.231235533952713,0.2003711313009262,0.35859420895576477,0.23363454639911652,0.22086432576179504,1.0000001192092896,0.29314860701560974,0.37726253271102905,0.22778019309043884,0.22888411581516266,0.19645625352859497
atoms,0.13471883535385132,0.24343141913414001,0.18689535558223724,0.19749411940574646,0.2511626183986664,0.2086208462715149,0.29314860701560974,1.0000001192092896,0.20656298100948334,0.5021464228630066,0.3353632688522339,0.17423541843891144
of,0.32766106724739075,0.2300747036933899,0.2074868083000183,0.4946078956127167,0.33290785551071167,0.26150479912757874,0.37726253271102905,0.20656298100948334,1.0,0.16848602890968323,0.29600051045417786,0.1826142966747284
the,0.3348022699356079,0.25256022810935974,0.2622014284133911,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.43858039379119873,0.1997222602367401,0.733189046382904,0.20428593456745148,0.29286009073257446,0.22068053483963013
element,0.1731051802635193,0.3245718479156494,0.23452618718147278,0.20181523263454437,0.24694041907787323,0.1582539975643158,0.1342625916004181,0.46942293643951416,0.21102571487426758,0.35867807269096375,0.29455703496932983,0.18393386900424957
bind,0.199537456035614,0.1899312138557434,0.20872862637043,0.20758631825447083,0.20024219155311584,0.19759774208068848,0.2262079268693924,0.3742908239364624,0.23110318183898926,0.3259213864803314,0.347547322511673,0.13327588140964508
to,0.27177539467811584,0.32997602224349976,0.2756218910217285,0.44245919585227966,0.455847829580307,0.38876664638519287,0.3343428373336792,0.24628525972366333,0.41548454761505127,0.24193501472473145,0.2772196829319,0.29463258385658264
form,0.1617700457572937,0.28663215041160583,0.27280333638191223,0.21805599331855774,0.15868011116981506,0.23068922758102417,0.22888411581516266,0.3353632688522339,0.29600051045417786,0.22106200456619263,0.9999999403953552,0.1463010311126709
dioxygen,0.10437129437923431,0.29830026626586914,0.3042047917842865,0.2609575390815735,0.22355574369430542,0.2565387785434723,0.25695866346359253,0.4960639178752899,0.24121849238872528,0.9219944477081299,0.20672428607940674,0.18348100781440735
",",0.24875585734844208,0.25911128520965576,0.17239321768283844,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.35859420895576477,0.19749411940574646,0.4946078956127167,0.21812842786312103,0.21805599331855774,0.31091248989105225
a,0.18317826092243195,0.3121098279953003,0.24847128987312317,0.427140474319458,0.3320399522781372,0.26237669587135315,0.3289857804775238,0.23782315850257874,0.5052502155303955,0.21662019193172455,0.3088195323944092,0.23916715383529663
colorless,0.16195560991764069,0.3261699378490448,0.30566003918647766,0.23645839095115662,0.22089800238609314,0.2796914577484131,0.17838944494724274,0.48000532388687134,0.1939028948545456,0.49418359994888306,0.2511913776397705,0.2345704883337021
and,0.3005301356315613,0.3120298683643341,0.252461701631546,0.6633074283599854,0.31309178471565247,0.276123583316803,0.4671151638031006,0.21866731345653534,0.5116966962814331,0.22261030972003937,0.30469027161598206,0.20544172823429108
odorless,0.16431042551994324,0.2777719497680664,0.29130256175994873,0.20237134397029877,0.20655977725982666,0.2164122611284256,0.1577562689781189,0.43375587463378906,0.21741369366645813,0.45043766498565674,0.2391701638698578,0.20271171629428864
diatomic,0.15321315824985504,0.28889113664627075,0.28832024335861206,0.28459563851356506,0.30110427737236023,0.2393122762441635,0.23630331456661224,0.6317535638809204,0.3097217381000519,0.48179152607917786,0.2611232399940491,0.18782663345336914
gas,0.14294582605361938,0.2008333057165146,0.22416573762893677,0.22298859059810638,0.20887799561023712,0.14255985617637634,0.17728938162326813,0.37225592136383057,0.21246914565563202,0.45564013719558716,0.12130887806415558,0.1582372784614563
with,0.2667143940925598,0.3020731210708618,0.2560398578643799,0.4120737314224243,0.2464839518070221,0.23744353652000427,0.4333336651325226,0.2722374200820923,0.41827285289764404,0.200663760304451,0.29348593950271606,0.2433311939239502
the,0.3348022699356079,0.25256022810935974,0.2622014284133911,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.43858039379119873,0.1997222602367401,0.733189046382904,0.20428593456745148,0.29286009073257446,0.22068053483963013
formula,0.10969380289316177,0.16332374513149261,0.19324897229671478,0.18965117633342743,0.1849268674850464,0.17564865946769714,0.19305028021335602,0.31231486797332764,0.18542331457138062,0.22203277051448822,0.22205641865730286,0.16194304823875427
o,0.08290524035692215,0.0685778260231018,0.07410658150911331,0.2621893286705017,0.1489914506673813,0.20256756246089935,0.18535572290420532,0.21805140376091003,0.16054381430149078,0.2476140707731247,0.1058930829167366,0.23868927359580994
2,-0.007943497970700264,-0.015597207471728325,0.0030062817968428135,-0.08638399094343185,-0.049862053245306015,-0.09570206701755524,0.061530034989118576,0.04293985664844513,-0.013777675107121468,0.04063820466399193,0.031230177730321884,0.001977203879505396
.,0.2901604175567627,0.2961207330226898,0.17719176411628723,0.6812511086463928,0.3567904531955719,0.3613996207714081,0.3524959683418274,0.26239243149757385,0.5352458953857422,0.2554275095462799,0.28317511081695557,0.4130953550338745
