,aside,from,firebox,",",what,is,another,name,for,the,space,in,which,combustible,material,is,burned,in,the,engine,?
the,0.3075125813484192,0.40150508284568787,0.2672300338745117,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,1.0,0.24495907127857208,0.6662389636039734,0.6521818041801453,0.21786433458328247,0.26762521266937256,0.5823672413825989,0.27910104393959045,0.6662389636039734,1.0,0.21651263535022736,0.22068053483963013
heat,0.188089519739151,0.2508489787578583,0.44404900074005127,0.25331911444664,0.1933984011411667,0.20543494820594788,0.2402048259973526,0.12676887214183807,0.2318875640630722,0.2556036710739136,0.22263501584529877,0.20852652192115784,0.28304964303970337,0.4941389858722687,0.37245187163352966,0.20543494820594788,0.3241565525531769,0.20852652192115784,0.2556036710739136,0.3821377456188202,0.16343188285827637
required,0.28843390941619873,0.1592145413160324,0.26240819692611694,0.22653338313102722,0.2506856620311737,0.21426478028297424,0.27287837862968445,0.09482240676879883,0.33989444375038147,0.27848219871520996,0.23494939506053925,0.20162324607372284,0.33025646209716797,0.3074337840080261,0.32525673508644104,0.21426478028297424,0.14623573422431946,0.20162324607372284,0.27848219871520996,0.20128196477890015,0.24962718784809113
for,0.41318121552467346,0.314039945602417,0.19733665883541107,0.4464869201183319,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.25737348198890686,0.9999999403953552,0.4739971458911896,0.24232043325901031,0.4322226941585541,0.44095608592033386,0.24920950829982758,0.26816701889038086,0.43268078565597534,0.11216018348932266,0.4322226941585541,0.4739971458911896,0.17779722809791565,0.264628142118454
boiling,0.11049783229827881,0.2428828775882721,0.32676374912261963,0.22774799168109894,0.2704375982284546,0.24637913703918457,0.25240617990493774,0.09348990023136139,0.16481709480285645,0.23628167808055878,0.1820422112941742,0.25097140669822693,0.32287049293518066,0.4425395131111145,0.29049021005630493,0.24637913703918457,0.289201945066452,0.25097140669822693,0.23628167808055878,0.243660569190979,0.22858569025993347
the,0.3075125813484192,0.40150508284568787,0.2672300338745117,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,1.0,0.24495907127857208,0.6662389636039734,0.6521818041801453,0.21786433458328247,0.26762521266937256,0.5823672413825989,0.27910104393959045,0.6662389636039734,1.0,0.21651263535022736,0.22068053483963013
water,0.22352056205272675,0.197988361120224,0.3311076760292053,0.26706066727638245,0.17456887662410736,0.2879090905189514,0.27029234170913696,0.1251494139432907,0.189085453748703,0.297396719455719,0.1941259205341339,0.23966141045093536,0.3689718246459961,0.3893936276435852,0.2951032519340515,0.2879090905189514,0.2873305678367615,0.23966141045093536,0.297396719455719,0.23611068725585938,0.14731885492801666
and,0.2829201817512512,0.3601827025413513,0.20092259347438812,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.5064792633056641,0.5171257257461548,0.22901733219623566,0.4954058527946472,0.506277859210968,0.25513961911201477,0.2923409640789032,0.3859752118587494,0.245635986328125,0.4954058527946472,0.5171257257461548,0.18437977135181427,0.20544172823429108
supplying,0.261089950799942,0.2277199923992157,0.28859248757362366,0.2699131369590759,0.26363927125930786,0.22983354330062866,0.3127151429653168,0.15250174701213837,0.34048935770988464,0.338356077671051,0.07584068924188614,0.27521073818206787,0.3467280864715576,0.36533719301223755,0.28484100103378296,0.22983354330062866,0.2881990075111389,0.27521073818206787,0.338356077671051,0.2840784192085266,0.1387658268213272
the,0.3075125813484192,0.40150508284568787,0.2672300338745117,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,1.0,0.24495907127857208,0.6662389636039734,0.6521818041801453,0.21786433458328247,0.26762521266937256,0.5823672413825989,0.27910104393959045,0.6662389636039734,1.0,0.21651263535022736,0.22068053483963013
steam,0.16195428371429443,0.2270648181438446,0.4439116418361664,0.2264556586742401,0.15672586858272552,0.13029660284519196,0.18421155214309692,0.1303234100341797,0.19393667578697205,0.23105813562870026,0.16899104416370392,0.19852672517299652,0.2616398334503174,0.4928489327430725,0.23595966398715973,0.13029660284519196,0.33151766657829285,0.19852672517299652,0.23105813562870026,0.4921848475933075,0.113324373960495
