,when,was,the,the,second,german,empire,founded,?
after,0.5331412553787231,0.49306565523147583,0.4565047025680542,0.4565047025680542,0.3736267685890198,0.20262564718723297,0.23534879088401794,0.25701573491096497,0.16608688235282898
prussia,0.21976780891418457,0.2695194482803345,0.26054897904396057,0.26054897904396057,0.18736574053764343,0.48635345697402954,0.4046269953250885,0.1382584571838379,0.09988865256309509
unified,0.20491962134838104,0.19592061638832092,0.29028576612472534,0.29028576612472534,0.2326701581478119,0.196323424577713,0.2590472102165222,0.30331113934516907,0.21746130287647247
the,0.5091903209686279,0.48711544275283813,1.0,1.0,0.4620301127433777,0.256483793258667,0.32532164454460144,0.2840350568294525,0.22068053483963013
other,0.34102705121040344,0.14651623368263245,0.44152235984802246,0.44152235984802246,0.18458862602710724,0.15382464230060577,0.17392708361148834,0.16046752035617828,0.24682199954986572
states,0.24639196693897247,0.2847922146320343,0.3463578522205353,0.3463578522205353,0.24110113084316254,0.19740509986877441,0.28543442487716675,0.21215783059597015,0.16272737085819244
into,0.389646977186203,0.2322220653295517,0.39493247866630554,0.39493247866630554,0.19304557144641876,0.1981734037399292,0.19112050533294678,0.09455183148384094,0.15662476420402527
the,0.5091903209686279,0.48711544275283813,1.0,1.0,0.4620301127433777,0.256483793258667,0.32532164454460144,0.2840350568294525,0.22068053483963013
second,0.28561660647392273,0.3858029544353485,0.4620301127433777,0.4620301127433777,1.0,0.16343481838703156,0.22846785187721252,0.1784835159778595,0.17239587008953094
german,0.16090898215770721,0.26016926765441895,0.256483793258667,0.256483793258667,0.16343481838703156,1.0000001192092896,0.21784934401512146,0.2146073579788208,0.13978645205497742
empire,0.18422111868858337,0.30602675676345825,0.32532164454460144,0.32532164454460144,0.22846785187721252,0.21784934401512146,1.0000001192092896,0.26025617122650146,0.14909450709819794
after,0.5331412553787231,0.49306565523147583,0.4565047025680542,0.4565047025680542,0.3736267685890198,0.20262564718723297,0.23534879088401794,0.25701573491096497,0.16608688235282898
the,0.5091903209686279,0.48711544275283813,1.0,1.0,0.4620301127433777,0.256483793258667,0.32532164454460144,0.2840350568294525,0.22068053483963013
franco-german,0.2397090494632721,0.3276323080062866,0.34231671690940857,0.34231671690940857,0.18980516493320465,0.7148604989051819,0.3007085919380188,0.19803498685359955,0.21309657394886017
war,0.26339730620384216,0.3560331463813782,0.366199791431427,0.366199791431427,0.2754240930080414,0.27889665961265564,0.39422088861465454,0.1629403978586197,0.15510529279708862
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.29927265644073486,0.2478695809841156,0.27646857500076294,0.24976085126399994,0.31091248989105225
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.559237003326416,0.23407325148582458,0.13400864601135254,0.22907911241054535,0.2554669976234436,0.15103481709957123
long-time,0.33422163128852844,0.29249802231788635,0.3677595555782318,0.3677595555782318,0.29187002778053284,0.14376431703567505,0.288199782371521,0.21800334751605988,0.2553507387638092
chancellor,0.13414767384529114,0.2744111120700836,0.2517296373844147,0.2517296373844147,0.24260665476322174,0.35510483384132385,0.3081263601779938,0.2664848864078522,0.12048398703336716
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.29927265644073486,0.2478695809841156,0.27646857500076294,0.24976085126399994,0.31091248989105225
otto,0.1581655591726303,0.2634204030036926,0.1906455010175705,0.1906455010175705,0.21689240634441376,0.43235188722610474,0.2690388262271881,0.1328747272491455,0.12762142717838287
von,0.15501481294631958,0.2042967826128006,0.21817399561405182,0.21817399561405182,0.15136867761611938,0.5505782961845398,0.20950397849082947,0.09496863931417465,0.13907472789287567
bismarck,0.16533653438091278,0.25690242648124695,0.267672061920166,0.267672061920166,0.16911311447620392,0.4864182472229004,0.2967890202999115,0.09939427673816681,0.1326347440481186
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.33289089798927307,0.27435752749443054,0.21152326464653015,0.20560875535011292,0.16187793016433716,0.40561532974243164
1862–90,0.04013101011514664,0.13870064914226532,0.03829427808523178,0.03829427808523178,0.03548534959554672,0.10065186768770218,0.08280058205127716,0.11946365237236023,-0.0029792902059853077
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.3456730246543884,0.29819294810295105,0.21792921423912048,0.21227380633354187,0.19867146015167236,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.29927265644073486,0.2478695809841156,0.27646857500076294,0.24976085126399994,0.31091248989105225
long,0.30121734738349915,0.1968146562576294,0.3075225353240967,0.3075225353240967,0.25551390647888184,0.13117992877960205,0.14034654200077057,0.014008646830916405,0.19699987769126892
opposed,0.26777365803718567,0.2790595591068268,0.24302934110164642,0.24302934110164642,0.15438754856586456,0.16877910494804382,0.1804913729429245,0.25859302282333374,0.23428945243358612
colonial,0.2143167406320572,0.2549057900905609,0.2715741693973541,0.2715741693973541,0.1591373234987259,0.12780003249645233,0.36260706186294556,0.23201780021190643,0.10191229730844498
acquisitions,0.22339826822280884,0.1884748339653015,0.2661837041378021,0.2661837041378021,0.15693432092666626,0.18321697413921356,0.2257542759180069,0.2440684735774994,0.13937270641326904
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.29927265644073486,0.2478695809841156,0.27646857500076294,0.24976085126399994,0.31091248989105225
arguing,0.271638423204422,0.20140673220157623,0.2737332284450531,0.2737332284450531,0.1475226730108261,0.149298295378685,0.2742981016635895,0.18789854645729065,0.2956003248691559
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.5473989248275757,0.25411489605903625,0.18284347653388977,0.1784069836139679,0.1707451045513153,0.32716336846351624
the,0.5091903209686279,0.48711544275283813,1.0,1.0,0.4620301127433777,0.256483793258667,0.32532164454460144,0.2840350568294525,0.22068053483963013
burden,0.15689381957054138,0.12423019856214523,0.18522068858146667,0.18522068858146667,0.10834278166294098,0.21042804419994354,0.13760003447532654,0.13777238130569458,0.24832278490066528
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.733189046382904,0.353416383266449,0.2122138887643814,0.30522286891937256,0.24571022391319275,0.1826142966747284
obtaining,0.2806289494037628,0.13359025120735168,0.2691054046154022,0.2691054046154022,0.20262326300144196,0.15340983867645264,0.2073180228471756,0.16806580126285553,0.14850705862045288
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.29927265644073486,0.2478695809841156,0.27646857500076294,0.24976085126399994,0.31091248989105225
maintaining,0.2597217261791229,0.1808418184518814,0.2943509817123413,0.2943509817123413,0.12331131845712662,0.1605234146118164,0.1830984354019165,0.15834695100784302,0.20531877875328064
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.29927265644073486,0.2478695809841156,0.27646857500076294,0.24976085126399994,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.5171257257461548,0.2743909955024719,0.25850871205329895,0.27479609847068787,0.22426098585128784,0.20544172823429108
defending,0.2857620418071747,0.22164638340473175,0.3322177529335022,0.3322177529335022,0.2613901197910309,0.22464483976364136,0.23055000603199005,0.20277643203735352,0.19775530695915222
such,0.27679547667503357,0.12487147748470306,0.3575236201286316,0.3575236201286316,0.058383647352457047,0.1345568746328354,0.16838842630386353,0.13386201858520508,0.17851735651493073
possessions,0.2768634259700775,0.1632450520992279,0.3084975481033325,0.3084975481033325,0.15941600501537323,0.18388989567756653,0.3249491751194,0.14414943754673004,0.11709505319595337
would,0.4219970703125,0.41663143038749695,0.4133751392364502,0.4133751392364502,0.25778821110725403,0.1689043790102005,0.2288145273923874,0.09646472334861755,0.37178951501846313
outweigh,0.18908527493476868,0.12771233916282654,0.1554172784090042,0.1554172784090042,0.0885065346956253,0.08344972133636475,0.14216724038124084,0.021064797416329384,0.33966806530952454
any,0.4210505485534668,0.22746296226978302,0.4525727927684784,0.4525727927684784,0.290420800447464,0.1880311220884323,0.11457037925720215,0.02078513242304325,0.4113408327102661
potential,0.2868275046348572,0.1598915457725525,0.27955570816993713,0.27955570816993713,0.18846741318702698,0.07782258093357086,0.1319911926984787,0.01183652225881815,0.20122039318084717
benefits,0.1823955923318863,0.09684896469116211,0.20434671640396118,0.20434671640396118,0.08915995061397552,0.11189506202936172,0.14801160991191864,0.12710987031459808,0.25678688287734985
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.5934505462646484,0.346034437417984,0.2407633364200592,0.2811720371246338,0.23141497373580933,0.4130953550338745
