,what,did,philip,i,wish,to,do,around,1539,?
from,0.2737620174884796,0.20248863101005554,0.1016678735613823,0.1677764356136322,0.1751764416694641,0.4069952368736267,0.20424067974090576,0.3577364683151245,-0.0178984347730875,0.19969791173934937
december,0.19304980337619781,0.2542226016521454,0.2502119839191437,0.23529675602912903,0.18752236664295197,0.21181435883045197,0.14908112585544586,0.17677196860313416,0.08037548512220383,0.2480352818965912
1539,0.03279426321387291,-0.04654200002551079,0.014879525639116764,0.06153326854109764,-0.01105085201561451,-0.0011582360602915287,-0.05208055302500725,0.010963639244437218,1.0,0.014554516412317753
",",0.3087472915649414,0.3015086054801941,0.28930366039276123,0.3467482030391693,0.22699971497058868,0.44245919585227966,0.3283645510673523,0.3298884332180023,0.00876530259847641,0.31091248989105225
luther,0.2134782373905182,0.23667675256729126,0.22734054923057556,0.232476145029068,0.2077867090702057,0.18029534816741943,0.10933273285627365,0.08700196444988251,0.07253661751747131,0.1732746809720993
became,0.1434093862771988,0.3632316589355469,0.17313513159751892,0.12454700469970703,0.12975282967090607,0.20401327311992645,0.12161382287740707,0.18752731382846832,0.04615166783332825,0.11374033987522125
implicated,0.34807974100112915,0.2568132281303406,0.018772104755043983,0.21050234138965607,0.29957300424575806,0.2893189787864685,0.32134222984313965,0.13492490351200104,0.00027341622626408935,0.23202624917030334
in,0.30808621644973755,0.2593238651752472,0.26558998227119446,0.22907796502113342,0.16469073295593262,0.45010748505592346,0.23402775824069977,0.41294145584106445,0.054157838225364685,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.21499985456466675,0.26687872409820557,0.25205081701278687,0.535392165184021,0.30239659547805786,0.40085816383361816,0.061908215284347534,0.22068053483963013
bigamy,0.2548953592777252,0.29481378197669983,0.2877887487411499,0.2655017375946045,0.2982744574546814,0.24838772416114807,0.23093955218791962,0.18013040721416473,0.018260253593325615,0.24296744167804718
of,0.33290785551071167,0.2513895630836487,0.24375313520431519,0.25849398970603943,0.1985756903886795,0.41548454761505127,0.26150479912757874,0.3296394646167755,0.049648601561784744,0.1826142966747284
philip,0.11288820952177048,0.16742472350597382,1.0,0.1982668936252594,0.1457642912864685,0.17181846499443054,0.09420987963676453,0.12670689821243286,0.014879525639116764,0.11887923628091812
i,0.4411132335662842,0.32301032543182373,0.1982668936252594,0.9999999403953552,0.39784443378448486,0.3140375316143036,0.39633429050445557,0.199415922164917,0.06153326854109764,0.4695145785808563
",",0.3087472915649414,0.3015086054801941,0.28930366039276123,0.3467482030391693,0.22699971497058868,0.44245919585227966,0.3283645510673523,0.3298884332180023,0.00876530259847641,0.31091248989105225
landgrave,0.19502262771129608,0.20445628464221954,0.3638521134853363,0.3035884201526642,0.21056461334228516,0.22997619211673737,0.09010601043701172,0.15573230385780334,0.08102743327617645,0.2453048676252365
of,0.33290785551071167,0.2513895630836487,0.24375313520431519,0.25849398970603943,0.1985756903886795,0.41548454761505127,0.26150479912757874,0.3296394646167755,0.049648601561784744,0.1826142966747284
hesse,0.12103702872991562,0.11396785080432892,0.21449171006679535,0.1959533989429474,0.16341951489448547,0.14232581853866577,0.047603584825992584,0.1350918412208557,0.04762540012598038,0.11271942406892776
",",0.3087472915649414,0.3015086054801941,0.28930366039276123,0.3467482030391693,0.22699971497058868,0.44245919585227966,0.3283645510673523,0.3298884332180023,0.00876530259847641,0.31091248989105225
who,0.40942975878715515,0.34038686752319336,0.25307518243789673,0.33545589447021484,0.3759716749191284,0.42656609416007996,0.2662210166454315,0.2775672674179077,0.05512271448969841,0.26220351457595825
wanted,0.3579951524734497,0.6432620882987976,0.17294663190841675,0.3067260682582855,0.42740756273269653,0.47293567657470703,0.2941253185272217,0.1797487884759903,0.018636811524629593,0.24342651665210724
to,0.455847829580307,0.4452643394470215,0.17181846499443054,0.3140375316143036,0.4275972843170166,1.0,0.38876664638519287,0.3591267168521881,-0.0011582360602915287,0.29463258385658264
marry,0.2587384581565857,0.27373647689819336,0.2985031306743622,0.2678331434726715,0.363919734954834,0.3244785964488983,0.2326897829771042,0.14205718040466309,0.009901950135827065,0.15644006431102753
one,0.376489520072937,0.27659472823143005,0.11569949984550476,0.2728527784347534,0.30543026328086853,0.4025384783744812,0.26478132605552673,0.3445841073989868,0.07054927945137024,0.2673267424106598
of,0.33290785551071167,0.2513895630836487,0.24375313520431519,0.25849398970603943,0.1985756903886795,0.41548454761505127,0.26150479912757874,0.3296394646167755,0.049648601561784744,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.2676854133605957,0.2764712870121002,0.2897419035434723,0.3715193271636963,0.15088757872581482,0.2113194763660431,-0.035069771111011505,0.18075084686279297
wife,0.15537087619304657,0.23308776319026947,0.27651238441467285,0.20039142668247223,0.21891923248767853,0.20460014045238495,0.08382950723171234,0.13845528662204742,0.056138746440410614,0.19987250864505768
's,0.02692362666130066,0.05069678649306297,-0.022211208939552307,0.09143294394016266,0.0009507016511633992,0.03782717138528824,-0.01994597539305687,-0.039796680212020874,0.035697147250175476,-0.023395681753754616
ladies-in-waiting,0.3058239817619324,0.31462541222572327,0.2641794979572296,0.3408394157886505,0.28859320282936096,0.32528001070022583,0.21664825081825256,0.21235762536525726,0.035472359508275986,0.2977629005908966
.,0.3567904531955719,0.35288307070732117,0.2297613024711609,0.33645379543304443,0.2751295566558838,0.4645031690597534,0.3613996207714081,0.3712388277053833,0.0025317068211734295,0.4130953550338745
