,what,language,were,classes,held,in,at,tesla,'s,school,?
:32,0.10228089243173599,0.026605086401104927,0.12518054246902466,0.05288089066743851,0.02376948855817318,-0.05097714066505432,-0.10868501663208008,0.024627353996038437,0.032485634088516235,-0.037592582404613495,-0.01251556258648634
the,0.42745697498321533,0.30198320746421814,0.3906462490558624,0.21469499170780182,0.32185450196266174,0.6662389636039734,0.457212895154953,0.1324402391910553,-0.01540423184633255,0.22953221201896667,0.22068053483963013
classes,0.20746955275535583,0.24860452115535736,0.248728409409523,1.0000001192092896,0.12771517038345337,0.20728561282157898,0.20188677310943604,0.13086260855197906,-0.04030177742242813,0.35834839940071106,0.14397528767585754
were,0.22298263013362885,0.1767657995223999,1.0000001192092896,0.248728409409523,0.2591556906700134,0.3815755248069763,0.2947486639022827,0.1222306564450264,0.007088581565767527,0.16513954102993011,0.17890112102031708
held,0.0974166989326477,0.10089544206857681,0.2591556906700134,0.12771517038345337,1.0,0.3127288818359375,0.3822793960571289,0.1594439595937729,0.02657921425998211,0.13046923279762268,0.14103956520557404
in,0.30808621644973755,0.23268210887908936,0.3815755248069763,0.20728561282157898,0.3127288818359375,1.0,0.4374977946281433,0.17097744345664978,-0.037580832839012146,0.26157811284065247,0.20430970191955566
german,0.1960553526878357,0.19494405388832092,0.21041691303253174,0.1110636442899704,0.10271702706813812,0.21098364889621735,0.13090145587921143,0.18585926294326782,0.07066776603460312,0.15207898616790771,0.13978645205497742
",",0.3087472915649414,0.2694627344608307,0.36755475401878357,0.26848307251930237,0.2880980372428894,0.5201468467712402,0.38314947485923767,0.20599327981472015,-0.0016132977325469255,0.27141863107681274,0.31091248989105225
as,0.31749409437179565,0.2037375271320343,0.3025437891483307,0.2623615860939026,0.16727563738822937,0.3887844979763031,0.28092536330223083,0.10285310447216034,-0.05775856226682663,0.2065676748752594,0.27043893933296204
it,0.45803478360176086,0.297003835439682,0.25487732887268066,0.22729383409023285,0.23581157624721527,0.5130809545516968,0.36473900079727173,0.17596082389354706,0.06608816236257553,0.22964634001255035,0.25732165575027466
was,0.22111038863658905,0.20423492789268494,0.590133786201477,0.15290966629981995,0.30231067538261414,0.45514053106307983,0.36707764863967896,0.16455206274986267,0.008974763564765453,0.25740107893943787,0.18412111699581146
a,0.3320399522781372,0.21064592897891998,0.17203083634376526,0.25567445158958435,0.22326228022575378,0.539380669593811,0.3095070421695709,0.2211925983428955,0.04866964742541313,0.2245093584060669,0.23916715383529663
school,0.18774057924747467,0.16804754734039307,0.16513954102993011,0.35834839940071106,0.13046923279762268,0.26157811284065247,0.3177914023399353,0.16295383870601654,-0.017113132402300835,1.0,0.15091250836849213
within,0.2498195916414261,0.17922797799110413,0.19996105134487152,0.22242958843708038,0.21524296700954437,0.40576374530792236,0.20427878201007843,0.12420729547739029,-0.01527355331927538,0.11951503157615662,0.1870293766260147
the,0.42745697498321533,0.30198320746421814,0.3906462490558624,0.21469499170780182,0.32185450196266174,0.6662389636039734,0.457212895154953,0.1324402391910553,-0.01540423184633255,0.22953221201896667,0.22068053483963013
austro-hungarian,0.11798475682735443,0.2416587471961975,0.22034667432308197,0.16209465265274048,0.14838261902332306,0.17108792066574097,0.17803765833377838,0.30650296807289124,0.10335159301757812,0.15288621187210083,0.16446684300899506
military,0.18809624016284943,0.19154056906700134,0.21322216093540192,0.21272696554660797,0.22306960821151733,0.2402431070804596,0.17305372655391693,0.18128615617752075,0.0309983491897583,0.17106835544109344,0.1890317052602768
frontier,0.23734928667545319,0.21445925533771515,0.1899239718914032,0.1585705727338791,0.14746545255184174,0.2864285707473755,0.14477041363716125,0.18761107325553894,-0.005471039563417435,0.14717677235603333,0.13416144251823425
.,0.3567904531955719,0.2506868243217468,0.3378238379955292,0.24851149320602417,0.2628571093082428,0.5591574311256409,0.4549728035926819,0.17949827015399933,-0.003708066651597619,0.24214158952236176,0.4130953550338745
