,in,which,case,did,the,court,of,justice,hold,that,requiring,italian,lawyers,to,comply,with,maximum,tariffs,unless,there,was,an,agreement,with,a,client,was,not,a,restriction,?
by,0.370934396982193,0.40543368458747864,0.20290634036064148,0.18574509024620056,0.4408751428127289,0.21938012540340424,0.3646814823150635,0.13238877058029175,0.1619003266096115,0.37496164441108704,0.1660749614238739,0.14713914692401886,0.20121517777442932,0.33534231781959534,0.17434845864772797,0.39731505513191223,0.18296942114830017,0.2548363506793976,0.30921849608421326,0.20383623242378235,0.4752357602119446,0.2719563841819763,0.19332832098007202,0.39731505513191223,0.32094135880470276,0.20182473957538605,0.4752357602119446,0.291808545589447,0.32094135880470276,0.23728510737419128,0.17966607213020325
contrast,0.2357589453458786,0.3396453261375427,0.2625667452812195,0.15323619544506073,0.25799670815467834,0.16861633956432343,0.3046875298023224,0.14710590243339539,0.18465353548526764,0.31651821732521057,0.2414928525686264,0.1325794905424118,0.10933368653059006,0.23685190081596375,0.2364756166934967,0.24865740537643433,0.2761804163455963,0.259548544883728,0.2763562500476837,0.20667247474193573,0.17308409512043,0.18112654983997345,0.1690160483121872,0.24865740537643433,0.29432156682014465,0.23643852770328522,0.17308409512043,0.2847227156162262,0.29432156682014465,0.2506401240825653,0.15469981729984283
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.2667064666748047,0.435920387506485,0.178789421916008,0.1941935271024704,0.16819880902767181,0.45010748505592346,0.14223448932170868,0.4080928862094879,0.18371941149234772,0.20371130108833313,0.24363665282726288,0.5361666083335876,0.45514053106307983,0.2605783939361572,0.20350398123264313,0.4080928862094879,0.539380669593811,0.1503005474805832,0.45514053106307983,0.3403114080429077,0.539380669593811,0.21895073354244232,0.20430970191955566
commission,0.21326816082000732,0.25648555159568787,0.1518445461988449,0.18697425723075867,0.24418850243091583,0.36450091004371643,0.2698368728160858,0.3890712857246399,0.15026870369911194,0.22035260498523712,0.21956269443035126,0.19379840791225433,0.3134803771972656,0.24674905836582184,0.3387852907180786,0.10247842222452164,0.13164345920085907,0.3785787522792816,0.1959465742111206,0.12579765915870667,0.28741392493247986,0.19403649866580963,0.29269686341285706,0.10247842222452164,0.18981990218162537,0.10092978179454803,0.28741392493247986,0.21429981291294098,0.18981990218162537,0.27259203791618347,0.16231559216976166
v,0.15216681361198425,0.1653934270143509,0.2666381299495697,0.17618848383426666,0.18580520153045654,0.31226083636283875,0.1655031144618988,0.22317616641521454,0.12818080186843872,0.14623945951461792,0.1734551191329956,0.09236983954906464,0.19817674160003662,0.2109750658273697,0.1471826732158661,0.14314915239810944,0.146981343626976,0.13629616796970367,0.13009464740753174,0.10717330873012543,0.16128918528556824,0.13768543303012848,0.14052914083003998,0.14314915239810944,0.21861357986927032,0.11108671128749847,0.16128918528556824,0.1493779718875885,0.21861357986927032,0.23146672546863556,0.28677162528038025
italy,0.3334544897079468,0.23020818829536438,0.1242690235376358,0.10825580358505249,0.2633645832538605,0.15383219718933105,0.2844046950340271,0.13768064975738525,0.08162830024957657,0.17940302193164825,0.11617501080036163,0.6474564671516418,0.07531110942363739,0.19335418939590454,0.10737375915050507,0.18881605565547943,0.12410473823547363,0.1736602485179901,0.19657067954540253,0.1675352156162262,0.26177310943603516,0.1049756184220314,0.15371493995189667,0.18881605565547943,0.1983879655599594,0.18350236117839813,0.26177310943603516,0.15040241181850433,0.1983879655599594,0.19768349826335907,0.11567100137472153
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.3067915439605713,0.5473989248275757,0.23401294648647308,0.19855095446109772,0.18563616275787354,0.535392165184021,0.26171886920928955,0.4223487675189972,0.228700190782547,0.2589615285396576,0.3451882302761078,0.47025805711746216,0.48711544275283813,0.4207492768764496,0.2490699142217636,0.4223487675189972,0.5829201340675354,0.22438184916973114,0.48711544275283813,0.4310511648654938,0.5829201340675354,0.2859073281288147,0.22068053483963013
court,0.2793687880039215,0.19263212382793427,0.4225234091281891,0.23020441830158234,0.2812081575393677,1.0,0.28835242986679077,0.5483176112174988,0.18381616473197937,0.2474849969148636,0.21394887566566467,0.11926320195198059,0.4963245093822479,0.24824365973472595,0.32119178771972656,0.14494022727012634,0.1490837186574936,0.32958006858825684,0.16038638353347778,0.21166393160820007,0.2737988233566284,0.20114386081695557,0.2145192176103592,0.14494022727012634,0.23624834418296814,0.23429745435714722,0.2737988233566284,0.21835780143737793,0.23624834418296814,0.20468907058238983,0.17100423574447632
of,0.5696388483047485,0.5011631846427917,0.24743439257144928,0.2513895630836487,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.2465030699968338,0.41498205065727234,0.26946085691452026,0.20819662511348724,0.14232225716114044,0.41548454761505127,0.24753829836845398,0.41827285289764404,0.23949185013771057,0.23401698470115662,0.26434075832366943,0.44397735595703125,0.4069072902202606,0.32280945777893066,0.21259461343288422,0.41827285289764404,0.5052502155303955,0.1617206633090973,0.4069072902202606,0.3307090103626251,0.5052502155303955,0.23267412185668945,0.1826142966747284
justice,0.2678598463535309,0.16124017536640167,0.284448504447937,0.10621706396341324,0.23470892012119293,0.5483176112174988,0.2658293545246124,1.0,0.11804907768964767,0.23929592967033386,0.19650250673294067,0.13823910057544708,0.3879619240760803,0.19197677075862885,0.23844408988952637,0.13907890021800995,0.1566755175590515,0.3285437822341919,0.15099863708019257,0.1235368549823761,0.24932703375816345,0.1862974911928177,0.19459882378578186,0.13907890021800995,0.20230674743652344,0.09850203990936279,0.24932703375816345,0.12427773326635361,0.20230674743652344,0.16995644569396973,0.19269752502441406
