,what,was,warsaw,'s,old,town,listed,as,in,1980,?
the,0.42745697498321533,0.48711544275283813,0.23137180507183075,-0.01540423184633255,0.31849798560142517,0.2974243760108948,0.31246060132980347,0.48381632566452026,0.6662389636039734,0.020048053935170174,0.22068053483963013
historic,0.18988226354122162,0.17231665551662445,0.15235215425491333,-0.05874963477253914,0.3025847375392914,0.3300805985927582,0.37199845910072327,0.24026529490947723,0.3082408010959625,0.005496469791978598,0.09992891550064087
city-centre,0.14854417741298676,0.29840829968452454,0.3141803741455078,0.040826816111803055,0.20311321318149567,0.5000056624412537,0.22304667532444,0.20523715019226074,0.3621281683444977,0.039119914174079895,0.11880452185869217
of,0.33290785551071167,0.4069072902202606,0.19253842532634735,-0.03817026689648628,0.30522194504737854,0.26585668325424194,0.28872668743133545,0.3886612355709076,0.5696388483047485,-0.016648683696985245,0.1826142966747284
warsaw,0.10373849421739578,0.2614976763725281,1.0,0.02839025668799877,0.16372516751289368,0.18059401214122772,0.11225149035453796,0.14492812752723694,0.22642600536346436,-0.0775662213563919,0.09769917279481888
with,0.2464839518070221,0.27411898970603943,0.15415489673614502,-0.04624466598033905,0.20720098912715912,0.13294368982315063,0.16724108159542084,0.40387406945228577,0.4080928862094879,0.023398172110319138,0.2433311939239502
its,0.30393704771995544,0.3518870174884796,0.19152112305164337,0.03202139586210251,0.15281085669994354,0.26022547483444214,0.21068964898586273,0.31874480843544006,0.3793783485889435,0.047696467489004135,0.15103481709957123
picturesque,0.2320980429649353,0.2019331008195877,0.16277174651622772,0.0666218250989914,0.2677749693393707,0.2949535548686981,0.20534102618694305,0.21868327260017395,0.3031585216522217,0.028209123760461807,0.11940950900316238
old,0.22117848694324493,0.2867572605609894,0.16372516751289368,0.14042171835899353,1.0000001192092896,0.22930260002613068,0.16707026958465576,0.24722114205360413,0.2865324318408966,0.03632031008601189,0.20577076077461243
town,0.19713185727596283,0.26823142170906067,0.18059401214122772,-0.0385698527097702,0.22930260002613068,1.0,0.13449259102344513,0.17528915405273438,0.34975525736808777,0.04304473102092743,0.09902279824018478
in,0.30808621644973755,0.45514053106307983,0.22642600536346436,-0.037580832839012146,0.2865324318408966,0.34975525736808777,0.2905867397785187,0.3887844979763031,1.0,-0.03510594367980957,0.20430970191955566
1980,0.017667625099420547,-0.1616545468568802,-0.0775662213563919,0.08458440005779266,0.03632031008601189,0.04304473102092743,0.10174629092216492,-0.006920121144503355,-0.03510594367980957,1.0000001192092896,0.033455219119787216
was,0.22111038863658905,1.0000001192092896,0.2614976763725281,0.008974763564765453,0.2867572605609894,0.26823142170906067,0.21372930705547333,0.3677520453929901,0.45514053106307983,-0.1616545468568802,0.18412111699581146
listed,0.21780680119991302,0.21372930705547333,0.11225149035453796,-0.03281519562005997,0.16707026958465576,0.13449259102344513,1.0000001192092896,0.28461623191833496,0.2905867397785187,0.10174629092216492,0.2152968794107437
as,0.31749409437179565,0.3677520453929901,0.14492812752723694,-0.05775856226682663,0.24722114205360413,0.17528915405273438,0.28461623191833496,1.0,0.3887844979763031,-0.006920121144503355,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.19591784477233887,0.04866964742541313,0.2846200466156006,0.2832636833190918,0.20046192407608032,0.39550232887268066,0.539380669593811,0.07698068022727966,0.23916715383529663
unesco,0.17921961843967438,0.21660389006137848,0.18941961228847504,-0.0019813179969787598,0.21469202637672424,0.2614915370941162,0.3175385296344757,0.19105775654315948,0.23712396621704102,-0.07439824193716049,0.1657659411430359
world,0.21669597923755646,0.3097524344921112,0.2137570083141327,0.11877062171697617,0.21079564094543457,0.16815683245658875,0.22752368450164795,0.22848254442214966,0.3038199245929718,-0.023936359211802483,0.17579582333564758
heritage,0.1899084597826004,0.2243773341178894,0.15229582786560059,-0.01993033103644848,0.2606910765171051,0.26778966188430786,0.3379659056663513,0.18155166506767273,0.2754135727882385,-0.0031870482489466667,0.17516329884529114
site,0.21561308205127716,0.24460934102535248,0.10378202050924301,0.007863886654376984,0.1941584199666977,0.2478867769241333,0.2708604037761688,0.21358512341976166,0.20704983174800873,-0.03754475340247154,0.2014765441417694
.,0.3567904531955719,0.40146201848983765,0.26825499534606934,-0.003708066651597619,0.32390445470809937,0.28254011273384094,0.2932872176170349,0.515582263469696,0.5591574311256409,0.039312392473220825,0.4130953550338745
