,how,many,sons,did,börte,bear,genghis,khan,after,jochi,?
börte,0.15330110490322113,0.17273730039596558,0.22274290025234222,0.1862763911485672,1.0,0.21420063078403473,0.2676027715206146,0.25507286190986633,0.13383601605892181,0.3272222876548767,0.2609442472457886
had,0.2549138069152832,0.40130746364593506,0.3197062909603119,0.540525496006012,0.20829665660858154,0.15743231773376465,0.2616504430770874,0.1740240752696991,0.4133172631263733,0.15061621367931366,0.20728366076946259
three,0.23807744681835175,0.4501400589942932,0.27134495973587036,0.2043166607618332,0.18547029793262482,0.14288046956062317,0.18328385055065155,0.11997674405574799,0.2759888768196106,0.15333640575408936,0.20928427577018738
more,0.4319567084312439,0.48608261346817017,0.1632988154888153,0.2803135812282562,0.21692456305027008,0.1518620401620865,0.19445091485977173,0.1011371836066246,0.2585527002811432,0.13756413757801056,0.27894994616508484
sons,0.14994631707668304,0.17685455083847046,1.0,0.19547776877880096,0.22274290025234222,0.1917654573917389,0.2966407537460327,0.2521197199821472,0.20522862672805786,0.219376340508461,0.13006451725959778
",",0.22659391164779663,0.40610817074775696,0.29804715514183044,0.3015086054801941,0.30557334423065186,0.29468652606010437,0.2891939878463745,0.19700400531291962,0.38860568404197693,0.2696787714958191,0.31091248989105225
chagatai,0.12679041922092438,0.28043681383132935,0.2263251543045044,0.10563245415687561,0.3179619610309601,0.19233231246471405,0.5115617513656616,0.39546430110931396,0.19073237478733063,0.5072594285011292,0.1902039349079132
(,0.1676948219537735,0.1455259770154953,0.15359754860401154,0.18979617953300476,0.3193424940109253,0.19004274904727936,0.2257842868566513,0.1773909628391266,0.2132600098848343,0.20080192387104034,0.40561532974243164
1187—1241,0.0829850435256958,0.24071399867534637,0.09048684686422348,0.13714788854122162,0.20794907212257385,0.0860585868358612,0.16235454380512238,0.0775931105017662,0.10679468512535095,0.10988036543130875,0.05855670943856239
),0.17939934134483337,0.16602720320224762,0.1573849618434906,0.18584993481636047,0.3353121876716614,0.17184890806674957,0.24887141585350037,0.2105041742324829,0.24162524938583374,0.22713732719421387,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.29804715514183044,0.3015086054801941,0.30557334423065186,0.29468652606010437,0.2891939878463745,0.19700400531291962,0.38860568404197693,0.2696787714958191,0.31091248989105225
ögedei,0.13752831518650055,0.16803842782974243,0.3486875593662262,0.2727532982826233,0.3619779050350189,0.2325638383626938,0.6161514520645142,0.43523725867271423,0.2981748580932617,0.39354950189590454,0.20177854597568512
(,0.1676948219537735,0.1455259770154953,0.15359754860401154,0.18979617953300476,0.3193424940109253,0.19004274904727936,0.2257842868566513,0.1773909628391266,0.2132600098848343,0.20080192387104034,0.40561532974243164
1189—1241,0.11059564352035522,0.15757785737514496,-0.017030738294124603,0.1032223105430603,0.1263573318719864,0.17397955060005188,0.09445537626743317,0.08605194836854935,0.08502288162708282,0.07919644564390182,0.05494954064488411
),0.17939934134483337,0.16602720320224762,0.1573849618434906,0.18584993481636047,0.3353121876716614,0.17184890806674957,0.24887141585350037,0.2105041742324829,0.24162524938583374,0.22713732719421387,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.29804715514183044,0.3015086054801941,0.30557334423065186,0.29468652606010437,0.2891939878463745,0.19700400531291962,0.38860568404197693,0.2696787714958191,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.22999194264411926,0.34479495882987976,0.22556085884571075,0.29109886288642883,0.26551535725593567,0.22885166108608246,0.3765919506549835,0.17898419499397278,0.20544172823429108
tolui,0.18778151273727417,0.24880239367485046,0.26768049597740173,0.1567467600107193,0.4482001066207886,0.19395342469215393,0.39437389373779297,0.33795106410980225,0.1904468983411789,0.3887605369091034,0.18748058378696442
(,0.1676948219537735,0.1455259770154953,0.15359754860401154,0.18979617953300476,0.3193424940109253,0.19004274904727936,0.2257842868566513,0.1773909628391266,0.2132600098848343,0.20080192387104034,0.40561532974243164
1190–1232,0.2576580345630646,0.31148967146873474,0.1197911947965622,0.19229769706726074,0.14947117865085602,0.1994258165359497,0.14172354340553284,0.05625881627202034,0.12767384946346283,0.09416967630386353,0.14254438877105713
),0.17939934134483337,0.16602720320224762,0.1573849618434906,0.18584993481636047,0.3353121876716614,0.17184890806674957,0.24887141585350037,0.2105041742324829,0.24162524938583374,0.22713732719421387,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.21456153690814972,0.35288307070732117,0.31827959418296814,0.24288401007652283,0.25373268127441406,0.19819748401641846,0.35870397090911865,0.21038752794265747,0.4130953550338745
