,what,does,the,beroida,have,instead,of,feeding,appendages,?
the,0.42745697498321533,0.35928019881248474,1.0,0.1946653425693512,0.40389683842658997,0.3940567970275879,0.733189046382904,0.27616533637046814,0.26958802342414856,0.22068053483963013
beroida,0.15078282356262207,0.1623222380876541,0.1946653425693512,1.0,0.22367745637893677,0.14634205400943756,0.2601577937602997,0.2825091481208801,0.3024665415287018,0.211763396859169
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.25767672061920166,0.3541618287563324,0.32166025042533875,0.4946078956127167,0.193827286362648,0.2414616048336029,0.31091248989105225
also,0.42747777700424194,0.4118025600910187,0.6021018624305725,0.21196392178535461,0.5252172946929932,0.4202590584754944,0.4924938678741455,0.2658224105834961,0.22371777892112732,0.21848613023757935
known,0.20381177961826324,0.24860821664333344,0.3624623417854309,0.24483893811702728,0.1978331357240677,0.17316077649593353,0.35814476013183594,0.1446627825498581,0.16327530145645142,0.18314571678638458
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.18115295469760895,0.37788212299346924,0.3822622001171112,0.3886612355709076,0.22896987199783325,0.21801377832889557,0.27043893933296204
nuda,0.22774268686771393,0.19162897765636444,0.17497260868549347,0.4361880123615265,0.2740187346935272,0.18886613845825195,0.2060973048210144,0.28773945569992065,0.2902565598487854,0.2695187032222748
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.25767672061920166,0.3541618287563324,0.32166025042533875,0.4946078956127167,0.193827286362648,0.2414616048336029,0.31091248989105225
have,0.39808809757232666,0.3709583580493927,0.40389683842658997,0.22367745637893677,0.9999999403953552,0.3414740264415741,0.3802283704280853,0.2816201150417328,0.3468359112739563,0.32991164922714233
no,0.339326947927475,0.29778221249580383,0.3461136817932129,0.14404705166816711,0.38691386580467224,0.2996675968170166,0.24809792637825012,0.2053041309118271,0.20005851984024048,0.32165053486824036
feeding,0.25255632400512695,0.2402135729789734,0.27616533637046814,0.2825091481208801,0.2816201150417328,0.2282712757587433,0.2187827229499817,0.9999998807907104,0.4480324387550354,0.1769361048936844
appendages,0.16250260174274445,0.2522132098674774,0.26958802342414856,0.3024665415287018,0.3468359112739563,0.2808399796485901,0.29222574830055237,0.4480324387550354,1.0000001192092896,0.18116378784179688
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.25767672061920166,0.3541618287563324,0.32166025042533875,0.4946078956127167,0.193827286362648,0.2414616048336029,0.31091248989105225
but,0.5029441118240356,0.4353378415107727,0.4859698414802551,0.20277583599090576,0.5920813083648682,0.44999611377716064,0.39942997694015503,0.258578896522522,0.26761260628700256,0.27921953797340393
their,0.35142919421195984,0.29094186425209045,0.516537070274353,0.12083019316196442,0.523270845413208,0.3511526882648468,0.4329940676689148,0.3368818163871765,0.328451544046402,0.1898253709077835
large,0.2017821967601776,0.22553202509880066,0.3828733265399933,0.2148667871952057,0.33964231610298157,0.24561148881912231,0.3569655418395996,0.3083931803703308,0.3324565887451172,0.1355665624141693
pharynx,0.24592235684394836,0.25885331630706787,0.3495643436908722,0.36931073665618896,0.3038577437400818,0.2842353284358978,0.2555832862854004,0.44710564613342285,0.5077480673789978,0.19402775168418884
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.25767672061920166,0.3541618287563324,0.32166025042533875,0.4946078956127167,0.193827286362648,0.2414616048336029,0.31091248989105225
just,0.5854880809783936,0.37653830647468567,0.40061673521995544,0.1620655357837677,0.45864632725715637,0.47595179080963135,0.35124439001083374,0.20936831831932068,0.21061189472675323,0.4144178032875061
inside,0.2567365765571594,0.30514460802078247,0.35313180088996887,0.1095956489443779,0.31367576122283936,0.38026610016822815,0.2544495463371277,0.32742276787757874,0.32401716709136963,0.14505037665367126
the,0.42745697498321533,0.35928019881248474,1.0,0.1946653425693512,0.40389683842658997,0.3940567970275879,0.733189046382904,0.27616533637046814,0.26958802342414856,0.22068053483963013
large,0.2017821967601776,0.22553202509880066,0.3828733265399933,0.2148667871952057,0.33964231610298157,0.24561148881912231,0.3569655418395996,0.3083931803703308,0.3324565887451172,0.1355665624141693
mouth,0.18337541818618774,0.21820485591888428,0.3073960244655609,0.23415271937847137,0.15580078959465027,0.20362544059753418,0.2183857262134552,0.371159166097641,0.3115590512752533,0.21761061251163483
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.1923767477273941,0.4711785912513733,0.38524195551872253,0.5116966962814331,0.2352248579263687,0.2637026906013489,0.20544172823429108
filling,0.2489190697669983,0.23492635786533356,0.27447065711021423,0.1095055416226387,0.2724555730819702,0.3265199363231659,0.23377564549446106,0.26795491576194763,0.28930139541625977,0.21185900270938873
most,0.3219912350177765,0.30044323205947876,0.47635307908058167,0.2265888899564743,0.44364631175994873,0.32016026973724365,0.4178851246833801,0.2118326872587204,0.24822959303855896,0.2107497900724411
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2601577937602997,0.3802283704280853,0.31208282709121704,1.0,0.2187827229499817,0.29222574830055237,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.1946653425693512,0.40389683842658997,0.3940567970275879,0.733189046382904,0.27616533637046814,0.26958802342414856,0.22068053483963013
saclike,0.34555014967918396,0.28405052423477173,0.39852893352508545,0.3580676317214966,0.4073241949081421,0.2527085542678833,0.38393616676330566,0.3163595497608185,0.4180600047111511,0.21114559471607208
body,0.2143840193748474,0.27194929122924805,0.31682634353637695,0.21205037832260132,0.27852192521095276,0.25423648953437805,0.25063133239746094,0.28123795986175537,0.3698746860027313,0.20136451721191406
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.25767672061920166,0.3541618287563324,0.32166025042533875,0.4946078956127167,0.193827286362648,0.2414616048336029,0.31091248989105225
bears,0.19530993700027466,0.2131611853837967,0.2872300446033478,0.1095857322216034,0.33085617423057556,0.17996083199977875,0.24048352241516113,0.27236899733543396,0.2907995879650116,0.13283714652061462
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.16961714625358582,0.1022237241268158,0.08816583454608917,0.06780257821083069,0.11673901230096817,0.23322555422782898,0.0685480609536171
macrocilia,0.23893707990646362,0.22999007999897003,0.16270484030246735,0.40603142976760864,0.2694680988788605,0.17520903050899506,0.22113971412181854,0.33328112959861755,0.40017732977867126,0.20947900414466858
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,0.045726876705884933,0.0312618687748909,0.02831893041729927,0.13035868108272552,-0.09811045974493027,0.0021810324396938086,0.018684765323996544
at,0.2838611304759979,0.17465277016162872,0.457212895154953,0.12368260324001312,0.29004791378974915,0.22061440348625183,0.42558613419532776,0.22225558757781982,0.18059810996055603,0.21978627145290375
the,0.42745697498321533,0.35928019881248474,1.0,0.1946653425693512,0.40389683842658997,0.3940567970275879,0.733189046382904,0.27616533637046814,0.26958802342414856,0.22068053483963013
oral,0.20099733769893646,0.11846344918012619,0.20887234807014465,0.18295320868492126,0.16723935306072235,0.16082310676574707,0.22543784976005554,0.2599208950996399,0.21883289515972137,0.15616728365421295
end,0.29234179854393005,0.15173913538455963,0.39658910036087036,0.09278404712677002,0.24015727639198303,0.3063740134239197,0.2215006798505783,0.20741674304008484,0.2019394189119339,0.12543344497680664
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2488606721162796,0.41614407300949097,0.3707379400730133,0.5352458953857422,0.2532356083393097,0.2640751600265503,0.4130953550338745
,what,does,the,beroida,have,instead,of,feeding,appendages,?
these,0.4164220690727234,0.31633180379867554,0.49086877703666687,0.24959638714790344,0.6459943056106567,0.38787978887557983,0.42684608697891235,0.2511138617992401,0.3899853527545929,0.2571668326854706
fused,0.12296540290117264,0.16468988358974457,0.254314124584198,0.21979503333568573,0.2984223961830139,0.21374885737895966,0.2454921007156372,0.2196953147649765,0.402561753988266,0.11410127580165863
