,why,is,the,final,bill,passed,to,the,monarch,?
royal,0.10661971569061279,0.15478424727916718,0.2997032403945923,0.10511216521263123,0.10023695230484009,0.1527380794286728,0.20404569804668427,0.2997032403945923,0.3488960564136505,0.11453001946210861
assent,0.1586986482143402,0.15298669040203094,0.2975829243659973,0.2091907411813736,0.24362613260746002,0.3369400203227997,0.3058730363845825,0.2975829243659973,0.40332716703414917,0.21738570928573608
:,-0.11512262374162674,-0.07222653180360794,-0.03403344005346298,0.12430374324321747,-0.05502665415406227,-0.08653819561004639,-0.09243495017290115,-0.03403344005346298,-0.07965061068534851,-0.07156077772378922
after,0.2580932378768921,0.2835143506526947,0.4565047025680542,0.31874704360961914,0.11141306161880493,0.2713231146335602,0.37890323996543884,0.4565047025680542,0.17239613831043243,0.16608688235282898
the,0.30742117762565613,0.5823672413825989,1.0,0.3543182611465454,0.24155211448669434,0.3173406720161438,0.535392165184021,1.0,0.294361412525177,0.22068053483963013
bill,0.1613926887512207,0.16088230907917023,0.24155211448669434,0.18517553806304932,0.9999999403953552,0.29634007811546326,0.17981381714344025,0.24155211448669434,0.17017927765846252,0.12855131924152374
has,0.24175488948822021,0.5668748617172241,0.4177538752555847,0.15146847069263458,0.09722086787223816,0.20046541094779968,0.3619994819164276,0.4177538752555847,0.15277335047721863,0.15994466841220856
been,0.3097085654735565,0.39566612243652344,0.3563927710056305,0.14671653509140015,0.16608448326587677,0.2722089886665344,0.34945759177207947,0.3563927710056305,0.17860080301761627,0.24354910850524902
passed,0.14711293578147888,0.17212356626987457,0.3173406720161438,0.2133021503686905,0.29634007811546326,1.0,0.26747700572013855,0.3173406720161438,0.25268182158470154,0.12064517289400101
",",0.2827242314815521,0.4691906273365021,0.4933079481124878,0.24864837527275085,0.2472437173128128,0.23382075130939484,0.44245919585227966,0.4933079481124878,0.16403017938137054,0.31091248989105225
the,0.30742117762565613,0.5823672413825989,1.0,0.3543182611465454,0.24155211448669434,0.3173406720161438,0.535392165184021,1.0,0.294361412525177,0.22068053483963013
presiding,0.14448507130146027,0.2072397768497467,0.3267684876918793,0.21144303679466248,0.1997653990983963,0.2701106369495392,0.2064446657896042,0.3267684876918793,0.2632507383823395,0.177648663520813
officer,0.141059011220932,0.19916827976703644,0.25777485966682434,0.11916341632604599,0.15432092547416687,0.13981586694717407,0.2198503315448761,0.25777485966682434,0.2217259407043457,0.119948610663414
submits,0.16021814942359924,0.16678883135318756,0.24964015185832977,0.16372495889663696,0.2502235174179077,0.18496941030025482,0.251849889755249,0.24964015185832977,0.1997043788433075,0.17728307843208313
it,0.376611590385437,0.6328473687171936,0.6251175999641418,0.20581819117069244,0.164714053273201,0.227018341422081,0.513711154460907,0.6251175999641418,0.21267934143543243,0.25732165575027466
to,0.4100138247013092,0.42745086550712585,0.535392165184021,0.26099109649658203,0.17981381714344025,0.26747700572013855,1.0,0.535392165184021,0.2186361402273178,0.29463258385658264
the,0.30742117762565613,0.5823672413825989,1.0,0.3543182611465454,0.24155211448669434,0.3173406720161438,0.535392165184021,1.0,0.294361412525177,0.22068053483963013
monarch,0.14797544479370117,0.182981476187706,0.294361412525177,0.1354837417602539,0.17017927765846252,0.25268182158470154,0.2186361402273178,0.294361412525177,1.0000001192092896,0.22306367754936218
for,0.3869043290615082,0.43268078565597534,0.4739971458911896,0.25346213579177856,0.1828024983406067,0.23234809935092926,0.4451248347759247,0.4739971458911896,0.20064762234687805,0.264628142118454
royal,0.10661971569061279,0.15478424727916718,0.2997032403945923,0.10511216521263123,0.10023695230484009,0.1527380794286728,0.20404569804668427,0.2997032403945923,0.3488960564136505,0.11453001946210861
assent,0.1586986482143402,0.15298669040203094,0.2975829243659973,0.2091907411813736,0.24362613260746002,0.3369400203227997,0.3058730363845825,0.2975829243659973,0.40332716703414917,0.21738570928573608
and,0.27806392312049866,0.3859752118587494,0.5171257257461548,0.2635152339935303,0.24696701765060425,0.2603820264339447,0.48971283435821533,0.5171257257461548,0.1969962865114212,0.20544172823429108
it,0.376611590385437,0.6328473687171936,0.6251175999641418,0.20581819117069244,0.164714053273201,0.227018341422081,0.513711154460907,0.6251175999641418,0.21267934143543243,0.25732165575027466
becomes,0.17859601974487305,0.3528205454349518,0.2601490020751953,0.1396656036376953,0.15355545282363892,0.14959174394607544,0.22548897564411163,0.2601490020751953,0.26163530349731445,0.1751440465450287
an,0.22638356685638428,0.4654068350791931,0.4207492768764496,0.18066252768039703,0.12577931582927704,0.22781316936016083,0.3138085603713989,0.4207492768764496,0.1781810075044632,0.19793890416622162
act,0.14742594957351685,0.18206438422203064,0.28682878613471985,0.16121841967105865,0.3130364418029785,0.4205443859100342,0.24833928048610687,0.28682878613471985,0.2239367663860321,0.1482519507408142
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.24563951790332794,0.17127205431461334,0.2703755795955658,0.41548454761505127,0.733189046382904,0.2771679162979126,0.1826142966747284
the,0.30742117762565613,0.5823672413825989,1.0,0.3543182611465454,0.24155211448669434,0.3173406720161438,0.535392165184021,1.0,0.294361412525177,0.22068053483963013
scottish,0.13285359740257263,0.16398480534553528,0.21724988520145416,0.14795663952827454,0.22999455034732819,0.16614016890525818,0.1268421709537506,0.21724988520145416,0.14158852398395538,0.06442669779062271
parliament,0.1733766794204712,0.19676777720451355,0.26521381735801697,0.17871178686618805,0.2732408940792084,0.3329673409461975,0.20290622115135193,0.26521381735801697,0.40739724040031433,0.1586504578590393
.,0.32909876108169556,0.4569662809371948,0.5934505462646484,0.24325628578662872,0.2289014607667923,0.23110949993133545,0.4645031690597534,0.5934505462646484,0.2502276599407196,0.4130953550338745
