,what,does,the,word,rheinrinne,translate,to,?
most,0.3219912350177765,0.30044323205947876,0.47635307908058167,0.18270719051361084,0.16107730567455292,0.1693585366010666,0.321603000164032,0.2107497900724411
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.23799116909503937,0.27213895320892334,0.16531337797641754,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.2835540175437927,0.28652361035346985,0.2516770362854004,0.535392165184021,0.22068053483963013
water,0.17456887662410736,0.29202038049697876,0.297396719455719,0.20104213058948517,0.1957535743713379,0.11788336932659149,0.27858173847198486,0.14731885492801666
flows,0.14294633269309998,0.23165354132652283,0.32405155897140503,0.19479672610759735,0.29337549209594727,0.20799382030963898,0.20357775688171387,0.11636040359735489
via,0.16736915707588196,0.11708846688270569,0.23979412019252777,0.1454576849937439,0.12137137353420258,0.23035719990730286,0.27847176790237427,0.19443516433238983
the,0.42745697498321533,0.35928019881248474,1.0,0.2835540175437927,0.28652361035346985,0.2516770362854004,0.535392165184021,0.22068053483963013
constance,0.143944650888443,0.08125069737434387,0.23177717626094818,0.14204223453998566,0.408990740776062,0.11751990765333176,0.22332163155078888,0.1427515298128128
hopper,0.18872611224651337,0.13702335953712463,0.24347658455371857,0.06806129962205887,0.20857080817222595,0.08962634205818176,0.25208237767219543,0.12860612571239471
into,0.2180619090795517,0.22312942147254944,0.39493247866630554,0.21055036783218384,0.2224298119544983,0.35300374031066895,0.38810545206069946,0.15662476420402527
the,0.42745697498321533,0.35928019881248474,1.0,0.2835540175437927,0.28652361035346985,0.2516770362854004,0.535392165184021,0.22068053483963013
rheinrinne,0.17937637865543365,0.12322808057069778,0.28652361035346985,0.17730164527893066,1.0,0.21341711282730103,0.17201142013072968,0.21252082288265228
(,0.2411840260028839,0.2728188931941986,0.33289089798927307,0.19737806916236877,0.2045784443616867,0.2653631269931793,0.30882009863853455,0.40561532974243164
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.12403237819671631,0.04187905788421631,0.04206148907542229,0.06720756739377975,0.0685480609536171
rhine,0.16475653648376465,0.13532963395118713,0.30735138058662415,0.130084827542305,0.6097385287284851,0.13599884510040283,0.1736302673816681,0.13754533231258392
gutter,0.19262290000915527,0.17863668501377106,0.28564247488975525,0.10606265068054199,0.3591027855873108,0.19918982684612274,0.20774461328983307,0.15409187972545624
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,0.05225009098649025,-0.03178443759679794,0.02411484345793724,-0.009905828163027763,0.018684765323996544
),0.26259949803352356,0.2575884759426117,0.3456730246543884,0.18387003242969513,0.23170863091945648,0.2694324254989624,0.31236231327056885,0.42300865054130554
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.20273149013519287,0.2503677010536194,0.28133243322372437,0.48971283435821533,0.20544172823429108
seerhein,0.17807209491729736,0.20263756811618805,0.33448413014411926,0.19251421093940735,0.7578836679458618,0.2330174297094345,0.22747519612312317,0.19828423857688904
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.13155406713485718,0.3081815838813782,0.25816893577575684,0.4645031690597534,0.4130953550338745
