,what,life,process,produces,oxygen,in,the,presence,of,light,?
oxygen,0.16781960427761078,0.27629178762435913,0.3080802857875824,0.24628737568855286,0.9999999403953552,0.1672476977109909,0.20428593456745148,0.30132555961608887,0.16848602890968323,0.3018748164176941,0.16786395013332367
is,0.28837618231773376,0.2110576033592224,0.21762968599796295,0.35465162992477417,0.21825239062309265,0.5394441485404968,0.5823672413825989,0.27154475450515747,0.4854315221309662,0.2457275241613388,0.22961433231830597
used,0.27546408772468567,0.15016493201255798,0.2672698497772217,0.28945115208625793,0.21276918053627014,0.3090210556983948,0.3718377649784088,0.25494882464408875,0.3075267970561981,0.27522099018096924,0.22430120408535004
in,0.30808621644973755,0.27054134011268616,0.19851736724376678,0.2199338972568512,0.1672476977109909,1.0,0.6662389636039734,0.24880747497081757,0.5696388483047485,0.1819845736026764,0.20430970191955566
cellular,0.17455364763736725,0.2637525200843811,0.32280346751213074,0.25727981328964233,0.41241124272346497,0.20714080333709717,0.20089124143123627,0.17327158153057098,0.19871774315834045,0.16277186572551727,0.16428864002227783
respiration,0.23671798408031464,0.31577616930007935,0.40302765369415283,0.32753241062164307,0.5477889776229858,0.25548887252807617,0.29438328742980957,0.3202361762523651,0.2836471498012543,0.27258598804473877,0.17575538158416748
and,0.31309178471565247,0.26095253229141235,0.20204883813858032,0.25440889596939087,0.22261030972003937,0.4954058527946472,0.5171257257461548,0.284408837556839,0.5116966962814331,0.20458035171031952,0.20544172823429108
released,0.20228935778141022,0.1879151612520218,0.14670313894748688,0.15427470207214355,0.17016007006168365,0.2659924626350403,0.24578391015529633,0.1588253527879715,0.17721395194530487,0.16474643349647522,0.20329579710960388
by,0.2455483376979828,0.18554949760437012,0.2115318775177002,0.23447808623313904,0.1292176991701126,0.370934396982193,0.4408751428127289,0.2038949877023697,0.3646814823150635,0.16924326121807098,0.17966607213020325
photosynthesis,0.261831134557724,0.31484413146972656,0.4415677785873413,0.3922666609287262,0.5679547190666199,0.2557604908943176,0.27159422636032104,0.33356431126594543,0.26824626326560974,0.4307017922401428,0.1871609091758728
",",0.3087472915649414,0.24050940573215485,0.2061346471309662,0.2517208456993103,0.21812842786312103,0.5201468467712402,0.4933079481124878,0.21457527577877045,0.4946078956127167,0.22209852933883667,0.31091248989105225
which,0.5261979103088379,0.26412370800971985,0.3943749964237213,0.3982868492603302,0.3166238069534302,0.4840516746044159,0.6521818041801453,0.4159404933452606,0.5011631846427917,0.3455694615840912,0.25814583897590637
uses,0.1933930367231369,0.13151155412197113,0.21736378967761993,0.3945161998271942,0.20267243683338165,0.2516363263130188,0.2830192744731903,0.18370655179023743,0.2738003432750702,0.2745022475719452,0.18407079577445984
the,0.42745697498321533,0.23528170585632324,0.264274537563324,0.2783815562725067,0.20428593456745148,0.6662389636039734,1.0,0.34114351868629456,0.733189046382904,0.2649136185646057,0.22068053483963013
energy,0.190252885222435,0.18988990783691406,0.2869214713573456,0.33457261323928833,0.4261608421802521,0.17693158984184265,0.26756542921066284,0.20778359472751617,0.26257598400115967,0.3715866506099701,0.14860127866268158
of,0.33290785551071167,0.2788603901863098,0.23962904512882233,0.24670347571372986,0.16848602890968323,0.5696388483047485,0.733189046382904,0.2917717397212982,1.0,0.18257063627243042,0.1826142966747284
sunlight,0.21599051356315613,0.22863106429576874,0.31065043807029724,0.3045046925544739,0.4877612292766571,0.19265112280845642,0.24547719955444336,0.26628509163856506,0.19953370094299316,0.5930817723274231,0.17698515951633453
to,0.455847829580307,0.24560359120368958,0.35462963581085205,0.20580656826496124,0.24193501472473145,0.45010748505592346,0.535392165184021,0.3215413987636566,0.41548454761505127,0.22474321722984314,0.29463258385658264
produce,0.1685742735862732,0.145670086145401,0.33287039399147034,0.7626810669898987,0.2946869134902954,0.21160131692886353,0.23457570374011993,0.2725878059864044,0.19541172683238983,0.3007934093475342,0.19229066371917725
oxygen,0.16781960427761078,0.27629178762435913,0.3080802857875824,0.24628737568855286,0.9999999403953552,0.1672476977109909,0.20428593456745148,0.30132555961608887,0.16848602890968323,0.3018748164176941,0.16786395013332367
from,0.2737620174884796,0.17661170661449432,0.21066352725028992,0.18649253249168396,0.23457925021648407,0.4274188280105591,0.40150508284568787,0.19627365469932556,0.4249346852302551,0.22130177915096283,0.19969791173934937
water,0.17456887662410736,0.23303993046283722,0.21747305989265442,0.23607128858566284,0.4692627191543579,0.23966141045093536,0.297396719455719,0.2641356587409973,0.2741255462169647,0.34190475940704346,0.14731885492801666
.,0.3567904531955719,0.3029138445854187,0.23766504228115082,0.25228190422058105,0.2554275095462799,0.5591574311256409,0.5934505462646484,0.19082973897457123,0.5352458953857422,0.2497042715549469,0.4130953550338745
,what,life,process,produces,oxygen,in,the,presence,of,light,?
it,0.45803478360176086,0.20706775784492493,0.2984703481197357,0.27325811982154846,0.26699385046958923,0.5130809545516968,0.6251175999641418,0.27669841051101685,0.38761502504348755,0.2782151997089386,0.25732165575027466
is,0.28837618231773376,0.2110576033592224,0.21762968599796295,0.35465162992477417,0.21825239062309265,0.5394441485404968,0.5823672413825989,0.27154475450515747,0.4854315221309662,0.2457275241613388,0.22961433231830597
too,0.4120715260505676,0.26880553364753723,0.30966803431510925,0.20298121869564056,0.2577953040599823,0.21702995896339417,0.26985910534858704,0.20178399980068207,0.22150669991970062,0.20755937695503235,0.33757779002189636
chemically,0.269979864358902,0.15803788602352142,0.3856227695941925,0.32297858595848083,0.4756338894367218,0.221698597073555,0.23508980870246887,0.2880300283432007,0.19810166954994202,0.22462813556194305,0.1724332720041275
reactive,0.26621317863464355,0.20115768909454346,0.3476223349571228,0.2810049057006836,0.516227126121521,0.23160791397094727,0.16592693328857422,0.2576296031475067,0.1701417863368988,0.2838533818721771,0.20790518820285797
to,0.455847829580307,0.24560359120368958,0.35462963581085205,0.20580656826496124,0.24193501472473145,0.45010748505592346,0.535392165184021,0.3215413987636566,0.41548454761505127,0.22474321722984314,0.29463258385658264
remain,0.29587244987487793,0.21165664494037628,0.24289700388908386,0.19949617981910706,0.1460062563419342,0.2372020184993744,0.33184581995010376,0.29447463154792786,0.29009148478507996,0.22573883831501007,0.1868363618850708
a,0.3320399522781372,0.27076753973960876,0.2601566016674042,0.3167676627635956,0.21662019193172455,0.539380669593811,0.5829201340675354,0.2469376027584076,0.5052502155303955,0.2622554302215576,0.23916715383529663
free,0.22754132747650146,0.18081186711788177,0.1616269201040268,0.09964997321367264,0.24067462980747223,0.25575435161590576,0.22231732308864594,0.16208390891551971,0.2430545836687088,0.09343426674604416,0.1278279572725296
element,0.24694041907787323,0.22281764447689056,0.27417096495628357,0.27391478419303894,0.35867807269096375,0.16983667016029358,0.2041647583246231,0.19406941533088684,0.21102571487426758,0.303215354681015,0.18393386900424957
in,0.30808621644973755,0.27054134011268616,0.19851736724376678,0.2199338972568512,0.1672476977109909,1.0,0.6662389636039734,0.24880747497081757,0.5696388483047485,0.1819845736026764,0.20430970191955566
air,0.10361403971910477,0.12915121018886566,0.12655074894428253,0.22309733927249908,0.3506372570991516,0.22172939777374268,0.2877824306488037,0.246856689453125,0.24196814000606537,0.24188627302646637,0.1491677612066269
without,0.3181614279747009,0.2040836364030838,0.38000375032424927,0.24591748416423798,0.28219372034072876,0.2553589344024658,0.3270869255065918,0.22895114123821259,0.3081340193748474,0.22152619063854218,0.2928665280342102
being,0.3760843276977539,0.2575947344303131,0.3307892978191376,0.14918527007102966,0.2253578156232834,0.33162933588027954,0.419739305973053,0.31102660298347473,0.34885138273239136,0.20564763247966766,0.26743772625923157
continuously,0.2850121855735779,0.21808180212974548,0.28161492943763733,0.19628119468688965,0.21834799647331238,0.31236743927001953,0.3446447253227234,0.3126427233219147,0.27010056376457214,0.25150105357170105,0.12734593451023102
replenished,0.2953313887119293,0.32804057002067566,0.34569382667541504,0.28011688590049744,0.40338918566703796,0.3109928369522095,0.32420477271080017,0.28267794847488403,0.2965758442878723,0.2977762222290039,0.2667860984802246
by,0.2455483376979828,0.18554949760437012,0.2115318775177002,0.23447808623313904,0.1292176991701126,0.370934396982193,0.4408751428127289,0.2038949877023697,0.3646814823150635,0.16924326121807098,0.17966607213020325
the,0.42745697498321533,0.23528170585632324,0.264274537563324,0.2783815562725067,0.20428593456745148,0.6662389636039734,1.0,0.34114351868629456,0.733189046382904,0.2649136185646057,0.22068053483963013
photosynthetic,0.20943596959114075,0.30470794439315796,0.40596112608909607,0.3394765853881836,0.5653203129768372,0.23389901220798492,0.24047884345054626,0.28919100761413574,0.23934365808963776,0.4220951497554779,0.15254013240337372
action,0.30170392990112305,0.17292846739292145,0.24850189685821533,0.17308588325977325,0.2203281819820404,0.22362500429153442,0.28415048122406006,0.2001706212759018,0.23570318520069122,0.16419030725955963,0.250188946723938
of,0.33290785551071167,0.2788603901863098,0.23962904512882233,0.24670347571372986,0.16848602890968323,0.5696388483047485,0.733189046382904,0.2917717397212982,1.0,0.18257063627243042,0.1826142966747284
living,0.22245320677757263,0.3441246449947357,0.07954330742359161,0.1218641996383667,0.2253650277853012,0.3253810405731201,0.3127744197845459,0.20908477902412415,0.3499443829059601,0.162618488073349,0.18362653255462646
organisms,0.22214920818805695,0.28513103723526,0.36676326394081116,0.2756643295288086,0.42718103528022766,0.21345661580562592,0.22463196516036987,0.27478694915771484,0.23870134353637695,0.2727452218532562,0.22621455788612366
.,0.3567904531955719,0.3029138445854187,0.23766504228115082,0.25228190422058105,0.2554275095462799,0.5591574311256409,0.5934505462646484,0.19082973897457123,0.5352458953857422,0.2497042715549469,0.4130953550338745
