,why,did,tesla,begin,investigating,invisible,energy,?
starting,0.27055802941322327,0.22911779582500458,0.16263578832149506,0.40425553917884827,0.19594687223434448,0.11502697318792343,0.1206272542476654,0.19133803248405457
in,0.23227278888225555,0.2593238651752472,0.17097744345664978,0.2903634011745453,0.26570940017700195,0.17394189536571503,0.17693158984184265,0.20430970191955566
1894,0.08048795908689499,0.1413605660200119,0.026786774396896362,0.1329934298992157,0.10772404819726944,0.03510785475373268,0.0811452567577362,0.1500938981771469
",",0.2827242314815521,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.26774662733078003,0.2274090051651001,0.21156731247901917,0.31091248989105225
tesla,0.1375875622034073,0.09757418930530548,0.9999999403953552,0.02097291871905327,0.18551458418369293,0.18576623499393463,0.28722304105758667,0.10250775516033173
began,0.15300709009170532,0.4415510594844818,0.10105416923761368,0.49711355566978455,0.19721142947673798,0.02787311002612114,0.1637861132621765,0.1370266228914261
investigating,0.21162794530391693,0.1978524923324585,0.18551458418369293,0.23976626992225647,1.0000001192092896,0.28124845027923584,0.2126355916261673,0.16215763986110687
what,0.6109785437583923,0.4259131848812103,0.23221199214458466,0.26893487572669983,0.25692835450172424,0.3041432201862335,0.190252885222435,0.5051238536834717
he,0.26086166501045227,0.3292143940925598,0.12373391538858414,0.19861583411693573,0.25889119505882263,0.19522053003311157,0.19338715076446533,0.2089974731206894
referred,0.12863487005233765,0.1661432683467865,0.14188310503959656,0.11344145238399506,0.15552520751953125,0.20851939916610718,0.11594798415899277,0.06677805632352829
to,0.4100138247013092,0.4452643394470215,0.17548894882202148,0.33302420377731323,0.18504232168197632,0.27422377467155457,0.27179354429244995,0.29463258385658264
as,0.3103298544883728,0.3596470057964325,0.10285310447216034,0.20308734476566315,0.2731885612010956,0.2498539388179779,0.23298127949237823,0.27043893933296204
radiant,0.2003975510597229,0.13258987665176392,0.3652867376804352,0.08525051921606064,0.047354113310575485,0.2847070097923279,0.38416820764541626,0.16392850875854492
energy,0.2028510570526123,0.14123573899269104,0.28722304105758667,0.22168517112731934,0.2126355916261673,0.17690230906009674,1.0000001192092896,0.14860127866268158
of,0.28464117646217346,0.2513895630836487,0.18837453424930573,0.24830074608325958,0.2557189166545868,0.26418808102607727,0.26257598400115967,0.1826142966747284
``,0.05334433168172836,-0.029888948425650597,0.04274534806609154,0.06058061867952347,0.014017296023666859,0.03439711034297943,-0.012139007449150085,0.0685480609536171
invisible,0.25718021392822266,0.18680134415626526,0.18576623499393463,0.147513747215271,0.28124845027923584,1.0,0.17690230906009674,0.17359478771686554
'',-0.038651224225759506,0.01978493109345436,0.048713020980358124,-0.007931173779070377,-0.03915009647607803,-0.030151311308145523,0.014536253176629543,0.018684765323996544
kinds,0.2975892722606659,0.1973179131746292,0.19085022807121277,0.17616234719753265,0.1707259565591812,0.1255706250667572,0.194708913564682,0.18617171049118042
after,0.2580932378768921,0.30330467224121094,0.0752151682972908,0.4157010316848755,0.2482457458972931,0.14400571584701538,0.16784238815307617,0.16608688235282898
he,0.26086166501045227,0.3292143940925598,0.12373391538858414,0.19861583411693573,0.25889119505882263,0.19522053003311157,0.19338715076446533,0.2089974731206894
had,0.24633871018886566,0.540525496006012,0.12050733715295792,0.22477731108665466,0.23808684945106506,0.13930778205394745,0.1612403243780136,0.20728366076946259
noticed,0.31701216101646423,0.36975499987602234,0.19507698714733124,0.1818830668926239,0.31076571345329285,0.24707582592964172,0.1845933198928833,0.25613096356391907
damaged,0.16780805587768555,0.2846456468105316,0.10116656869649887,0.20142662525177002,0.19592392444610596,0.1962377429008484,0.21689604222774506,0.15946903824806213
film,0.15898576378822327,0.17830699682235718,0.16889598965644836,0.10187048465013504,0.1983184516429901,0.19916503131389618,0.14890354871749878,0.16369038820266724
in,0.23227278888225555,0.2593238651752472,0.17097744345664978,0.2903634011745453,0.26570940017700195,0.17394189536571503,0.17693158984184265,0.20430970191955566
his,0.19196097552776337,0.3546801507472992,0.1580733060836792,0.22923272848129272,0.2667815089225769,0.20413270592689514,0.15422320365905762,0.18075084686279297
laboratory,0.1750689595937729,0.1017812192440033,0.3209504187107086,0.1440175175666809,0.33276987075805664,0.22326050698757172,0.2645535469055176,0.07445509731769562
in,0.23227278888225555,0.2593238651752472,0.17097744345664978,0.2903634011745453,0.26570940017700195,0.17394189536571503,0.17693158984184265,0.20430970191955566
previous,0.22113482654094696,0.24347156286239624,0.13798992335796356,0.21075671911239624,0.20265541970729828,0.16880828142166138,0.15770529210567474,0.16724538803100586
experiments,0.25127750635147095,0.2717590034008026,0.29793205857276917,0.22056034207344055,0.3673568367958069,0.2843480110168457,0.2591966688632965,0.14564716815948486
(,0.23387731611728668,0.18979617953300476,0.2156914919614792,0.12756820023059845,0.12024576216936111,0.1635345071554184,0.18617090582847595,0.40561532974243164
later,0.2519053816795349,0.38386887311935425,0.1893843412399292,0.26519647240638733,0.25536954402923584,0.1419992446899414,0.15027661621570587,0.1417175978422165
identified,0.1856546849012375,0.15355098247528076,0.05080379918217659,0.10905594378709793,0.3679915964603424,0.24198618531227112,0.1589767336845398,0.18080152571201324
as,0.3103298544883728,0.3596470057964325,0.10285310447216034,0.20308734476566315,0.2731885612010956,0.2498539388179779,0.23298127949237823,0.27043893933296204
``,0.05334433168172836,-0.029888948425650597,0.04274534806609154,0.06058061867952347,0.014017296023666859,0.03439711034297943,-0.012139007449150085,0.0685480609536171
roentgen,0.1424984186887741,0.12845921516418457,0.33316570520401,0.13415107131004333,0.19604411721229553,0.21610549092292786,0.27796313166618347,0.18707747757434845
rays,0.27334678173065186,0.1964990496635437,0.1748773455619812,0.12598901987075806,0.19301815330982208,0.26453471183776855,0.3733205199241638,0.12651073932647705
'',-0.038651224225759506,0.01978493109345436,0.048713020980358124,-0.007931173779070377,-0.03915009647607803,-0.030151311308145523,0.014536253176629543,0.018684765323996544
or,0.3391086459159851,0.28211739659309387,0.1529218554496765,0.216823548078537,0.16694366931915283,0.2233380228281021,0.2628824710845947,0.32389625906944275
``,0.05334433168172836,-0.029888948425650597,0.04274534806609154,0.06058061867952347,0.014017296023666859,0.03439711034297943,-0.012139007449150085,0.0685480609536171
x-rays,0.36254626512527466,0.26103267073631287,0.08711525052785873,0.19830074906349182,0.19677014648914337,0.3167172968387604,0.35864266753196716,0.21474985778331757
'',-0.038651224225759506,0.01978493109345436,0.048713020980358124,-0.007931173779070377,-0.03915009647607803,-0.030151311308145523,0.014536253176629543,0.018684765323996544
),0.25356316566467285,0.18584993481636047,0.22692398726940155,0.13078060746192932,0.12475506216287613,0.15874885022640228,0.1943506896495819,0.42300865054130554
.,0.32909876108169556,0.35288307070732117,0.17949827015399933,0.24827922880649567,0.28353002667427063,0.282732754945755,0.22292809188365936,0.4130953550338745
