,which,three,famous,british,potters,are,represented,the,the,v,&,a,ceramics,collection,?
many,0.5168171525001526,0.4501400589942932,0.4255106747150421,0.23270447552204132,0.29179033637046814,0.5655534863471985,0.20285002887248993,0.4335206151008606,0.4335206151008606,0.09144165366888046,0.12268554419279099,0.2872205972671509,0.23429222404956818,0.24966391921043396,0.2124512493610382
famous,0.24636515974998474,0.21031615138053894,1.0,0.23513521254062653,0.2565968334674835,0.20935581624507904,0.2739911377429962,0.28616565465927124,0.28616565465927124,0.10157870501279831,0.08473557233810425,0.26728492975234985,0.27293065190315247,0.23276883363723755,0.10379006713628769
potters,0.2054016888141632,0.16293282806873322,0.2565968334674835,0.1684722900390625,1.0,0.3379705846309662,0.11775006353855133,0.2462632954120636,0.2462632954120636,0.08722584694623947,0.24165737628936768,0.21272620558738708,0.3399457037448883,0.17491675913333893,0.1651034951210022
",",0.3658004403114319,0.3347506821155548,0.2816491723060608,0.25734075903892517,0.2590447664260864,0.4062570035457611,0.3088570833206177,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2683262526988983,0.2277175933122635,0.31091248989105225
such,0.406057745218277,0.21524904668331146,0.2680553197860718,0.17185114324092865,0.23784874379634857,0.4654397666454315,0.2220982164144516,0.3575236201286316,0.3575236201286316,0.11022654175758362,0.1514441817998886,0.2706976532936096,0.2520170211791992,0.2619282305240631,0.17851735651493073
as,0.41006597876548767,0.23234014213085175,0.21419654786586761,0.23103800415992737,0.17645740509033203,0.3826591968536377,0.2912856340408325,0.48381632566452026,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.2299605906009674,0.23568034172058105,0.27043893933296204
josiah,0.19199149310588837,0.10118113458156586,0.19257232546806335,0.32903921604156494,0.2662733793258667,0.09646967053413391,0.15784598886966705,0.1773129254579544,0.1773129254579544,0.13919702172279358,0.15524137020111084,0.152485653758049,0.192887544631958,0.19042642414569855,0.11097413301467896
wedgwood,0.18543557822704315,0.13025391101837158,0.29451367259025574,0.32258304953575134,0.4106239974498749,0.1419471800327301,0.18059010803699493,0.22099289298057556,0.22099289298057556,0.23025809228420258,0.19478556513786316,0.24257241189479828,0.31861066818237305,0.2422904521226883,0.14017069339752197
",",0.3658004403114319,0.3347506821155548,0.2816491723060608,0.25734075903892517,0.2590447664260864,0.4062570035457611,0.3088570833206177,0.4933079481124878,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2683262526988983,0.2277175933122635,0.31091248989105225
william,0.13988013565540314,0.14940248429775238,0.16922372579574585,0.21299338340759277,0.16990305483341217,0.09992735832929611,0.07601814717054367,0.21537061035633087,0.21537061035633087,0.18227645754814148,0.1375914216041565,0.19269351661205292,0.07989278435707092,0.1617477536201477,0.14462219178676605
de,0.13585758209228516,0.1935991644859314,0.19833379983901978,0.13339702785015106,0.015886249020695686,0.1437842696905136,0.09230972081422806,0.23491892218589783,0.23491892218589783,0.10887385904788971,0.14760345220565796,0.19532008469104767,0.16565445065498352,0.16278176009655,0.11064168810844421
morgan,0.1562187820672989,0.1564946174621582,0.19554229080677032,0.24312685430049896,0.23037096858024597,0.12250057607889175,0.21220140159130096,0.2054959386587143,0.2054959386587143,0.0988973006606102,0.15599407255649567,0.1439364105463028,0.14733901619911194,0.07902064919471741,0.09039338678121567
and,0.506277859210968,0.3826501965522766,0.2970265746116638,0.325880765914917,0.3171970844268799,0.48576638102531433,0.2506123185157776,0.5171257257461548,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.24298253655433655,0.2379438579082489,0.20544172823429108
bernard,0.13420674204826355,0.19335225224494934,0.18348275125026703,0.26835763454437256,0.1312025636434555,0.08530702441930771,0.05908532068133354,0.22909291088581085,0.22909291088581085,0.13521353900432587,0.1322249472141266,0.2141680121421814,0.10400711745023727,0.1023283526301384,0.12774893641471863
leach,0.21081669628620148,0.1581602841615677,0.1489434838294983,0.15792323648929596,0.19251008331775665,0.1571851223707199,0.12684427201747894,0.19704562425613403,0.19704562425613403,0.05168280005455017,0.19114260375499725,0.1858586221933365,0.2409423291683197,0.07808498293161392,0.15652045607566833
as,0.41006597876548767,0.23234014213085175,0.21419654786586761,0.23103800415992737,0.17645740509033203,0.3826591968536377,0.2912856340408325,0.48381632566452026,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.2299605906009674,0.23568034172058105,0.27043893933296204
well,0.42522135376930237,0.28658032417297363,0.4244558811187744,0.20337414741516113,0.2762583792209625,0.44987359642982483,0.26570385694503784,0.42630070447921753,0.42630070447921753,0.10357192158699036,0.16517320275306702,0.320642352104187,0.23679699003696442,0.22726348042488098,0.24815571308135986
as,0.41006597876548767,0.23234014213085175,0.21419654786586761,0.23103800415992737,0.17645740509033203,0.3826591968536377,0.2912856340408325,0.48381632566452026,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.2299605906009674,0.23568034172058105,0.27043893933296204
mintons,0.277569979429245,0.27709609270095825,0.21552251279354095,0.27486470341682434,0.3497489094734192,0.32065293192863464,0.26141929626464844,0.3233731687068939,0.3233731687068939,0.07842610031366348,0.13661102950572968,0.20732218027114868,0.2985444664955139,0.19480013847351074,0.17161650955677032
&,0.16294614970684052,0.11456148326396942,0.08473557233810425,0.14896833896636963,0.24165737628936768,0.17888472974300385,0.07141020148992538,0.14992168545722961,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,0.09382772445678711,0.18749947845935822,0.12596383690834045
