,what,was,the,name,for,the,new,radio,concept,designed,by,allen,shaw,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.4739971458911896,1.0,0.3845241069793701,0.23511973023414612,0.2355310022830963,0.2559613883495331,0.4408751428127289,0.23034030199050903,0.22009336948394775,0.22068053483963013
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.19623230397701263,0.2700757384300232,0.3845241069793701,0.9999999403953552,0.1785462647676468,0.18278713524341583,0.16224907338619232,0.25394493341445923,0.27484753727912903,0.1781415492296219,0.14782847464084625
concept,0.28724339604377747,0.2765439450740814,0.2355310022830963,0.15315236151218414,0.24192313849925995,0.2355310022830963,0.18278713524341583,0.08471842855215073,0.9999998807907104,0.26147985458374023,0.28219208121299744,0.11370009183883667,0.05412818118929863,0.17160645127296448
called,0.3235960602760315,0.33927658200263977,0.489897221326828,0.30947911739349365,0.29870352149009705,0.489897221326828,0.2586444020271301,0.17146404087543488,0.2784651219844818,0.27456653118133545,0.3092815577983856,0.17863595485687256,0.0868697464466095,0.18963319063186646
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.01270448137074709,0.029072100296616554,-0.03575563058257103,-0.0929090604186058,-0.005319306161254644,-0.05251215770840645,-0.030704375356435776,-0.06525392085313797,0.0432143360376358,0.0685480609536171
love,0.2620820701122284,0.15218229591846466,0.19631516933441162,0.12604041397571564,0.21999943256378174,0.19631516933441162,0.18471454083919525,0.21670936048030853,0.2577069401741028,0.0986129641532898,0.12564945220947266,0.18813860416412354,0.26397284865379333,0.24261747300624847
radio,0.16863368451595306,0.20381812751293182,0.23511973023414612,0.06772713363170624,0.2325505018234253,0.23511973023414612,0.1785462647676468,0.9999999403953552,0.08471842855215073,0.13046365976333618,0.1833777278661728,0.2211386263370514,0.19602133333683014,0.08763375133275986
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,-0.04479556903243065,0.041273195296525955,-0.021915066987276077,0.040941011160612106,0.09455806761980057,0.017010018229484558,-0.010275691747665405,-0.060185130685567856,-0.05651981383562088,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.36073189973831177,0.25251123309135437,0.20029692351818085,0.201692596077919,0.3680937886238098,0.29199737310409546,0.3225931227207184,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2972666025161743,0.44095608592033386,0.6521818041801453,0.33739399909973145,0.20020823180675507,0.33416232466697693,0.3073212206363678,0.40543368458747864,0.18099574744701385,0.16111214458942413,0.25814583897590637
featured,0.20330384373664856,0.3064519464969635,0.28660184144973755,0.14104698598384857,0.30727413296699524,0.28660184144973755,0.2909139096736908,0.24391932785511017,0.27141478657722473,0.2644224762916565,0.2284073531627655,0.23689816892147064,0.1027868315577507,0.2944096624851227
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.44038116931915283,0.5829201340675354,0.3214259147644043,0.19488471746444702,0.29586365818977356,0.28430381417274475,0.32094135880470276,0.23316039144992828,0.1797146499156952,0.23916715383529663
limited,0.23110276460647583,0.18424993753433228,0.2757521867752075,0.12797628343105316,0.2708005905151367,0.2757521867752075,0.24422587454319,0.19888357818126678,0.27762722969055176,0.244945228099823,0.2595236599445343,0.14143146574497223,0.08074134588241577,0.09444807469844818
