,how,many,elements,did,aristotle,believe,the,terrestrial,sphere,to,be,made,up,of,?
in,0.2601168751716614,0.41474202275276184,0.18130259215831757,0.2593238651752472,0.17606331408023834,0.20806841552257538,0.6662389636039734,0.20245018601417542,0.21769066154956818,0.45010748505592346,0.3481820821762085,0.25271502137184143,0.3120773434638977,0.5696388483047485,0.20430970191955566
aristotle,0.26523444056510925,0.24772851169109344,0.18464519083499908,0.16725905239582062,1.0000001192092896,0.241163432598114,0.1415858268737793,0.19158418476581573,0.39074307680130005,0.21497178077697754,0.21624554693698883,0.09891130775213242,0.13053114712238312,0.22867590188980103,0.129203200340271
's,-0.026164190843701363,0.01698932610452175,-0.04167265072464943,0.05069678649306297,0.040354590862989426,0.00462753139436245,-0.01540423184633255,0.16496802866458893,0.054978225380182266,0.03782717138528824,0.025217169895768166,0.08483956009149551,-0.08862818777561188,-0.03817026689648628,-0.023395681753754616
view,0.17303749918937683,0.22079555690288544,0.16060006618499756,0.15928705036640167,0.21945801377296448,0.2721264958381653,0.25610461831092834,0.13045988976955414,0.17392054200172424,0.229315847158432,0.23513229191303253,0.20857441425323486,0.10329101979732513,0.21446028351783752,0.17672975361347198
",",0.22659391164779663,0.40610817074775696,0.2555456757545471,0.3015086054801941,0.21875548362731934,0.2459280639886856,0.4933079481124878,0.23574845492839813,0.2217659205198288,0.44245919585227966,0.39254459738731384,0.32507219910621643,0.34193792939186096,0.4946078956127167,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.22297804057598114,0.34736719727516174,0.1415858268737793,0.2972484529018402,1.0,0.26007309556007385,0.2243712842464447,0.535392165184021,0.4248143136501312,0.3885267674922943,0.38423117995262146,0.733189046382904,0.22068053483963013
terrestrial,0.12750597298145294,0.2635909616947174,0.2604142129421234,0.08567497134208679,0.19158418476581573,0.19595438241958618,0.26007309556007385,0.9999999403953552,0.3163665533065796,0.1738899201154709,0.22744520008563995,0.14698843657970428,0.16867312788963318,0.23204152286052704,0.09166651964187622
sphere,0.1707809418439865,0.179986834526062,0.2672196924686432,0.13516588509082794,0.39074307680130005,0.18736571073532104,0.2243712842464447,0.3163665533065796,1.0000001192092896,0.19423432648181915,0.2502394914627075,0.2201865315437317,0.2045460343360901,0.2176922708749771,0.10906767100095749
contained,0.20294219255447388,0.27052515745162964,0.35369187593460083,0.22769203782081604,0.16861890256404877,0.22128550708293915,0.31440216302871704,0.21976043283939362,0.22558793425559998,0.21074968576431274,0.34009167551994324,0.31667640805244446,0.22372661530971527,0.37918418645858765,0.171995609998703
four,0.1955733299255371,0.4139232039451599,0.19397911429405212,0.20222175121307373,0.09032168239355087,0.132575124502182,0.40344667434692383,0.17622590065002441,0.18106809258460999,0.2803118824958801,0.2155974805355072,0.22736433148384094,0.30654171109199524,0.36293646693229675,0.14532537758350372
elements,0.23976826667785645,0.25743386149406433,1.0000001192092896,0.14570437371730804,0.18464519083499908,0.17187857627868652,0.22297804057598114,0.2604142129421234,0.2672196924686432,0.22117622196674347,0.27496111392974854,0.1921902745962143,0.21552589535713196,0.23613712191581726,0.15222592651844025
that,0.557814359664917,0.5391656160354614,0.30113428831100464,0.47518548369407654,0.30206596851348877,0.533393383026123,0.5473989248275757,0.27688074111938477,0.2976854741573334,0.5436353087425232,0.6036020517349243,0.3437977731227875,0.35427621006965637,0.41498205065727234,0.32716336846351624
come,0.3180863857269287,0.42821452021598816,0.15529848635196686,0.28513962030410767,0.1575482189655304,0.352888822555542,0.36020293831825256,0.18335510790348053,0.17796742916107178,0.4297197163105011,0.30159616470336914,0.29641416668891907,0.3682861328125,0.3194141983985901,0.22318024933338165
to,0.44169697165489197,0.40243685245513916,0.22117622196674347,0.4452643394470215,0.21497178077697754,0.34598591923713684,0.535392165184021,0.1738899201154709,0.19423432648181915,1.0,0.4972836375236511,0.3377571105957031,0.40375280380249023,0.41548454761505127,0.29463258385658264
rest,0.26578816771507263,0.3275910019874573,0.19946753978729248,0.2655303180217743,0.12062453478574753,0.2250133454799652,0.41330549120903015,0.23317377269268036,0.13927339017391205,0.367563933134079,0.2804461717605591,0.18246012926101685,0.29303207993507385,0.33621829748153687,0.1725541204214096
at,0.2154216170310974,0.2716965675354004,0.1553419679403305,0.28390252590179443,0.09497236460447311,0.20581959187984467,0.457212895154953,0.13698334991931915,0.15047286450862885,0.36524343490600586,0.30379733443260193,0.20185844600200653,0.26974549889564514,0.42558613419532776,0.21978627145290375
different,0.411273330450058,0.6061229109764099,0.3340507745742798,0.2713320553302765,0.1916104257106781,0.3054697811603546,0.36412742733955383,0.2596258819103241,0.24397628009319305,0.3617510497570038,0.3756779432296753,0.2876814007759094,0.3239089548587799,0.3747533857822418,0.24476227164268494
``,-0.01591024175286293,0.012824942357838154,0.11206836998462677,-0.029888948425650597,0.09367437660694122,-0.029574817046523094,0.029072100296616554,0.075486920773983,0.07095076143741608,0.06720756739377975,0.07670000940561295,-0.0342245027422905,0.1065044030547142,0.06780257821083069,0.0685480609536171
natural,0.16170236468315125,0.2526421844959259,0.22002676129341125,0.08853514492511749,0.20537060499191284,0.1065267026424408,0.2291368842124939,0.2229163646697998,0.19464847445487976,0.21663954854011536,0.2263202965259552,0.19476915895938873,0.10865386575460434,0.2963479459285736,0.16155436635017395
places,0.25238463282585144,0.4533693194389343,0.2692403495311737,0.19631847739219666,0.22040919959545135,0.2539360523223877,0.31653955578804016,0.2112484872341156,0.22706639766693115,0.3195951581001282,0.32110077142715454,0.19993191957473755,0.21169665455818176,0.26612308621406555,0.17623652517795563
'',-0.0029843549709767103,-0.016843097284436226,0.05798081308603287,0.01978493109345436,0.07284964621067047,0.017202258110046387,0.041273195296525955,0.06260181218385696,0.05561760067939758,-0.009905828163027763,0.08835477381944656,0.014119047671556473,0.053049519658088684,0.13035868108272552,0.018684765323996544
therein,0.2788196802139282,0.21464449167251587,0.16637983918190002,0.23136906325817108,0.27340632677078247,0.30504822731018066,0.2988909184932709,0.13283610343933105,0.247895747423172,0.29906192421913147,0.36545994877815247,0.17182587087154388,0.20410007238388062,0.32132068276405334,0.24303610622882843
.,0.3287222981452942,0.3974229395389557,0.2422238141298294,0.35288307070732117,0.16652794182300568,0.26988279819488525,0.5934505462646484,0.23611554503440857,0.2009882628917694,0.4645031690597534,0.4383580684661865,0.4032190144062042,0.351434588432312,0.5352458953857422,0.4130953550338745
