,between,what,times,does,good,morning,america,air,on,abc,?
abc,0.07610002905130386,0.1317344456911087,0.1631121188402176,0.1641341596841812,0.1982276886701584,0.3129312992095947,0.24776576459407806,0.17400608956813812,0.2862928807735443,1.0000001192092896,0.19065172970294952
news,0.10245431214570999,0.2584491968154907,0.2647671401500702,0.18741489946842194,0.2192314863204956,0.36139771342277527,0.1749466061592102,0.10977908223867416,0.25893932580947876,0.40620431303977966,0.1899169683456421
programming,0.1469167172908783,0.22725710272789001,0.12319038063287735,0.19905328750610352,0.1818086802959442,0.217304989695549,0.11798699200153351,0.19016757607460022,0.2441612184047699,0.3165910840034485,0.22249025106430054
includes,0.23335324227809906,0.17138352990150452,0.14924843609333038,0.2753782868385315,0.1550084501504898,0.11931758373975754,0.1853196769952774,0.07684250175952911,0.2696145474910736,0.16927367448806763,0.14011523127555847
good,0.17656132578849792,0.3916934132575989,0.17078931629657745,0.33198118209838867,0.9999999403953552,0.27647507190704346,0.24779494106769562,0.16840173304080963,0.2569187879562378,0.1982276886701584,0.3187684714794159
morning,0.13596434891223907,0.24708515405654907,0.1844046711921692,0.16000695526599884,0.27647507190704346,1.0000001192092896,0.24307334423065186,0.24909240007400513,0.36716437339782715,0.3129312992095947,0.17971698939800262
america,0.17870528995990753,0.2517423629760742,0.17448176443576813,0.13335242867469788,0.24779494106769562,0.24307334423065186,0.9999998807907104,0.16104435920715332,0.24962958693504333,0.24776576459407806,0.19333907961845398
from,0.3269653618335724,0.2737620174884796,0.25679540634155273,0.1777622550725937,0.22352536022663116,0.26353874802589417,0.1968681514263153,0.20934231579303741,0.36926645040512085,0.12159302085638046,0.19969791173934937
7:00,-0.038339048624038696,-0.19366656243801117,-0.09256894141435623,-0.2065851092338562,-0.22369560599327087,-0.08214708417654037,-0.005848778411746025,-0.06774134933948517,-0.1561330258846283,-0.06499194353818893,-0.1738147884607315
to,0.3639189600944519,0.455847829580307,0.32875269651412964,0.4391997456550598,0.30719634890556335,0.2066953182220459,0.2636699676513672,0.24103909730911255,0.41031414270401,0.1762417107820511,0.29463258385658264
9:00,0.25141581892967224,0.05057979002594948,0.08803689479827881,-0.030175184831023216,-0.015493782237172127,0.029737409204244614,0.05862920731306076,0.06207337975502014,0.1075710877776146,-0.02169250324368477,-0.04392186552286148
a.m.,0.07588597387075424,0.050418004393577576,0.0775885283946991,0.025792807340621948,0.07202509045600891,0.06149129569530487,0.011986181139945984,0.058721575886011124,-0.010722850449383259,0.06478402763605118,-0.013456551358103752
weekdays,0.24270273745059967,0.2297719419002533,0.32274898886680603,0.2111510932445526,0.2495379000902176,0.4797368347644806,0.24026522040367126,0.24085386097431183,0.3760084807872772,0.39109060168266296,0.2476438730955124
(,0.23924681544303894,0.2411840260028839,0.19763468205928802,0.2728188931941986,0.2306004762649536,0.17230398952960968,0.20632019639015198,0.17194215953350067,0.28656116127967834,0.183883935213089,0.40561532974243164
along,0.3784843385219574,0.22421957552433014,0.22942517697811127,0.18451251089572906,0.1695021688938141,0.18019071221351624,0.17035698890686035,0.16854672133922577,0.41361382603645325,0.07764221727848053,0.17134909331798553
with,0.3829993009567261,0.2464839518070221,0.3026435673236847,0.26186925172805786,0.2699926197528839,0.16914622485637665,0.21664398908615112,0.2050205022096634,0.40749499201774597,0.17432008683681488,0.2433311939239502
one-hour,0.2194512039422989,0.31457212567329407,0.2574702203273773,0.2873964011669159,0.317185640335083,0.41826939582824707,0.2503523528575897,0.29596975445747375,0.354177325963974,0.3590213656425476,0.3461090624332428
weekend,0.14301197230815887,0.19973790645599365,0.19492638111114502,0.09271389991044998,0.24737347662448883,0.3698897957801819,0.2161843329668045,0.10199640691280365,0.31891369819641113,0.27004382014274597,0.29261621832847595
editions,0.1401309221982956,0.13101854920387268,0.29796668887138367,0.16273808479309082,0.17745135724544525,0.2214672863483429,0.19565078616142273,0.037494540214538574,0.2467733472585678,0.1690901219844818,0.24107886850833893
),0.2502231299877167,0.26259949803352356,0.19210705161094666,0.2575884759426117,0.2438051402568817,0.16272437572479248,0.19718800485134125,0.18929895758628845,0.29937487840652466,0.18381085991859436,0.42300865054130554
;,0.1024872213602066,0.10986888408660889,0.08538055419921875,0.0650511160492897,0.08563853055238724,-0.1064058244228363,0.20343229174613953,0.05248349905014038,-0.017878999933600426,-0.0012340332614257932,0.10349778085947037
nightly,0.16149529814720154,0.24055540561676025,0.2591201066970825,0.19982655346393585,0.2921658456325531,0.44649645686149597,0.31155404448509216,0.2357347011566162,0.30929455161094666,0.31816861033439636,0.13898538053035736
editions,0.1401309221982956,0.13101854920387268,0.29796668887138367,0.16273808479309082,0.17745135724544525,0.2214672863483429,0.19565078616142273,0.037494540214538574,0.2467733472585678,0.1690901219844818,0.24107886850833893
of,0.3737983703613281,0.33290785551071167,0.24352745711803436,0.3119818866252899,0.2696770131587982,0.17272797226905823,0.28803038597106934,0.24196814000606537,0.3966929316520691,0.14607268571853638,0.1826142966747284
abc,0.07610002905130386,0.1317344456911087,0.1631121188402176,0.1641341596841812,0.1982276886701584,0.3129312992095947,0.24776576459407806,0.17400608956813812,0.2862928807735443,1.0000001192092896,0.19065172970294952
world,0.18019768595695496,0.21669597923755646,0.2811112701892853,0.15434256196022034,0.20986439287662506,0.17039336264133453,0.3505486249923706,0.1876201629638672,0.22789059579372406,0.16711202263832092,0.17579582333564758
news,0.10245431214570999,0.2584491968154907,0.2647671401500702,0.18741489946842194,0.2192314863204956,0.36139771342277527,0.1749466061592102,0.10977908223867416,0.25893932580947876,0.40620431303977966,0.1899169683456421
tonight,0.06438791006803513,0.2661179304122925,0.21908944845199585,0.18673616647720337,0.2725934088230133,0.45173412561416626,0.19927002489566803,0.21149995923042297,0.2517295181751251,0.4244754910469055,0.33557331562042236
