,which,mongol,leader,completed,the,conquest,of,kievan,rus,',?
later,0.39698365330696106,0.1983191967010498,0.2646978497505188,0.31268110871315,0.4060266613960266,0.29400017857551575,0.3458743393421173,0.26308053731918335,0.17443950474262238,0.22560328245162964,0.1417175978422165
under,0.3235377371311188,0.22559615969657898,0.20803102850914001,0.2257147878408432,0.3348022699356079,0.21331743896007538,0.32766106724739075,0.21776776015758514,0.19702163338661194,0.20205718278884888,0.18233340978622437
genghis,0.26472097635269165,0.6244974732398987,0.31820160150527954,0.2306615561246872,0.3448939025402069,0.4573224186897278,0.2938849925994873,0.4848925769329071,0.4139024019241333,0.24026870727539062,0.18813461065292358
khan,0.19211235642433167,0.5576101541519165,0.2592346966266632,0.1503465473651886,0.21067845821380615,0.30478882789611816,0.17124508321285248,0.3804123103618622,0.252724826335907,0.17487680912017822,0.12862591445446014
's,0.03856118768453598,-0.05976467952132225,0.01118219830095768,-0.016786985099315643,-0.01540423184633255,-0.03848736360669136,-0.03817026689648628,0.052298955619335175,0.021789325401186943,0.07651367038488388,-0.023395681753754616
grandson,0.14502906799316406,0.2816116511821747,0.28288722038269043,0.1505509912967682,0.2345878779888153,0.3675995469093323,0.2974647879600525,0.1941758096218109,0.14725682139396667,0.2991865277290344,0.14955078065395355
batu,0.216778963804245,0.42799192667007446,0.27760443091392517,0.21222908794879913,0.2548635005950928,0.27291804552078247,0.22387026250362396,0.37794163823127747,0.23246555030345917,0.24435165524482727,0.08778967708349228
and,0.506277859210968,0.21553155779838562,0.23547638952732086,0.24284477531909943,0.5171257257461548,0.26925429701805115,0.5116966962814331,0.20611809194087982,0.2066546380519867,0.3053182065486908,0.20544172823429108
the,0.6521818041801453,0.2924198508262634,0.27799519896507263,0.29278936982154846,1.0,0.3181619346141815,0.733189046382904,0.29959583282470703,0.2636447250843048,0.474788099527359,0.22068053483963013
golden,0.25200358033180237,0.23401188850402832,0.10651664435863495,0.17138314247131348,0.28740859031677246,0.21333736181259155,0.23340271413326263,0.20520931482315063,0.22172588109970093,0.21419976651668549,0.1324693262577057
horde,0.19601313769817352,0.5189521908760071,0.22998514771461487,0.1326482892036438,0.23752695322036743,0.3354797661304474,0.19281283020973206,0.41308918595314026,0.34404557943344116,0.11851739138364792,0.13993681967258453
",",0.3658004403114319,0.2229510098695755,0.23893310129642487,0.26047438383102417,0.4933079481124878,0.2487315982580185,0.4946078956127167,0.20198769867420197,0.2609914243221283,0.5178600549697876,0.31091248989105225
the,0.6521818041801453,0.2924198508262634,0.27799519896507263,0.29278936982154846,1.0,0.3181619346141815,0.733189046382904,0.29959583282470703,0.2636447250843048,0.474788099527359,0.22068053483963013
mongols,0.23739531636238098,0.905461847782135,0.274659126996994,0.1591234803199768,0.310281366109848,0.4190453290939331,0.23517343401908875,0.48058512806892395,0.362337589263916,0.14936305582523346,0.11517509818077087
returned,0.16953375935554504,0.14917436242103577,0.27763035893440247,0.34373199939727783,0.32857778668403625,0.26834309101104736,0.28002414107322693,0.17077335715293884,0.06816088408231735,0.15399326384067535,0.07695316523313522
to,0.5345056653022766,0.2125127911567688,0.2050279974937439,0.2867361009120941,0.535392165184021,0.2413468062877655,0.41548454761505127,0.22258558869361877,0.18231740593910217,0.34544456005096436,0.29463258385658264
conquer,0.15990668535232544,0.4339456558227539,0.2600378692150116,0.1531221866607666,0.2652769386768341,0.7577047348022461,0.2176499366760254,0.29087015986442566,0.2751502990722656,0.11448051780462265,0.1431300938129425
volga,0.21054582297801971,0.37203526496887207,0.16755452752113342,0.12271840125322342,0.26965025067329407,0.22619140148162842,0.19863075017929077,0.5024257898330688,0.4096231162548065,0.17468470335006714,0.1737084984779358
bulgaria,0.18303386867046356,0.3469862937927246,0.200792595744133,0.11348090320825577,0.18048998713493347,0.20063866674900055,0.21629057824611664,0.4329448938369751,0.47386765480041504,0.13251438736915588,0.16436730325222015
and,0.506277859210968,0.21553155779838562,0.23547638952732086,0.24284477531909943,0.5171257257461548,0.26925429701805115,0.5116966962814331,0.20611809194087982,0.2066546380519867,0.3053182065486908,0.20544172823429108
kievan,0.22606471180915833,0.5146178603172302,0.2692631781101227,0.2347325086593628,0.29959583282470703,0.357644259929657,0.2668492794036865,1.0,0.6210689544677734,0.12705008685588837,0.1342822015285492
rus,0.2172153890132904,0.41763564944267273,0.19802701473236084,0.18115638196468353,0.2636447250843048,0.3005037307739258,0.21578308939933777,0.6210689544677734,1.0,0.20741838216781616,0.1432476043701172
',0.32852497696876526,0.1913980096578598,0.2201547473669052,0.2214040756225586,0.474788099527359,0.17881129682064056,0.39136970043182373,0.12705008685588837,0.20741838216781616,1.0,0.330942302942276
in,0.4840516746044159,0.16958336532115936,0.22669851779937744,0.2960484027862549,0.6662389636039734,0.2541567385196686,0.5696388483047485,0.17612865567207336,0.1560211032629013,0.4158826768398285,0.20430970191955566
1237,0.09202607721090317,-0.009336316026747227,-0.16411425173282623,-0.01420052070170641,0.0836370438337326,-0.0318123959004879,0.008775557391345501,0.06669144332408905,-0.006953876465559006,-0.09833476692438126,-0.07788846641778946
",",0.3658004403114319,0.2229510098695755,0.23893310129642487,0.26047438383102417,0.4933079481124878,0.2487315982580185,0.4946078956127167,0.20198769867420197,0.2609914243221283,0.5178600549697876,0.31091248989105225
concluding,0.3586612939834595,0.19008037447929382,0.10211128741502762,0.21071137487888336,0.3353133499622345,0.27460041642189026,0.3219040036201477,0.1499517560005188,0.15991349518299103,0.1152602806687355,0.18368390202522278
the,0.6521818041801453,0.2924198508262634,0.27799519896507263,0.29278936982154846,1.0,0.3181619346141815,0.733189046382904,0.29959583282470703,0.2636447250843048,0.474788099527359,0.22068053483963013
campaign,0.1781868189573288,0.15788589417934418,0.24533382058143616,0.13985565304756165,0.2755736708641052,0.34481802582740784,0.23278115689754486,0.18684326112270355,0.15170317888259888,0.171547532081604,0.162482351064682
in,0.4840516746044159,0.16958336532115936,0.22669851779937744,0.2960484027862549,0.6662389636039734,0.2541567385196686,0.5696388483047485,0.17612865567207336,0.1560211032629013,0.4158826768398285,0.20430970191955566
1240,0.36088913679122925,0.20436669886112213,0.20044061541557312,0.25218409299850464,0.3090360164642334,0.20390726625919342,0.2998851537704468,0.1954219490289688,0.18750903010368347,0.2847094237804413,0.3477284610271454
.,0.45942068099975586,0.16751837730407715,0.21285216510295868,0.2763804793357849,0.5934505462646484,0.19387131929397583,0.5352458953857422,0.19784846901893616,0.22884419560432434,0.4806240200996399,0.4130953550338745
