,what,did,thoreau,ask,a,public,figure,the,taxman,to,do,?
before,0.3801657259464264,0.33642593026161194,0.15575312077999115,0.2971753478050232,0.3583870828151703,0.20109985768795013,0.20079146325588226,0.45900648832321167,0.22194071114063263,0.4190867841243744,0.2566060721874237,0.2507109045982361
thoreau,0.3263375163078308,0.3151754140853882,1.0,0.23655018210411072,0.25918325781822205,0.2065267264842987,0.24047821760177612,0.30504027009010315,0.3621531128883362,0.3212342858314514,0.24632278084754944,0.1922200322151184
’,-0.01733604073524475,0.04859831556677818,0.07862099260091782,0.060418739914894104,-0.04976731166243553,-0.03247157856822014,0.006044229492545128,-0.04090067744255066,0.029411431401968002,0.00253736088052392,-0.0013174614869058132,0.045561522245407104
s,0.3634900748729706,0.33910059928894043,0.2579590380191803,0.2537461519241333,0.37089070677757263,0.24834756553173065,0.20243091881275177,0.46610721945762634,0.2528179883956909,0.35941416025161743,0.1891971230506897,0.25130221247673035
imprisonment,0.16481763124465942,0.1592181771993637,0.22506572306156158,0.15093174576759338,0.20937210321426392,0.2820298373699188,0.10805757343769073,0.20297037065029144,0.28563496470451355,0.22813618183135986,0.08639563620090485,0.13416679203510284
",",0.3087472915649414,0.3015086054801941,0.3388298749923706,0.2689289450645447,0.427140474319458,0.2588968276977539,0.2352312207221985,0.4933079481124878,0.35420551896095276,0.44245919585227966,0.3283645510673523,0.31091248989105225
when,0.4700249433517456,0.3228907287120819,0.25455182790756226,0.31148067116737366,0.44397395849227905,0.18564704060554504,0.19554820656776428,0.5091903209686279,0.22833572328090668,0.5423505902290344,0.28572237491607666,0.22841128706932068
a,0.3320399522781372,0.2552328109741211,0.25918325781822205,0.24988910555839539,1.0,0.19607044756412506,0.2584710121154785,0.5829201340675354,0.3023582696914673,0.45503583550453186,0.26237669587135315,0.23916715383529663
confused,0.3294311761856079,0.18618467450141907,0.22543339431285858,0.2563725411891937,0.30150526762008667,0.1830751597881317,0.15434060990810394,0.26122042536735535,0.16658078134059906,0.29771703481674194,0.287068247795105,0.20451921224594116
taxman,0.20532892644405365,0.18781974911689758,0.3621531128883362,0.2691141664981842,0.3023582696914673,0.3045787811279297,0.22564122080802917,0.30761873722076416,0.9999999403953552,0.27219638228416443,0.10923680663108826,0.23942914605140686
had,0.23849567770957947,0.540525496006012,0.24402360618114471,0.23002398014068604,0.34897568821907043,0.21493521332740784,0.2019324153661728,0.3875846862792969,0.28278404474258423,0.37984350323677063,0.24590566754341125,0.20728366076946259
wondered,0.48751917481422424,0.3522542119026184,0.23019684851169586,0.4237586259841919,0.2643638551235199,0.1937001496553421,0.18470795452594757,0.2750171720981598,0.17528021335601807,0.30245283246040344,0.2997243106365204,0.3926749527454376
aloud,0.36041581630706787,0.30329617857933044,0.25537189841270447,0.2973860800266266,0.27394041419029236,0.2991879880428314,0.09820108115673065,0.24090228974819183,0.19812774658203125,0.2814471125602722,0.24597084522247314,0.30062806606292725
about,0.47976887226104736,0.28723078966140747,0.33765551447868347,0.2907925844192505,0.34171196818351746,0.18571056425571442,0.17658023536205292,0.37995871901512146,0.14604921638965607,0.391953706741333,0.3183841109275818,0.302409827709198
how,0.6468034982681274,0.375736802816391,0.2905823290348053,0.4130074381828308,0.29312583804130554,0.15624697506427765,0.20188391208648682,0.33890387415885925,0.20654386281967163,0.44169697165489197,0.40287578105926514,0.4024120569229126
to,0.455847829580307,0.4452643394470215,0.3212342858314514,0.3951546251773834,0.45503583550453186,0.2672370672225952,0.24264496564865112,0.535392165184021,0.27219638228416443,1.0,0.38876664638519287,0.29463258385658264
handle,0.2843582332134247,0.1692829430103302,0.14273357391357422,0.31676751375198364,0.2600627541542053,0.13260231912136078,0.1560468226671219,0.23661735653877258,0.19519568979740143,0.30356109142303467,0.33453792333602905,0.3016141355037689
his,0.26976513862609863,0.3546801507472992,0.3740163743495941,0.23492445051670074,0.3497250974178314,0.26603415608406067,0.17713959515094757,0.4394008219242096,0.3384033143520355,0.3715193271636963,0.15088757872581482,0.18075084686279297
refusal,0.3242574632167816,0.3917485475540161,0.32672572135925293,0.39311304688453674,0.25449275970458984,0.3093678653240204,0.11481502652168274,0.29118961095809937,0.28814634680747986,0.4434225857257843,0.3261302411556244,0.21465960144996643
to,0.455847829580307,0.4452643394470215,0.3212342858314514,0.3951546251773834,0.45503583550453186,0.2672370672225952,0.24264496564865112,0.535392165184021,0.27219638228416443,1.0,0.38876664638519287,0.29463258385658264
pay,0.2870062291622162,0.29416757822036743,0.22320832312107086,0.31859833002090454,0.1940600425004959,0.28123220801353455,0.1426977664232254,0.1903611719608307,0.33958423137664795,0.26723966002464294,0.2897719740867615,0.19821009039878845
",",0.3087472915649414,0.3015086054801941,0.3388298749923706,0.2689289450645447,0.427140474319458,0.2588968276977539,0.2352312207221985,0.4933079481124878,0.35420551896095276,0.44245919585227966,0.3283645510673523,0.31091248989105225
thoreau,0.3263375163078308,0.3151754140853882,1.0,0.23655018210411072,0.25918325781822205,0.2065267264842987,0.24047821760177612,0.30504027009010315,0.3621531128883362,0.3212342858314514,0.24632278084754944,0.1922200322151184
had,0.23849567770957947,0.540525496006012,0.24402360618114471,0.23002398014068604,0.34897568821907043,0.21493521332740784,0.2019324153661728,0.3875846862792969,0.28278404474258423,0.37984350323677063,0.24590566754341125,0.20728366076946259
advised,0.26456019282341003,0.3517385721206665,0.2289998084306717,0.3667384684085846,0.22797705233097076,0.22186113893985748,0.206594780087471,0.2796591818332672,0.2048380821943283,0.3607461154460907,0.3081120550632477,0.18871766328811646
",",0.3087472915649414,0.3015086054801941,0.3388298749923706,0.2689289450645447,0.427140474319458,0.2588968276977539,0.2352312207221985,0.4933079481124878,0.35420551896095276,0.44245919585227966,0.3283645510673523,0.31091248989105225
“,-0.009074612520635128,-0.03815050050616264,-0.01266002468764782,-0.09062345325946808,-0.026146769523620605,-0.02527068927884102,-0.0028580150101333857,-0.004561804234981537,-0.050895825028419495,-0.0772603452205658,-0.07113994657993317,-0.043535903096199036
resign.,0.20501631498336792,0.24860109388828278,0.1970016211271286,0.3268664479255676,0.12656745314598083,0.14774291217327118,0.14083698391914368,0.16402755677700043,0.2856197953224182,0.17669254541397095,0.1771841049194336,0.14793944358825684
”,-0.08669018000364304,-0.009469958953559399,-0.08410758525133133,0.007892647758126259,-0.030909502878785133,-0.04969239607453346,0.04837240278720856,-0.13169695436954498,0.016870511695742607,-0.04376490041613579,0.019806403666734695,0.014230710454285145
if,0.5277165174484253,0.3197491765022278,0.16117951273918152,0.5095912218093872,0.41272827982902527,0.1735907644033432,0.18056784570217133,0.33724796772003174,0.21932712197303772,0.4559597074985504,0.4196736514568329,0.4441644251346588
