,how,much,money,was,francovich,allowed,to,claim,from,the,italian,goverment,in,damages,?
francovich,0.1692751944065094,0.1553942859172821,0.1648624688386917,0.3086172938346863,1.0000001192092896,0.13509885966777802,0.17086319625377655,0.15087959170341492,0.22025518119335175,0.2441958785057068,0.3459971249103546,0.20543941855430603,0.25098034739494324,0.12956155836582184,0.15801183879375458
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.3258834183216095,0.2785535454750061,0.44245919585227966,0.2664267122745514,0.39760664105415344,0.4933079481124878,0.2153971791267395,0.30620667338371277,0.5201468467712402,0.2661895453929901,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.48711544275283813,0.2441958785057068,0.2985120713710785,0.535392165184021,0.25873351097106934,0.40150508284568787,1.0,0.19855095446109772,0.3272540271282196,0.6662389636039734,0.28796979784965515,0.22068053483963013
former,0.05102010443806648,0.06014377996325493,0.1132669672369957,0.2544213533401489,0.24397091567516327,0.12164784967899323,0.12857267260551453,0.12766319513320923,0.18530778586864471,0.2251449078321457,0.20497941970825195,0.2841610014438629,0.2668642997741699,0.09993289411067963,0.10570605844259262
employee,0.25372397899627686,0.12898783385753632,0.3001423478126526,0.21671681106090546,0.1568027287721634,0.1859714388847351,0.2249952256679535,0.17228274047374725,0.11434934288263321,0.2086942046880722,0.09851541370153427,0.27492842078208923,0.21618928015232086,0.16701659560203552,0.2091246396303177
of,0.2480744868516922,0.2671096920967102,0.23114095628261566,0.4069072902202606,0.1919347196817398,0.2699741721153259,0.41548454761505127,0.2833690047264099,0.4249346852302551,0.733189046382904,0.20819662511348724,0.3910406827926636,0.5696388483047485,0.278875470161438,0.1826142966747284
a,0.29312583804130554,0.2958075702190399,0.2777978479862213,0.4508470594882965,0.21288685500621796,0.275193989276886,0.45503583550453186,0.19074557721614838,0.322764128446579,0.5829201340675354,0.2020866572856903,0.28431662917137146,0.539380669593811,0.25232380628585815,0.23916715383529663
bankrupt,0.1880248785018921,0.1813347339630127,0.4517281949520111,0.28822365403175354,0.21139149367809296,0.1954316794872284,0.24606582522392273,0.1404450684785843,0.16408786177635193,0.17091324925422668,0.08182935416698456,0.23311425745487213,0.21149517595767975,0.25290539860725403,0.09994719177484512
venetian,0.11317220330238342,0.16513779759407043,0.1318647563457489,0.2021479457616806,0.38168761134147644,0.17200323939323425,0.17106519639492035,0.17483942210674286,0.15141472220420837,0.21322013437747955,0.5462961196899414,0.1360616683959961,0.12244543433189392,0.0856255441904068,0.09660717099905014
firm,0.14827068150043488,0.1563820242881775,0.26667922735214233,0.2261969894170761,0.09021221846342087,0.18151909112930298,0.15583430230617523,0.1959410309791565,0.10702626407146454,0.185079887509346,0.07386357337236404,0.3408995568752289,0.18565146625041962,0.15158213675022125,0.08762375265359879
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.3258834183216095,0.2785535454750061,0.44245919585227966,0.2664267122745514,0.39760664105415344,0.4933079481124878,0.2153971791267395,0.30620667338371277,0.5201468467712402,0.2661895453929901,0.31091248989105225
was,0.16678167879581451,0.2580166161060333,0.26597723364830017,1.0000001192092896,0.3086172938346863,0.27499085664749146,0.3636345863342285,0.15881295502185822,0.31171464920043945,0.48711544275283813,0.27526864409446716,0.2950465679168701,0.45514053106307983,0.19809268414974213,0.18412111699581146
therefore,0.4215601980686188,0.39146608114242554,0.21229197084903717,0.2569314241409302,0.13094809651374817,0.42120441794395447,0.49267399311065674,0.35021790862083435,0.290561705827713,0.4141571819782257,0.14078977704048157,0.31910502910614014,0.2696720361709595,0.23435838520526886,0.3325358033180237
allowed,0.29753124713897705,0.2546635568141937,0.28162816166877747,0.27499085664749146,0.13509885966777802,1.0,0.42967355251312256,0.24808140099048615,0.24006792902946472,0.2985120713710785,0.13543227314949036,0.25119343400001526,0.23683252930641174,0.2185056358575821,0.2309964895248413
to,0.44169697165489197,0.40610215067863464,0.3124290704727173,0.3636345863342285,0.17086319625377655,0.42967355251312256,1.0,0.324158638715744,0.4069952368736267,0.535392165184021,0.12072206288576126,0.3165534436702728,0.45010748505592346,0.2145669162273407,0.29463258385658264
claim,0.18613982200622559,0.2350369095802307,0.23751749098300934,0.15881295502185822,0.15087959170341492,0.24808140099048615,0.324158638715744,1.0,0.1602199673652649,0.25873351097106934,0.13439616560935974,0.32794395089149475,0.16881313920021057,0.1699785590171814,0.2665664851665497
6,0.056429795920848846,0.11261115968227386,0.05417270585894585,0.021614471450448036,-0.04203265532851219,-0.006697557866573334,0.14752747118473053,0.09757792949676514,0.06266670674085617,0.041227471083402634,-0.0797148197889328,0.0940573588013649,-0.0005521549028344452,0.012357794679701328,0.045001473277807236
million,0.21114659309387207,0.2792966067790985,0.30804139375686646,0.24203833937644958,0.18257662653923035,0.1732836663722992,0.22033339738845825,0.20271222293376923,0.252429723739624,0.277012437582016,0.06698683649301529,0.14690442383289337,0.2596224844455719,0.3119851052761078,0.23092924058437347
lira,0.09519103169441223,0.1476765275001526,0.26997697353363037,0.16998812556266785,0.19611263275146484,0.1398381143808365,0.1823485940694809,0.1281750202178955,0.18712511658668518,0.3320940434932709,0.2705758512020111,0.14677727222442627,0.21536056697368622,0.2075732797384262,0.2164960652589798
from,0.22939439117908478,0.24480824172496796,0.24181504547595978,0.31171464920043945,0.22025518119335175,0.24006792902946472,0.4069952368736267,0.1602199673652649,1.0,0.40150508284568787,0.1760130226612091,0.26285165548324585,0.4274188280105591,0.22374840080738068,0.19969791173934937
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.48711544275283813,0.2441958785057068,0.2985120713710785,0.535392165184021,0.25873351097106934,0.40150508284568787,1.0,0.19855095446109772,0.3272540271282196,0.6662389636039734,0.28796979784965515,0.22068053483963013
italian,0.12036799639463425,0.14461450278759003,0.11983302980661392,0.27526864409446716,0.3459971249103546,0.13543227314949036,0.12072206288576126,0.13439616560935974,0.1760130226612091,0.19855095446109772,1.0,0.15569880604743958,0.1941935271024704,0.0968325063586235,0.1156633123755455
government,0.21719732880592346,0.20136940479278564,0.41245928406715393,0.2995857298374176,0.2302314043045044,0.30684539675712585,0.28343796730041504,0.306082546710968,0.16793464124202728,0.31798112392425537,0.14041835069656372,0.5675662755966187,0.3066793978214264,0.2678198218345642,0.18851417303085327
