,as,a,norm,",",what,day,of,the,week,is,the,traditional,media,day,held,prior,to,a,super,bowl,?
the,0.48381632566452026,0.5829201340675354,0.12613478302955627,0.4933079481124878,0.42745697498321533,0.3062323033809662,0.733189046382904,1.0,0.28402599692344666,0.5823672413825989,1.0,0.25703898072242737,0.19221965968608856,0.3062323033809662,0.32185450196266174,0.33782097697257996,0.535392165184021,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
game,0.18194591999053955,0.23211604356765747,0.26909855008125305,0.2653886377811432,0.2246788740158081,0.19963723421096802,0.2298848181962967,0.285271555185318,0.29780805110931396,0.21222543716430664,0.285271555185318,0.20199939608573914,0.24786706268787384,0.19963723421096802,0.172162726521492,0.16753952205181122,0.2540906071662903,0.23211604356765747,0.3480181396007538,0.2413962334394455,0.1829071193933487
's,-0.05775856226682663,0.04866964742541313,-0.030746296048164368,-0.0016132977325469255,0.02692362666130066,0.03448042273521423,-0.03817026689648628,-0.01540423184633255,-0.04274718090891838,0.02396530658006668,-0.01540423184633255,0.05243854969739914,0.07690927386283875,0.03448042273521423,0.02657921425998211,-0.0369880273938179,0.03782717138528824,0.04866964742541313,0.09726737439632416,-0.02838491089642048,-0.023395681753754616
media,0.19105610251426697,0.21000106632709503,0.14649821817874908,0.23135341703891754,0.18292108178138733,0.06667249649763107,0.19700391590595245,0.19221965968608856,0.1473962664604187,0.1800607591867447,0.19221965968608856,0.18116416037082672,0.9999999403953552,0.06667249649763107,0.16542178392410278,0.18034997582435608,0.21723589301109314,0.21000106632709503,0.2023422122001648,0.10416857153177261,0.1571006178855896
day,0.23300392925739288,0.18630309402942657,0.08275710046291351,0.30821847915649414,0.2990210950374603,1.0,0.2934032380580902,0.3062323033809662,0.4913124740123749,0.17517195641994476,0.3062323033809662,0.191523015499115,0.06667249649763107,1.0,0.26760637760162354,0.21696196496486664,0.21753256022930145,0.18630309402942657,0.12438684701919556,0.17859336733818054,0.2141837179660797
",",0.48816442489624023,0.427140474319458,0.20988225936889648,1.0000001192092896,0.3087472915649414,0.30821847915649414,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.4691906273365021,0.4933079481124878,0.25490131974220276,0.23135341703891754,0.30821847915649414,0.2880980372428894,0.27105793356895447,0.44245919585227966,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
which,0.41006597876548767,0.56894451379776,0.13004277646541595,0.3658004403114319,0.5261979103088379,0.2760511040687561,0.5011631846427917,0.6521818041801453,0.24782997369766235,0.4457404911518097,0.6521818041801453,0.28318530321121216,0.21947839856147766,0.2760511040687561,0.2626747488975525,0.22628402709960938,0.5345056653022766,0.56894451379776,0.25759580731391907,0.23468568921089172,0.25814583897590637
was,0.3677520453929901,0.4508470594882965,0.12997004389762878,0.45456063747406006,0.22111038863658905,0.24314451217651367,0.4069072902202606,0.48711544275283813,0.24251437187194824,0.5810302495956421,0.48711544275283813,0.1784529834985733,0.17841780185699463,0.24314451217651367,0.30231067538261414,0.29096508026123047,0.3636345863342285,0.4508470594882965,0.21420986950397491,0.21915455162525177,0.18412111699581146
typically,0.31947922706604004,0.37909039855003357,0.20771154761314392,0.18964512646198273,0.2460547685623169,0.1290440857410431,0.28964799642562866,0.33345210552215576,0.15118193626403809,0.3483496606349945,0.33345210552215576,0.3134911060333252,0.16736355423927307,0.1290440857410431,0.19831152260303497,0.2225150763988495,0.3589242696762085,0.37909039855003357,0.19588299095630646,0.20918312668800354,0.14485043287277222
held,0.16727563738822937,0.22326228022575378,0.08653677999973297,0.2880980372428894,0.0974166989326477,0.26760637760162354,0.28960686922073364,0.32185450196266174,0.2821366786956787,0.19884860515594482,0.32185450196266174,0.25019803643226624,0.16542178392410278,0.26760637760162354,1.0,0.20017679035663605,0.22177374362945557,0.22326228022575378,0.1602509617805481,0.1913566142320633,0.14103956520557404
