,why,does,doctor,who,'s,tardis,always,look,the,same,?
however,0.425906240940094,0.4463717043399811,0.23353669047355652,0.4020770490169525,0.011690815910696983,0.30290982127189636,0.5298851728439331,0.3733200132846832,0.49814513325691223,0.43908098340034485,0.2152075469493866
",",0.2827242314815521,0.28617382049560547,0.20407600700855255,0.3365725874900818,-0.0016132977325469255,0.17403040826320648,0.2518956959247589,0.3016788363456726,0.4933079481124878,0.3207721710205078,0.31091248989105225
the,0.30742117762565613,0.35928019881248474,0.2820442318916321,0.3733934462070465,-0.01540423184633255,0.29145124554634094,0.31570959091186523,0.2806221544742584,1.0,0.4583131968975067,0.22068053483963013
doctor,0.13491018116474152,0.17192082107067108,0.9999999403953552,0.3504868149757385,0.031664930284023285,0.5026617050170898,0.16837958991527557,0.20997919142246246,0.2820442318916321,0.13725580275058746,0.1462511420249939
's,-0.016663772985339165,-0.02895052544772625,0.031664930284023285,0.05599616840481758,0.9999999403953552,0.014783404767513275,0.07762603461742401,0.10657313466072083,-0.01540423184633255,0.0036877936217933893,-0.023395681753754616
tardis,0.22006015479564667,0.2334626019001007,0.5026617050170898,0.2757788300514221,0.014783404767513275,1.0000001192092896,0.25538143515586853,0.26215746998786926,0.29145124554634094,0.2220536321401596,0.14893783628940582
remains,0.21230606734752655,0.23696041107177734,0.08132550865411758,0.18392030894756317,0.023601576685905457,0.21760113537311554,0.27020925283432007,0.1268322914838791,0.3663966655731201,0.2590198218822479,0.1479063630104065
fixed,0.2563643753528595,0.2531927824020386,0.10897388309240341,0.15878380835056305,-0.028349189087748528,0.1995970904827118,0.31954678893089294,0.3160173296928406,0.27127328515052795,0.3277122974395752,0.2728462815284729
as,0.3103298544883728,0.31202155351638794,0.17422905564308167,0.3923053741455078,-0.05775856226682663,0.1721082329750061,0.38701626658439636,0.2649591863155365,0.48381632566452026,0.3727807104587555,0.27043893933296204
a,0.2667238116264343,0.38201746344566345,0.22883038222789764,0.36608949303627014,0.04866964742541313,0.2688678205013275,0.35987672209739685,0.23710425198078156,0.5829201340675354,0.4048157036304474,0.23916715383529663
blue,0.19451650977134705,0.189993217587471,0.12319361418485641,0.1325749307870865,-0.0033745844848454,0.16179466247558594,0.21609094738960266,0.1988758146762848,0.2734997570514679,0.14973184466362,0.15668673813343048
british,0.11614637076854706,0.10894544422626495,0.19140693545341492,0.2666113078594208,0.06352180242538452,0.20010776817798615,0.18362821638584137,0.1439255177974701,0.28973397612571716,0.17260541021823883,0.09711728990077972
police,0.15676313638687134,0.149123415350914,0.22549904882907867,0.24648535251617432,0.034479305148124695,0.18054185807704926,0.2297738641500473,0.12580606341362,0.2206914722919464,0.2101650983095169,0.1765819936990738
box,0.18293926119804382,0.23173171281814575,0.1408747285604477,0.1754302829504013,0.07951416075229645,0.24328218400478363,0.26370325684547424,0.2945542633533478,0.25871407985687256,0.1973784863948822,0.21736569702625275
due,0.24495384097099304,0.20878952741622925,0.07074899971485138,0.1198829784989357,0.03925589844584465,0.07686907798051834,0.215266615152359,0.15524142980575562,0.22577603161334991,0.2173551470041275,0.10954997688531876
to,0.4100138247013092,0.4391997456550598,0.22950075566768646,0.42656609416007996,0.03782717138528824,0.2524881064891815,0.42001017928123474,0.3370966613292694,0.535392165184021,0.3205692768096924,0.29463258385658264
a,0.2667238116264343,0.38201746344566345,0.22883038222789764,0.36608949303627014,0.04866964742541313,0.2688678205013275,0.35987672209739685,0.23710425198078156,0.5829201340675354,0.4048157036304474,0.23916715383529663
malfunction,0.28802090883255005,0.2709394097328186,0.2208349108695984,0.15731623768806458,-0.11498136073350906,0.23385679721832275,0.2502782344818115,0.2273291051387787,0.25163036584854126,0.21938419342041016,0.2404332160949707
in,0.23227278888225555,0.214483380317688,0.25567495822906494,0.2792111933231354,-0.037580832839012146,0.1960487961769104,0.2475486695766449,0.16591975092887878,0.6662389636039734,0.3692481815814972,0.20430970191955566
the,0.30742117762565613,0.35928019881248474,0.2820442318916321,0.3733934462070465,-0.01540423184633255,0.29145124554634094,0.31570959091186523,0.2806221544742584,1.0,0.4583131968975067,0.22068053483963013
chameleon,0.18450015783309937,0.18478408455848694,0.1853785365819931,0.15755581855773926,0.11380763351917267,0.3397943377494812,0.22527693212032318,0.23485387861728668,0.281354159116745,0.21195422112941742,0.24630454182624817
circuit,0.12149906158447266,0.14033031463623047,0.16601093113422394,0.11599748581647873,0.10877111554145813,0.21643367409706116,0.14035533368587494,0.13340868055820465,0.25798067450523376,0.1736699640750885,0.058349963277578354
.,0.32909876108169556,0.3022993505001068,0.22361043095588684,0.3541337847709656,-0.003708066651597619,0.224110946059227,0.3116702139377594,0.3426704406738281,0.5934505462646484,0.3682591915130615,0.4130953550338745
